Track,Date,Race,Winner,2nd,3rd,4th
Angle Park,2026-08-20,1,7,8,1,2
Angle Park,2026-08-20,2,4,1,8,2
Angle Park,2026-08-20,3,1,7,2,5
Angle Park,2026-08-20,4,6,1,4,8
Angle Park,2026-08-20,5,4,6,5,7
Angle Park,2026-08-20,6,5,8,7,4
Angle Park,2026-08-20,7,8,4,1,5
Angle Park,2026-08-20,8,1,9,5,3
Angle Park,2026-08-20,9,6,4,1,2
Angle Park,2026-08-20,10,7,1,4,8
Angle Park,2026-08-20,11,6,1,4,8
Angle Park,2026-08-20,12,4,5,7,2
Ballarat,2026-08-20,1,4,6,7,8
Ballarat,2026-08-20,2,8,3,5,6
Ballarat,2026-08-20,3,1,6,5,7
Ballarat,2026-08-20,4,2,3,4,7
Ballarat,2026-08-20,5,3,1,2,4
Ballarat,2026-08-20,6,3,8,7,1
Ballarat,2026-08-20,7,8,1,5,3
Ballarat,2026-08-20,8,4,5,8,6
Ballarat,2026-08-20,9,8,3,1,4
Ballarat,2026-08-20,10,3,7,8,4
Ballarat,2026-08-20,11,7,4,5,6
Ballarat,2026-08-20,12,2,1,10,4
Casino,2026-08-20,1,4,2,5,8
Casino,2026-08-20,2,4,8,2,1
Casino,2026-08-20,3,1,6,7,8
Casino,2026-08-20,4,2,1,7,3
Casino,2026-08-20,5,1,3,7,2
Casino,2026-08-20,6,8,1,2,4
Casino,2026-08-20,7,4,2,3,7
Casino,2026-08-20,8,5,7,1,9
Casino,2026-08-20,9,7,3,1,5
Casino,2026-08-20,10,2,4,3,6
Casino,2026-08-20,11,7,4,6,2
Casino,2026-08-20,12,8,6,7,4
Gawler,2026-08-20,1,3,5,7,4
Gawler,2026-08-20,2,5,1,3,6
Gawler,2026-08-20,3,1,7,4,2
Gawler,2026-08-20,4,1,2,4,8
Gawler,2026-08-20,5,2,4,7,8
Gawler,2026-08-20,6,2,1,5,8
Gawler,2026-08-20,7,2,4,8,7
Gawler,2026-08-20,8,6,4,7,1
Gawler,2026-08-20,9,1,5,8,2
Gawler,2026-08-20,10,3,7,6,4
Gawler,2026-08-20,11,4,1,8,6
Gawler,2026-08-20,12,1,2,7,4
Gunnedah,2026-08-20,1,3,5,1,7
Gunnedah,2026-08-20,2,2,7,8,4
Gunnedah,2026-08-20,3,8,7,1,6
Gunnedah,2026-08-20,4,2,1,5,7
Gunnedah,2026-08-20,5,2,7,8,9
Gunnedah,2026-08-20,6,6,1,9,2
Gunnedah,2026-08-20,7,6,1,2,3
Gunnedah,2026-08-20,8,6,1,7,2
Gunnedah,2026-08-20,9,4,7,3,8
Gunnedah,2026-08-20,10,8,7,1,3
Gunnedah,2026-08-20,11,1,6,5,7
Gunnedah,2026-08-20,12,5,8,7,2
Healesville,2026-08-20,1,4,2,3,6
Healesville,2026-08-20,2,3,4,2,6
Healesville,2026-08-20,3,4,8,3,6
Healesville,2026-08-20,4,3,4,5,2
Healesville,2026-08-20,5,7,8,3,4
Healesville,2026-08-20,6,1,7,2,6
Healesville,2026-08-20,7,8,2,7,4
Healesville,2026-08-20,8,6,4,7,8
Healesville,2026-08-20,9,3,8,2,6
Healesville,2026-08-20,10,2,8,1,6
Healesville,2026-08-20,11,4,2,7,8
Healesville,2026-08-20,12,7,8,2,1
Hobart,2026-08-20,1,2,7,1,4
Hobart,2026-08-20,2,2,5,1,6
Hobart,2026-08-20,3,4,7,6,3
Hobart,2026-08-20,4,4,8,7,1
Hobart,2026-08-20,5,5,7,8,1
Hobart,2026-08-20,6,7,5,8,1
Hobart,2026-08-20,7,2,1,3,6
Hobart,2026-08-20,8,6,2,3,1
Hobart,2026-08-20,9,7,8,4,1
Hobart,2026-08-20,10,2,7,6,1
Ladbrokes Q Straight,2026-08-20,1,6,1,8,2
Ladbrokes Q Straight,2026-08-20,2,8,3,1,2
Ladbrokes Q Straight,2026-08-20,3,5,6,4,7
Ladbrokes Q Straight,2026-08-20,4,5,2,3,1
Ladbrokes Q Straight,2026-08-20,5,2,4,7,10
Ladbrokes Q Straight,2026-08-20,6,4,8,6,2
Ladbrokes Q Straight,2026-08-20,7,4,1,2,8
Ladbrokes Q Straight,2026-08-20,8,7,3,6,1
Ladbrokes Q Straight,2026-08-20,9,8,2,7,4
Ladbrokes Q Straight,2026-08-20,10,2,5,8,7
Ladbrokes Q Straight,2026-08-20,11,2,1,7,5
Ladbrokes Q Straight,2026-08-20,12,8,7,2,1
Ladbrokes Q2 Parklands,2026-08-20,1,3,2,1,6
Ladbrokes Q2 Parklands,2026-08-20,2,8,4,5,7
Ladbrokes Q2 Parklands,2026-08-20,3,8,1,4,3
