Track,Date,Race,Winner,2nd,3rd,4th
Taree,2026-08-01,1,3,1,8,4
Taree,2026-08-01,2,4,7,8,2
Taree,2026-08-01,3,4,3,5,6
Taree,2026-08-01,4,6,7,8,3
Taree,2026-08-01,5,1,3,8,6
Taree,2026-08-01,6,1,4,8,7
Taree,2026-08-01,7,8,3,6,7
Taree,2026-08-01,8,2,1,3,6
Taree,2026-08-01,9,2,3,4,7
Taree,2026-08-01,10,3,2,5,6
Taree,2026-08-01,11,2,1,6,3
Taree,2026-08-01,12,1,8,4,3
Dubbo,2026-08-01,1,1,4,6,7
Dubbo,2026-08-01,2,3,1,8,6
Dubbo,2026-08-01,3,1,7,8,2
Dubbo,2026-08-01,4,2,7,6,1
Dubbo,2026-08-01,5,7,4,2,8
Dubbo,2026-08-01,6,2,4,1,3
Dubbo,2026-08-01,7,1,6,7,2
Dubbo,2026-08-01,8,3,5,7,2
Dubbo,2026-08-01,9,8,4,7,2
Dubbo,2026-08-01,10,2,7,3,4
Wentworth Park,2026-08-01,1,3,6,2,8
Wentworth Park,2026-08-01,2,1,2,7,6
Wentworth Park,2026-08-01,3,4,5,7,1
Wentworth Park,2026-08-01,4,3,8,4,6
Wentworth Park,2026-08-01,5,4,8,7,5
Wentworth Park,2026-08-01,6,2,8,1,4
Wentworth Park,2026-08-01,7,8,2,5,1
Wentworth Park,2026-08-01,8,3,6,4,1
Wentworth Park,2026-08-01,9,1,7,2,6
Ladbrokes Gardens,2026-08-01,1,1,7,5,2
Ladbrokes Gardens,2026-08-01,2,1,2,5,8
Ladbrokes Gardens,2026-08-01,3,4,2,7,8
Ladbrokes Gardens,2026-08-01,4,4,1,2,6
Ladbrokes Gardens,2026-08-01,5,3,2,5,4
Ladbrokes Gardens,2026-08-01,6,4,7,6,5
Ladbrokes Gardens,2026-08-01,7,1,7,2,5
Ladbrokes Gardens,2026-08-01,8,7,2,8,5
Ladbrokes Gardens,2026-08-01,9,1,3,2,6
Ladbrokes Gardens,2026-08-01,10,6,1,5,2
Ladbrokes Gardens,2026-08-01,11,3,1,7,8
Ladbrokes Gardens,2026-08-01,12,3,5,1,7
Ladbrokes Q1 Lakeside,2026-08-01,1,1,4,8,2
Ladbrokes Q1 Lakeside,2026-08-01,2,7,6,1,4
Ladbrokes Q1 Lakeside,2026-08-01,3,5,3,2,1
Ladbrokes Q1 Lakeside,2026-08-01,4,1,7,3,8
Ladbrokes Q1 Lakeside,2026-08-01,5,1,3,6,8
Ladbrokes Q1 Lakeside,2026-08-01,6,3,2,7,8
Ladbrokes Q1 Lakeside,2026-08-01,7,5,7,6,2
Ladbrokes Q1 Lakeside,2026-08-01,8,1,2,3,4
Ladbrokes Q1 Lakeside,2026-08-01,9,1,2,3,4
Ladbrokes Q1 Lakeside,2026-08-01,10,1,5,6,8
Ballarat,2026-08-01,1,7,5,8,2
Ballarat,2026-08-01,2,8,2,4,3
Ballarat,2026-08-01,3,1,3,7,5
Ballarat,2026-08-01,4,6,4,8,1
Ballarat,2026-08-01,5,1,6,7,8
Ballarat,2026-08-01,6,1,2,3,6
Ballarat,2026-08-01,7,4,5,7,3
Ballarat,2026-08-01,8,5,6,3,1
Ballarat,2026-08-01,9,3,6,1,5
Ballarat,2026-08-01,10,7,1,8,4
Ballarat,2026-08-01,11,1,8,2,3
Ballarat,2026-08-01,12,2,7,5,4
Meadows,2026-08-01,1,3,6,7,1
Meadows,2026-08-01,2,4,7,2,1
Meadows,2026-08-01,3,4,8,1,7
Meadows,2026-08-01,4,5,2,4,7
Meadows,2026-08-01,5,4,1,5,2
Meadows,2026-08-01,6,5,2,8,1
Meadows,2026-08-01,7,1,2,7,5
Meadows,2026-08-01,8,1,8,5,7
Meadows,2026-08-01,9,1,5,7,8
Meadows,2026-08-01,10,1,2,4,7
Meadows,2026-08-01,11,7,6,1,8
Meadows,2026-08-01,12,8,6,3,5
Cannington,2026-08-01,1,2,1,3,6
Cannington,2026-08-01,2,3,1,2,6
Cannington,2026-08-01,3,6,7,3,1
Cannington,2026-08-01,4,7,3,8,6
Cannington,2026-08-01,5,3,7,2,8
Cannington,2026-08-01,6,3,4,2,5
Cannington,2026-08-01,7,8,6,2,7
Cannington,2026-08-01,8,8,1,4,7
Cannington,2026-08-01,9,4,5,1,2
