Track,Date,Race,Winner,2nd,3rd,4th
Goulburn,2026-09-11,1,5,2,4,7
Goulburn,2026-09-11,2,8,2,4,7
Goulburn,2026-09-11,3,4,8,2,7
Goulburn,2026-09-11,4,7,2,3,1
Goulburn,2026-09-11,5,2,8,6,7
Goulburn,2026-09-11,6,4,5,1,8
Goulburn,2026-09-11,7,2,4,6,8
Goulburn,2026-09-11,8,8,6,7,4
Goulburn,2026-09-11,9,7,6,3,1
Goulburn,2026-09-11,10,3,7,1,2
Ladbrokes Gardens,2026-09-11,1,5,8,4,9
Ladbrokes Gardens,2026-09-11,2,1,6,8,3
Ladbrokes Gardens,2026-09-11,3,7,8,1,3
Ladbrokes Gardens,2026-09-11,4,6,4,2,1
Ladbrokes Gardens,2026-09-11,5,2,1,7,8
Ladbrokes Gardens,2026-09-11,6,3,4,7,6
Ladbrokes Gardens,2026-09-11,7,3,5,2,7
Ladbrokes Gardens,2026-09-11,8,3,1,2,7
Ladbrokes Gardens,2026-09-11,9,6,3,8,2
Ladbrokes Gardens,2026-09-11,10,4,2,8,1
Ladbrokes Gardens,2026-09-11,11,4,8,5,7
Ladbrokes Gardens,2026-09-11,12,1,8,4,2
Richmond,2026-09-11,1,8,5,9,4
Richmond,2026-09-11,2,2,7,6,1
Richmond,2026-09-11,3,2,8,7,3
Richmond,2026-09-11,4,5,1,4,3
Richmond,2026-09-11,5,1,8,7,4
Richmond,2026-09-11,6,5,4,2,1
Richmond,2026-09-11,7,1,5,2,4
Richmond,2026-09-11,8,5,8,2,1
Richmond,2026-09-11,9,2,4,5,1
Richmond,2026-09-11,10,3,1,2,6
Richmond,2026-09-11,11,1,6,4,7
Richmond,2026-09-11,12,2,3,6,5
Grafton,2026-09-11,1,7,1,3,8
Grafton,2026-09-11,2,2,6,7,4
Grafton,2026-09-11,3,1,2,3,4
Grafton,2026-09-11,4,4,8,2,1
Grafton,2026-09-11,5,6,8,1,3
Grafton,2026-09-11,6,5,8,3,9
Grafton,2026-09-11,7,8,3,1,7
Grafton,2026-09-11,8,1,6,2,7
Grafton,2026-09-11,9,3,1,4,5
Grafton,2026-09-11,10,2,3,5,1
Grafton,2026-09-11,11,8,5,6,2
Grafton,2026-09-11,12,9,6,1,4
Healesville,2026-09-11,1,6,2,8,4
Healesville,2026-09-11,2,4,8,1,10
Healesville,2026-09-11,3,1,3,6,8
Healesville,2026-09-11,4,1,6,2,7
Healesville,2026-09-11,5,5,3,1,8
Healesville,2026-09-11,6,3,5,6,8
Healesville,2026-09-11,7,3,1,7,6
Healesville,2026-09-11,8,2,8,1,4
Healesville,2026-09-11,9,4,2,5,7
Healesville,2026-09-11,10,2,1,8,5
Healesville,2026-09-11,11,7,9,2,8
Healesville,2026-09-11,12,1,3,5,8
Traralgon,2026-09-11,1,9,2,3,7
Traralgon,2026-09-11,2,1,6,2,8
Traralgon,2026-09-11,3,2,1,4,6
Traralgon,2026-09-11,4,1,2,7,4
Traralgon,2026-09-11,5,5,3,8,7
Traralgon,2026-09-11,6,8,9,3,4
Traralgon,2026-09-11,7,8,1,2,3
Traralgon,2026-09-11,8,4,5,1,3
Traralgon,2026-09-11,9,7,2,8,6
Traralgon,2026-09-11,10,6,5,3,1
Traralgon,2026-09-11,11,2,8,1,3
Traralgon,2026-09-11,12,1,5,4,3
Murray Bridge Straight,2026-09-11,1,5,1,7,3
Murray Bridge Straight,2026-09-11,2,1,4,8,6
Murray Bridge Straight,2026-09-11,3,8,1,4,6
Murray Bridge Straight,2026-09-11,4,8,2,1,5
Murray Bridge Straight,2026-09-11,5,2,7,8,1
Murray Bridge Straight,2026-09-11,6,5,7,1,3
Murray Bridge Straight,2026-09-11,7,1,2,5,4
Murray Bridge Straight,2026-09-11,8,5,8,4,7
Murray Bridge Straight,2026-09-11,9,4,1,6,2
Murray Bridge Straight,2026-09-11,10,1,2,8,7
Murray Bridge Straight,2026-09-11,11,7,8,4,
Ladbrokes Q1 Lakeside,2026-09-11,1,4,5,3,6
Ladbrokes Q1 Lakeside,2026-09-11,2,7,8,5,4
Ladbrokes Q1 Lakeside,2026-09-11,3,4,7,8,2
Ladbrokes Q1 Lakeside,2026-09-11,4,6,8,4,7
Ladbrokes Q1 Lakeside,2026-09-11,5,6,4,7,3
Ladbrokes Q1 Lakeside,2026-09-11,6,6,8,1,4
Ladbrokes Q1 Lakeside,2026-09-11,7,3,4,2,7
Ladbrokes Q1 Lakeside,2026-09-11,8,3,8,6,7
Ladbrokes Q1 Lakeside,2026-09-11,9,4,7,1,8
Ladbrokes Q1 Lakeside,2026-09-11,10,3,7,2,5
Ladbrokes Q1 Lakeside,2026-09-11,11,3,7,2,5
Bendigo,2026-09-11,1,7,2,6,3
Bendigo,2026-09-11,2,3,6,8,2
Bendigo,2026-09-11,3,5,2,8,7
Bendigo,2026-09-11,4,1,2,8,6
Bendigo,2026-09-11,5,5,1,4,7
Bendigo,2026-09-11,6,8,5,1,2
Bendigo,2026-09-11,7,1,4,6,7
Bendigo,2026-09-11,8,5,1,4,2
Bendigo,2026-09-11,9,7,1,3,4
Bendigo,2026-09-11,10,4,3,1,2
Bendigo,2026-09-11,11,3,6,7,2
Bendigo,2026-09-11,12,3,8,2,1
Geelong,2026-09-11,1,1,2,6,4
Geelong,2026-09-11,2,2,1,8,5
Geelong,2026-09-11,3,5,8,4,6
Geelong,2026-09-11,4,6,4,3,1
Geelong,2026-09-11,5,1,3,4,8
Geelong,2026-09-11,6,5,1,3,7
Geelong,2026-09-11,7,8,6,3,5
Geelong,2026-09-11,8,2,4,1,6
Geelong,2026-09-11,9,5,8,6,4
Geelong,2026-09-11,10,8,1,3,5
Geelong,2026-09-11,11,5,4,1,3
Geelong,2026-09-11,12,6,1,3,5
Bet Nation Townsville,2026-09-11,1,5,3,2,8
Bet Nation Townsville,2026-09-11,2,1,5,8,3
Bet Nation Townsville,2026-09-11,3,2,1,5,7
Bet Nation Townsville,2026-09-11,4,6,8,7,4
Bet Nation Townsville,2026-09-11,5,1,6,7,3
Bet Nation Townsville,2026-09-11,6,5,2,7,8
Bet Nation Townsville,2026-09-11,7,6,4,8,1
Bet Nation Townsville,2026-09-11,8,2,5,1,4
Bet Nation Townsville,2026-09-11,9,6,7,8,1
Bet Nation Townsville,2026-09-11,10,7,8,1,2
Bet Nation Townsville,2026-09-11,11,2,8,7,3
Bet Nation Townsville,2026-09-11,12,8,3,2,1
Mandurah,2026-09-11,1,8,4,5,2
Mandurah,2026-09-11,2,1,2,8,5
Mandurah,2026-09-11,3,4,1,8,7
Mandurah,2026-09-11,4,1,4,6,8
Mandurah,2026-09-11,5,8,9,7,2
Mandurah,2026-09-11,6,8,1,7,5
Mandurah,2026-09-11,7,1,3,6,7
