Track,Date,Race,Winner,2nd,3rd,4th
Grafton,2026-04-14,1,5,1,2,8
Grafton,2026-04-14,2,4,2,8,1
Grafton,2026-04-14,3,4,1,8,2
Grafton,2026-04-14,4,4,8,5,2
Grafton,2026-04-14,5,7,1,4,8
Grafton,2026-04-14,6,8,6,5,4
Grafton,2026-04-14,7,3,8,4,1
Grafton,2026-04-14,8,3,4,8,7
Grafton,2026-04-14,9,5,8,6,3
Grafton,2026-04-14,10,2,1,4,8
Bulli,2026-04-14,1,2,8,5,1
Bulli,2026-04-14,2,7,3,2,6
Bulli,2026-04-14,3,2,4,6,8
Bulli,2026-04-14,4,2,3,7,6
Bulli,2026-04-14,5,6,7,2,8
Bulli,2026-04-14,6,8,2,6,4
Bulli,2026-04-14,7,3,1,6,4
Bulli,2026-04-14,8,1,4,6,8
Bulli,2026-04-14,9,8,3,7,4
Bulli,2026-04-14,10,8,2,1,6
Gosford,2026-04-14,1,7,5,3,6
Gosford,2026-04-14,2,8,6,1,4
Gosford,2026-04-14,3,1,6,5,2
Gosford,2026-04-14,4,8,6,3,5
Gosford,2026-04-14,5,7,8,6,1
Gosford,2026-04-14,6,4,8,2,7
Gosford,2026-04-14,7,8,7,3,6
Gosford,2026-04-14,8,4,6,3,7
Gosford,2026-04-14,9,5,3,7,8
Gosford,2026-04-14,10,2,1,5,7
Gosford,2026-04-14,11,5,4,7,2
Angle Park,2026-04-14,1,1,4,8,2
Angle Park,2026-04-14,2,8,1,4,7
Angle Park,2026-04-14,3,4,2,8,7
Angle Park,2026-04-14,4,5,9,2,4
Angle Park,2026-04-14,5,2,8,4,7
Angle Park,2026-04-14,6,5,1,9,2
Angle Park,2026-04-14,7,2,1,8,10
Angle Park,2026-04-14,8,2,8,4,5
Angle Park,2026-04-14,9,7,1,2,5
Angle Park,2026-04-14,10,4,5,1,2
Angle Park,2026-04-14,11,1,2,4,7
Angle Park,2026-04-14,12,7,1,8,5
Hobart,2026-04-14,1,9,2,3,10
Hobart,2026-04-14,2,1,8,4,10
Hobart,2026-04-14,3,1,5,7,8
Hobart,2026-04-14,4,1,2,6,8
Hobart,2026-04-14,5,5,1,3,4
Hobart,2026-04-14,6,5,3,8,2
Hobart,2026-04-14,7,3,2,1,5
Hobart,2026-04-14,8,1,4,6,8
Hobart,2026-04-14,9,6,5,1,2
Hobart,2026-04-14,10,1,5,7,3
Geelong,2026-04-14,1,4,3,8,6
Geelong,2026-04-14,2,1,2,7,8
Geelong,2026-04-14,3,2,3,7,1
Geelong,2026-04-14,4,6,8,4,5
Geelong,2026-04-14,5,8,2,1,7
Geelong,2026-04-14,6,4,2,1,3
Geelong,2026-04-14,7,6,2,7,1
Geelong,2026-04-14,8,3,8,6,7
Geelong,2026-04-14,9,1,7,8,4
Geelong,2026-04-14,10,6,2,7,4
Geelong,2026-04-14,11,8,7,1,4
Geelong,2026-04-14,12,4,2,3,7
Ladbrokes Q1 Lakeside,2026-04-14,1,8,7,6,4
