DogName,Trainer,SexAge,Form,Box,Draw,CareerWins,CareerPlaces,CareerStarts,PrizeMoney,DLR,DLW,BestTimeSec,Speed_kmh,FinalScore,P_win_rf,P_win_gb,P_win_ensemble,P_win_pct,RaceNumber,RaceDate,RaceTime,Track,Distance
Zipping Kramer,Nicole Price,2d,x1215,2,2,8,7,23,33405.0,4,14,31.0,61.5483870967742,32.925410238429166,0.44346374458874444,0.9728320485017549,0.7081478965452497,18.04,8,2025-12-11,09:04PM,Angle Park,530
