Track,RaceNumber,Box,DogName,FinalScore,PrizeMoney,FormNumber,Trainer,SexAge,Weight,Draw,CareerWins,CareerPlaces,CareerStarts,RTC,DLR,DLW,RaceDate,RaceTime,Distance,BoxBiasFactor,BestTimeSec,Last3TimesSec,SectionalSec,TimeConverted,Margins,TrackConditionAdj,RestFactor,Speed_kmh,EarlySpeedIndex,FinishConsistency,MarginAvg,FormMomentum,ConsistencyIndex,RecentFormBoost,DistanceSuit,TrainerStrikeRate,OverexposedPenalty,PlaceRate,DLWFactor,WeightFactor,DrawFactor,FormMomentumNorm,MarginFactor,RTCFactor,BoxPositionBias,BoxPlaceRate,BoxTop3Rate,TrackBox1Adjustment,TrackBox4Adjustment,AgeMonths,AgeFactor,RailPreference,BoxPenaltyFactor,SpeedAtDistance,SpeedClassification,ExperienceTier,WinStreakFactor,FreshnessFactor,ClassRating,GradeFactor,Last3AvgFinish,Last3FinishFactor,RaceDistanceCategory,DistanceChangeFactor,IsFrontRunner,PaceBoxFactor,TrainerTier,FreshnessFactorV2,AgeFactorV2,TrackSurface,SurfacePreferenceFactor,WinPlaceRate,EarlySpeedPercentile,BestTimePercentile,FieldSpeedStd,FieldTimeStd,FieldSimilarityIndex,TrackUpsetFactor,CompetitorDensity,CompetitorAdjustment,FieldSize,FieldSizeAdjustment,WinStreakFactorV2,CloserBonus,TrainerMomentum
Temora,5,1,Unique Star,72.51029764430666,8195.0,38614,Brian Smith,2d,0.0,1,3,5,14,15.0,13,23.0,2025-11-26,01:49PM,457,0.0,25.33,[25.33],6.42,,[],1.0,0.8,64.95065140150021,71.18380062305296,0.0,0,0,0.21428571428571427,0.0,0.7,0.21153846153846154,0.0,0.35714285714285715,0.7,0.5,1.0,0.5,0.6,0.0,0.135,0.016999999999999987,0.04066666666666666,0.05,0.0,24,1.0,0.02,1.12,18.041847611527835,1.1,0.85,1.05,0.97,0.36549790633742973,0.95,0,1.0,MIDDLE,0.92,True,1.1,1.08,0.97,1.0,SAND,1.01,0.5714285714285714,0.75,0.625,8.976753407380716,1.0696082950136014,0.8,0.85,0.25,1.1,8,0.005,1.05,1.0,1.12
Temora,6,4,Westside Bullet,72.43534343667183,22355.0,25412,Ricky Brewer,3d,0.0,4,8,21,56,27.0,5,7.0,2025-11-26,02:07PM,330,0.0,18.54,"[18.73, 18.8, 18.54]",6.48,,[],1.0,0.8,64.07766990291263,50.925925925925924,0.10984838035522788,0,0,0.14285714285714285,1.0,0.7,0.1935483870967742,0.0,0.375,1.0,0.5,0.85,0.5,0.6,0.0,0.03,0.01999999999999999,0.005333333333333338,0.0,0.0,36,1.05,0.0,1.05,17.799352750809064,1.0,0.95,1.3,1.0,0.6036674396552244,0.95,0,1.0,SPRINT,0.92,True,1.02,1.03,1.0,1.05,SAND,1.01,0.5178571428571429,1.0,0.7857142857142857,7.596887028203567,0.12928374110570104,0.8,0.85,0.14285714285714285,1.1,7,0.0,1.3,1.0,1.12
MT GAMBIER,5,5,Springvale Rita,72.41848841072412,42045.0,452f1,Judith Hurley,3b,0.0,5,14,20,59,54.0,7,7.0,2025-11-23,01:32PM,732,0.0,,,,,[],1.0,0.8,,,0.0,0,0,0.23728813559322035,0.5,0.7,0.21794871794871795,0.0,0.3389830508474576,1.0,0.5,0.85,0.5,0.6,0.08,-0.026999999999999996,-0.028999999999999998,-0.02900000000000001,0.0,0.0,36,1.05,0.0,0.9,,0.95,0.95,1.3,1.0,0.8326789427119458,0.95,0,1.0,LONG,0.92,False,1.0,1.08,1.0,1.05,SAND,1.01,0.576271186440678,0.6666666666666666,1.0,,0.3561179579858344,1.1,1.0,0.0,1.1,6,-0.01,1.3,1.0,1.12
CASINO,10,4,Miss Tippin',72.22723026356638,11150.0,33216,Julie King,3b,0.0,4,5,10,26,13.0,7,13.0,2025-11-27,07:42PM,300,0.0,17.02,"[17.02, 17.11]",2.3,,[],1.0,0.8,63.454759106933025,130.43478260869566,0.04499999999999993,0,0,0.19230769230769232,0.5,0.7,0.1453287197231834,0.0,0.38461538461538464,1.0,0.5,0.85,0.5,0.6,0.0,0.03,0.01999999999999999,0.005333333333333338,0.0,0.0,36,1.05,0.0,1.05,17.626321974148063,1.0,1.0,1.2,1.0,0.2899948178519112,1.0,0,1.0,SPRINT,1.0,True,1.02,1.0,1.0,1.05,SAND,1.0302,0.5769230769230769,0.9375,0.125,2.2971876844752344,0.16818357317441832,1.0,1.05,0.375,1.1,8,0.0,1.2,1.0,1.06
Q STRAIGHT,3,8,Craven,72.04769408775705,2885.0,53x41,Karen Tribe,2d,0.0,8,1,3,10,3.0,7,7.0,2025-11-27,12:16PM,350,0.0,16.61,[16.61],3.12,,[],1.0,0.8,75.85791691751957,112.17948717948718,0.0,0,0,0.1,0.5,0.7,0.04,0.0,0.3,1.0,0.5,0.7,0.5,0.6,0.0,0.035,0.016999999999999987,0.02366666666666667,0.0,0.0,24,1.0,0.01,1.08,21.07164358819988,1.1,0.85,1.3,1.0,0.19635842773271506,1.0,0,1.0,SPRINT,0.92,True,1.05,0.95,1.0,1.0,SAND,1.01,0.4,0.8888888888888888,0.7777777777777778,8.651705234263165,1.1396595147340325,0.8,0.92,0.4444444444444444,1.0,9,0.01,1.3,1.0,1.12
GOULBURN,9,8,Spring Gold,72.00366289074123,34595.0,88411,Gregory Board,4b,0.0,8,15,12,50,12.0,7,7.0,2025-11-28,03:04PM,350,0.0,20.0,[20.0],6.44,,[],1.0,0.8,63.0,54.347826086956516,0.0,0,0,0.3,0.5,0.7,0.2948717948717949,0.0,0.24,1.0,0.5,0.7,0.5,0.6,0.0,0.035,0.016999999999999987,0.02366666666666667,0.0,0.0,48,0.93,0.01,1.08,17.5,1.0,0.95,1.3,1.0,0.45299223975093816,1.0,0,1.0,SPRINT,0.92,False,1.0,1.15,1.0,0.93,GRASS,1.0,0.54,0.4,0.4,28.728689487607426,0.3628636107410072,0.8,0.85,0.4,1.1,5,-0.01,1.3,1.0,1.12
Meadows,4,10,Wyong Knoxville,71.98048722573711,7315.0,34431,Greg Johnson,2b,0.0,6,3,6,22,16.0,5,5.0,2025-11-27,07:49PM,525,0.0,28.61,"[28.61, 28.61, 28.61]",6.63,,[],1.0,0.8,66.06081789584063,79.18552036199095,0.0,0,0,0.13636363636363635,1.0,0.7,0.18018018018018017,0.0,0.2727272727272727,1.0,0.5,0.7,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,24,1.0,0.01,1.0,18.35022719328906,1.1,1.0,1.3,1.0,0.09648952546152892,1.0,0,1.0,MIDDLE,1.0,False,1.0,1.03,1.0,1.0,SAND,1.0302,0.4090909090909091,0.2,0.7,18.284286038867016,0.666183157997859,0.8,0.85,0.3,1.1,10,0.0,1.3,1.0,1.12
BALLARAT,12,1,Slick Tommy,71.935862248792,11830.0,18121,Daniel Gibbons,2d,0.0,1,6,2,14,15.0,7,7.0,2025-11-26,10:07PM,390,0.0,22.62,"[22.73, 22.62]",8.34,,[],1.0,0.8,62.068965517241374,46.76258992805756,0.054999999999999716,0,0,0.42857142857142855,0.5,0.7,0.42857142857142855,0.0,0.14285714285714285,1.0,0.5,1.0,0.5,0.6,0.0,0.05499999999999999,0.016999999999999987,0.04066666666666666,-0.03,0.0,24,1.0,0.02,1.12,17.241379310344826,1.0,0.85,1.3,1.0,0.3459688428582319,0.95,0,1.0,SPRINT,0.92,False,0.95,1.15,1.0,1.0,SAND,1.01,0.5714285714285714,0.2,0.3,6.091229714618264,1.4270283809371136,0.8,1.05,0.4,1.1,10,0.005,1.3,1.0,1.12
Q PARKLANDS,11,1,Chill Pill Jill,71.86289046182465,50860.0,42154,Carlin Wendt,3b,0.0,1,8,16,54,6.0,7,19.0,2025-11-23,08:51PM,520,0.19999999999999996,29.88,"[30.06, 30.01, 29.88]",4.99,,[],1.0,0.8,62.65060240963855,104.20841683366733,0.07586537784494049,0,0,0.14814814814814814,0.5,0.7,0.14814814814814814,0.0,0.2962962962962963,0.7,0.5,1.0,0.5,0.6,0.0,0.08499999999999999,0.016999999999999987,0.04066666666666666,0.0,0.0,36,1.05,0.02,1.12,17.402945113788487,1.0,0.95,1.05,1.0,0.6907319988127558,0.95,0,1.0,MIDDLE,0.92,True,1.1,1.0,1.0,1.05,SAND,1.01,0.4444444444444444,1.0,1.0,1.4239036442567736,0.07797435475847088,1.1,1.0,0.4,1.1,5,0.02,1.05,1.0,1.02
Q LAKESIDE,3,4,Super Scrub,71.64762778243244,218125.0,31121,Travis Elson,3d,0.0,4,27,31,81,15.0,7,7.0,2025-11-29,06:07PM,457,0.0,24.92,"[25.07, 24.92, 25.08]",4.25,,[],1.0,0.8,66.01926163723917,107.52941176470588,0.07318166133366598,0,0,0.3333333333333333,0.5,0.7,0.27717391304347827,-0.1,0.38271604938271603,1.0,0.5,0.85,0.5,0.6,0.0,0.03,0.01999999999999999,0.005333333333333338,0.0,0.0,36,1.05,0.0,1.05,18.33868378812199,1.1,0.8,1.3,1.0,0.6077337488787573,0.95,0,1.0,MIDDLE,0.85,False,1.0,1.15,1.0,1.05,SAND,0.9898,0.7160493827160493,0.7,1.0,1.4945447267731333,0.08944271909999138,1.1,0.92,0.2,1.1,5,0.01,1.3,1.0,1.12
The Gardens,8,2,Canya Brew It,71.60396839566182,58852.0,41133,Joseph McFadyen,2d,0.0,2,14,15,42,43.0,7,28.0,2025-11-29,09:19PM,600,0.0,33.89,"[34.15, 34.48, 33.89]",,True,[],1.0,0.8,63.7356152257303,,0.24143091949642276,0,0,0.3333333333333333,0.5,0.7,0.4126984126984127,0.0,0.35714285714285715,0.7,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,24,1.0,0.02,0.97,17.70433756270286,1.0,0.95,1.05,1.0,0.9533315352686861,1.0,0,1.0,LONG,0.92,False,1.0,1.15,1.0,1.0,SAND,1.01,0.6904761904761905,0.75,0.9166666666666666,0.48428046209944875,0.42118879377305224,1.1,1.05,0.16666666666666666,1.1,6,0.02,1.05,1.0,1.06
BALLARAT,14,1,Zipping Arvada,71.51669362553143,7330.0,24411,Matthew Lanigan,1b,0.0,1,4,1,7,8.0,8,8.0,2025-11-26,10:48PM,390,0.0,22.36,"[22.36, 22.66]",8.18,,[],1.0,0.8,62.7906976744186,47.67726161369193,0.15000000000000036,0,0,0.5714285714285714,0.5,0.7,0.5714285714285714,0.0,0.14285714285714285,1.0,0.5,1.0,0.5,0.6,0.0,0.05499999999999999,0.016999999999999987,0.04066666666666666,-0.03,0.0,12,0.8,0.02,1.12,17.441860465116278,1.0,0.85,1.2,1.0,0.27233070103267026,0.88,0,1.0,SPRINT,0.92,True,1.1,1.15,1.0,0.8,SAND,1.01,0.7142857142857143,0.8888888888888888,0.1111111111111111,24.39091848764254,0.9735088312103004,0.8,1.05,0.4444444444444444,1.0,9,0.005,1.2,1.0,1.06
ROCKHAMPTON,8,8,Kewarra Beach,71.45346003375282,6120.0,44741,Kelly Suli,3b,0.0,8,2,6,25,26.0,3,3.0,2025-11-26,09:14PM,407,0.0,24.04,"[24.1, 24.04, 24.34]",9.01,,[],1.0,0.8,60.94841930116473,45.172031076581575,0.1296148139681572,0,0,0.08,1.0,0.7,0.08536585365853659,0.0,0.24,1.0,0.5,0.7,0.5,0.6,0.0,0.035,0.016999999999999987,0.02366666666666667,0.0,0.0,36,1.05,0.01,1.08,16.93011647254576,1.0,1.0,1.3,0.85,0.33493337910026794,1.0,0,1.0,MIDDLE,1.0,False,1.0,0.95,0.85,1.05,SAND,1.0302,0.32,0.75,0.625,0.4747205425560544,0.2335288296671619,1.1,1.0,0.375,1.1,8,0.01,1.3,1.0,1.12
ROCKHAMPTON,4,8,Waikarie Venom,71.35963048980778,37265.0,14636,Steven Scott,2d,0.0,8,11,15,48,49.0,3,28.0,2025-11-26,07:58PM,510,0.0,29.97,[29.97],4.76,,[],1.0,0.8,61.26126126126127,107.14285714285715,0.0,0,0,0.22916666666666666,1.0,0.7,0.251063829787234,0.0,0.3125,0.7,0.5,0.7,0.5,0.6,0.0,0.035,0.016999999999999987,0.02366666666666667,0.0,0.0,24,1.0,0.01,1.08,17.017017017017018,1.0,0.95,1.05,0.85,0.8264817778052242,1.0,0,1.0,MIDDLE,0.92,False,1.0,1.15,0.85,1.0,SAND,1.01,0.5416666666666666,0.6666666666666666,0.6666666666666666,38.321534715346715,0.4159166583183055,0.8,1.0,0.3333333333333333,1.1,6,-0.01,1.05,1.08,1.12
The Gardens,12,1,My Something,71.07849703897497,7145.0,67261,Beverley Sloan,3b,0.0,1,3,10,58,43.0,4,4.0,2025-11-29,10:50PM,400,0.0,22.79,"[22.95, 22.79]",11.01,,[],1.0,0.8,63.18560772268539,36.33060853769301,0.08000000000000007,0,0,0.05172413793103448,1.0,0.7,0.09659090909090909,0.0,0.1724137931034483,1.0,0.5,1.0,0.5,0.6,0.0,0.05499999999999999,0.016999999999999987,0.04066666666666666,-0.03,0.0,36,1.05,0.02,1.12,17.551557700745942,1.0,0.95,1.3,0.85,0.33217310240853243,0.95,0,1.0,MIDDLE,0.92,True,1.1,0.95,0.85,1.05,SAND,1.01,0.22413793103448276,0.875,0.625,0.2906749720602932,0.2948092603701587,1.1,1.05,0.375,1.1,8,0.005,1.3,1.0,1.12
HOBART,8,8,Remember Des,70.91426179068137,46115.0,25551,Patrick Hall,3d,0.0,8,10,29,73,74.0,7,7.0,2025-11-27,09:36PM,461,0.33333333333333337,26.13,"[26.39, 26.13]",5.04,,[],1.0,0.8,63.51320321469576,91.46825396825396,0.13000000000000078,0,0,0.136986301369863,0.5,0.7,0.15384615384615385,0.0,0.3972602739726027,1.0,0.5,0.7,0.5,0.6,0.48,0.035,0.016999999999999987,0.02366666666666667,0.0,0.0,36,1.05,0.01,1.08,17.642556448526598,1.0,0.9,1.3,1.0,0.49736458122812643,0.95,0,1.0,MIDDLE,0.92,False,1.0,1.03,1.0,1.05,SAND,1.01,0.5342465753424658,0.3,0.45,6.6374895102203295,0.2132525888862006,0.8,1.05,0.2,1.1,10,0.01,1.3,1.04,1.12
HEALESVILLE,2,1,Divine Ratio,70.91077870286419,4810.0,27381,Andrew Broadley,2b,0.0,1,1,13,34,35.0,7,7.0,2025-11-28,10:34AM,350,0.0,19.83,"[20.03, 19.83, 20.03]",6.66,,[],1.0,0.8,63.540090771558255,52.55255255255255,0.09428090415820768,0,0,0.029411764705882353,0.5,0.7,0.029411764705882353,0.0,0.38235294117647056,1.0,0.5,1.0,0.5,0.6,0.0,0.05499999999999999,0.016999999999999987,0.04066666666666666,-0.03,0.0,24,1.0,0.02,1.12,17.650025214321737,1.0,1.0,1.3,1.0,0.33119802576268353,1.0,0,1.0,SPRINT,1.0,False,0.95,0.95,1.0,1.0,SAND,1.0302,0.4117647058823529,0.5625,0.5,14.202664066759672,1.627743105974533,0.8,1.02,0.375,1.1,8,0.005,1.3,1.0,1.12
WARRNAMBOOL,4,4,Dashing Donna,70.81808603172293,5500.0,24821,Glenn Petrie,2b,0.0,4,2,4,11,8.0,7,7.0,2025-11-27,06:19PM,450,0.0,25.46,[25.46],6.53,,[],1.0,0.8,63.6292223095051,68.91271056661562,0.0,0,0,0.18181818181818182,0.5,0.7,0.15789473684210525,0.0,0.36363636363636365,1.0,0.5,0.85,0.5,0.6,0.0,0.03,0.01999999999999999,0.005333333333333338,0.0,0.0,24,1.0,0.0,1.05,17.674783974862528,1.0,0.85,1.3,1.0,0.2857142857142857,0.95,0,1.0,MIDDLE,0.92,False,1.0,1.03,1.0,1.0,SAND,1.01,0.5454545454545454,0.6666666666666666,0.8333333333333334,1.3623640308499285,0.2292923897559611,1.1,0.95,0.4444444444444444,1.0,9,0.0,1.3,1.0,1.12
Warragul,9,8,In Action,70.63436682180051,7470.0,12212,Brian Alford,1d,0.0,8,3,3,6,7.0,5,12.0,2025-11-28,05:27PM,400,0.0,24.54,[24.54],5.06,,[],1.0,0.8,58.679706601467004,79.0513833992095,0.0,0,0,0.5,1.0,0.7,0.3142857142857143,0.0,0.5,1.0,0.5,0.7,0.5,0.6,0.0,0.035,0.016999999999999987,0.02366666666666667,0.0,0.0,12,0.8,0.01,1.08,16.2999185004075,1.0,0.85,1.2,1.0,0.25344814424175405,0.88,0,1.0,MIDDLE,0.92,True,1.05,1.15,1.0,0.8,SAND,1.01,1.0,0.8,0.2,13.824803591243208,1.118113987431017,0.8,0.95,0.3,1.1,10,0.01,1.2,1.0,1.06
Q LAKESIDE,9,1,Hooked On Magic,70.56802988502386,12335.0,57222,Jeanette Cauchi,2d,0.0,1,4,6,25,26.0,3,26.0,2025-11-28,04:34PM,390,0.0,,,,,[],1.0,0.8,,,0.0,0,0,0.16,1.0,0.7,0.1709090909090909,0.0,0.24,0.7,0.5,1.0,0.5,0.6,0.0,0.105,0.016999999999999987,0.04066666666666666,0.02,0.0,24,1.0,0.02,1.12,,0.95,1.0,1.05,0.85,0.434706502589202,1.0,0,1.0,SPRINT,1.0,False,0.95,1.03,0.85,1.0,SAND,1.0302,0.4,1.0,1.0,49.32342086171616,1.1783510135401558,0.8,0.92,0.4,1.1,10,0.005,1.05,1.0,1.12
RICHMOND,12,8,Near Impossible,70.5675498186117,8925.0,46231,Kerry Drynan,3b,0.0,8,5,4,23,22.0,3,3.0,2025-11-26,10:58PM,401,0.0,23.16,[23.16],6.66,,[],1.0,0.8,62.33160621761658,60.21021021021021,0.0,0,0,0.21739130434782608,1.0,0.7,0.1625,0.0,0.17391304347826086,1.0,0.5,0.7,0.5,0.6,0.0,0.035,0.016999999999999987,0.02366666666666667,0.0,0.0,36,1.05,0.01,1.08,17.31433506044905,1.0,1.0,1.3,0.85,0.47576306555605913,1.0,0,1.0,MIDDLE,1.0,False,1.0,1.03,0.85,1.05,GRASS,1.02,0.391304347826087,0.375,0.125,5.864651147631792,0.25444617730053903,0.8,1.02,0.375,1.1,8,0.01,1.3,1.0,1.12
Meadows,7,10,Witch Of Nova,70.42975087721972,28265.0,37411,Robert Camilleri,2b,0.0,10,7,20,44,45.0,8,8.0,2025-11-27,08:54PM,600,0.0,,,,,[],1.0,0.8,,,0.0,0,0,0.1590909090909091,0.5,0.7,0.1875,0.0,0.45454545454545453,1.0,0.5,0.6,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,24,1.0,0.01,1.0,,0.95,0.95,1.2,1.0,0.18966950038044195,1.0,0,1.0,LONG,0.92,False,1.0,1.03,1.0,1.0,SAND,1.01,0.6136363636363636,0.85,0.9,0.5657411785999834,0.23078540846835338,1.1,0.85,0.2,1.1,10,0.0,1.2,1.0,1.06
HEALESVILLE,12,8,Midnight In Sale,70.308603554586,15800.0,66142,Garry Johnson,2d,0.0,8,9,4,30,31.0,12,28.0,2025-11-26,02:42PM,300,0.5,16.91,"[16.91, 16.92]",3.85,,[],1.0,0.8,63.8675340035482,77.92207792207792,0.005000000000000782,0,0,0.3,0.0,0.7,0.17557251908396945,0.0,0.13333333333333333,0.7,0.5,0.7,0.5,0.6,0.0,0.035,0.016999999999999987,0.02366666666666667,0.0,0.0,24,1.0,0.01,1.08,17.740981667652278,1.0,1.0,1.05,0.97,0.4133708581802655,1.0,0,1.0,SPRINT,1.0,True,1.05,1.03,0.97,1.0,SAND,1.0302,0.43333333333333335,0.8888888888888888,0.5555555555555556,0.8503771792685698,0.10253919111386546,1.1,1.02,0.4444444444444444,1.0,9,0.01,1.05,1.0,1.12
GUNNEDAH,2,1,Kiarni Bolt,69.95657525537459,27295.0,45121,Thomas Roche,4d,0.0,1,11,31,98,73.0,7,7.0,2025-11-26,06:51PM,340,0.022222222222222254,19.3,"[19.3, 19.8, 19.35]",6.2,,[],1.0,0.8,63.41968911917098,54.83870967741935,0.2248456260538672,0,0,0.11224489795918367,0.5,0.7,0.15591397849462366,-0.1,0.3163265306122449,1.0,0.5,1.0,0.5,0.6,0.46,0.08499999999999999,0.016999999999999987,0.04066666666666666,0.0,0.0,48,0.93,0.02,1.12,17.616580310880828,1.0,0.8,1.3,1.0,0.6408332610649776,0.95,0,1.0,SPRINT,0.85,True,1.1,1.03,1.0,0.93,SAND,0.9898,0.42857142857142855,1.0,0.9,1.3546945850012797,0.3048770243885218,1.1,1.0,0.4,1.1,5,0.02,1.3,1.0,1.12
BENDIGO,6,1,Solar Spectrum,69.83416365799789,49075.0,37514,Lisa Delbridge,3d,0.0,1,15,24,60,61.0,7,14.0,2025-11-28,08:35PM,425,0.0,25.79,"[25.79, 26.28]",,,[],1.0,0.8,59.32531989143079,,0.245000000000001,0,0,0.25,0.5,0.7,0.19658119658119658,0.0,0.4,1.0,0.5,1.0,0.5,0.6,0.22,0.135,0.016999999999999987,0.04066666666666666,0.05,0.0,36,1.05,0.02,1.12,16.47925552539744,1.0,0.95,1.2,1.0,0.7031596758894721,0.95,0,1.0,MIDDLE,0.92,False,0.95,1.03,1.0,1.05,SAND,1.01,0.65,1.0,0.2,4.419344348339987,0.7960946342405961,0.8,0.88,0.4,1.1,5,0.02,1.2,1.0,1.06
GOULBURN,6,1,Despicable Margo,69.35011673307675,9140.0,13724,Sarah Easey,2b,0.0,1,4,8,26,27.0,3,28.0,2025-11-28,01:54PM,350,0.0,17.93,"[22.58, 17.93]",6.45,,[],1.0,0.8,70.27328499721138,54.263565891472865,2.3249999999999993,0,0,0.15384615384615385,1.0,0.7,0.26506024096385544,0.0,0.3076923076923077,0.7,0.5,1.0,0.5,0.6,0.0,0.16499999999999998,0.016999999999999987,0.04066666666666666,0.08,0.0,24,1.0,0.02,1.12,19.520356943669828,1.1,1.0,1.05,0.85,0.23283978657843613,1.0,0,1.0,SPRINT,1.0,False,0.95,1.15,0.85,1.0,GRASS,1.02,0.46153846153846156,0.75,1.0,8.013044354849331,0.7343996576407543,0.8,0.85,0.5,1.0,8,0.005,1.05,1.0,1.02
Meadows,1,2,Quick Strike,69.32074617547799,14960.0,31523,Angela Langton,2b,0.0,2,2,13,23,24.0,10,26.0,2025-11-27,06:45PM,525,0.0,,,5.05,,[],1.0,0.8,,103.96039603960396,0.0,0,0,0.08695652173913043,0.5,0.7,0.08695652173913043,0.0,0.5652173913043478,0.7,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,24,1.0,0.02,0.97,,0.95,1.0,1.05,1.0,0.13798719997494707,1.0,0,1.0,MIDDLE,1.0,True,1.1,0.95,1.0,1.0,SAND,1.0302,0.6521739130434783,0.75,0.85,0.8188385700371735,0.4344498436720488,1.1,0.85,0.2,1.1,10,0.005,1.05,1.0,1.02
TAREE SUPER TRACK,3,4,Fools Rush In,69.29622502969806,5865.0,11612,Leeanne Goodwin,1b,0.0,4,3,5,10,11.0,5,13.0,2025-11-26,03:28PM,300,-0.6666666666666666,17.19,"[17.28, 17.53, 17.39]",,True,[],1.0,0.8,62.82722513089006,,0.10230672835481873,0,0,0.3,1.0,0.7,0.22748815165876776,0.0,0.5,1.0,0.5,0.85,0.5,0.6,0.0,0.03,0.01999999999999999,0.005333333333333338,0.0,0.0,12,0.8,0.0,1.05,17.452006980802793,1.0,0.85,1.2,1.0,0.2928449278655437,1.0,0,1.0,SPRINT,0.92,False,1.0,1.08,1.0,0.8,SAND,1.01,0.8,0.95,0.8,31.562745321605522,0.9792065949305885,0.8,1.08,0.4,1.1,10,0.0,1.2,1.0,1.12
Mandurah,6,6,Jaffa's Monelli,69.29122474522218,21571.0,61411,David Hobby,2d,0.0,6,4,7,22,23.0,7,7.0,2025-11-27,07:27PM,488,0.0,27.47,"[27.61, 27.47]",,,[],1.0,0.8,63.95340371314161,,0.07000000000000028,0,0,0.18181818181818182,0.5,0.7,0.1038961038961039,0.0,0.3181818181818182,1.0,0.5,0.7,0.5,0.6,0.0,-0.0030000000000000027,-0.023999999999999994,-0.010000000000000009,0.0,0.0,24,1.0,-0.01,0.97,17.76483436476156,1.0,1.0,1.3,1.0,0.5112049080987795,1.0,0,1.0,MIDDLE,1.0,False,1.0,1.0,1.0,1.0,SAND,1.0302,0.5,0.95,0.95,17.956297234154867,0.8357172568119761,0.8,1.02,0.4,1.1,10,0.0,1.3,1.0,1.12
DUBBO,6,8,Magpie Hector,69.12227491865119,40365.0,31416,Raymond Smith,2d,0.0,8,8,7,20,21.0,7,16.0,2025-11-29,07:56PM,605,0.0,34.53,[34.53],8.74,,[],1.0,0.8,63.07558644656821,69.22196796338673,0.0,0,0,0.4,0.5,0.7,0.2391304347826087,0.0,0.35,0.7,0.5,0.7,0.5,0.6,0.0,0.035,0.016999999999999987,0.02366666666666667,0.0,0.0,24,1.0,0.01,1.08,17.520996235157835,1.0,1.0,1.05,1.0,0.6125289453416464,0.95,0,1.0,LONG,1.0,True,1.05,1.08,1.0,1.0,SAND,1.0302,0.75,0.5,0.8333333333333334,2.237994267417243,0.20165977949671987,1.0,0.9,0.16666666666666666,1.1,6,-0.01,1.05,1.04,1.02
RICHMOND,9,2,Glow Stick,69.10542089397914,9740.0,25431,Paul Roach,2b,0.0,2,4,12,26,27.0,9,9.0,2025-11-23,08:36PM,320,0.33333333333333337,18.07,"[18.34, 18.36, 18.07]",2.13,,[],1.0,0.8,63.752075262866626,150.23474178403757,0.1322455628325155,0,0,0.15384615384615385,0.5,0.7,0.19047619047619047,0.0,0.46153846153846156,1.0,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,24,1.0,0.02,0.97,17.70890979524073,1.0,1.0,1.2,1.0,0.46461682527244014,1.0,0,1.0,SPRINT,1.0,False,1.0,1.03,1.0,1.0,GRASS,1.02,0.6153846153846154,0.6666666666666666,0.6666666666666666,17.96638947579789,0.3136270153572622,0.8,1.02,0.4444444444444444,1.0,9,0.005,1.2,1.0,1.06
GRAFTON,9,2,Robell Clyde,68.95754705362823,40130.0,53412,Benjamin Ellis,3d,0.0,2,18,21,61,8.0,5,12.0,2025-11-23,08:50PM,350,0.0,19.6,[19.6],3.96,,[],1.0,0.8,64.28571428571428,88.38383838383838,0.0,0,0,0.29508196721311475,1.0,0.7,0.19708029197080293,0.0,0.3442622950819672,1.0,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,36,1.05,0.02,0.97,17.857142857142854,1.0,0.9,1.2,1.0,0.8430709850275084,0.95,0,1.0,SPRINT,0.92,False,1.0,1.03,1.0,1.05,SAND,1.01,0.639344262295082,0.5,0.6,0.3843210671579883,1.0040318720040715,1.1,1.0,0.2,1.1,5,0.02,1.2,1.0,1.12
Capalaba,12,8,Hara's Honda,68.75683627504787,36710.0,35113,Jemma Daley,3b,0.0,8,10,14,43,19.0,5,10.0,2025-11-26,03:58PM,366,0.0,19.7,"[19.93, 19.76, 19.7]",1.83,,[],1.0,0.8,66.88324873096447,200.0,0.09741092797468295,0,0,0.23255813953488372,1.0,0.7,0.25,0.0,0.32558139534883723,1.0,0.5,0.7,0.5,0.6,0.0,0.035,0.016999999999999987,0.02366666666666667,0.0,0.0,36,1.05,0.01,1.08,18.578680203045685,1.1,0.95,1.2,1.0,0.5404652123061658,1.0,0,1.0,SPRINT,0.92,False,1.0,1.15,1.0,1.05,MIXED,1.0,0.5581395348837209,0.4166666666666667,0.8333333333333334,3.5980637614212276,0.20944370763206652,0.8,1.0,0.5,1.0,6,-0.01,1.2,1.0,1.06
