Track,RaceNumber,Box,DogName,FinalScore,PrizeMoney,FormNumber,Trainer,SexAge,Weight,Draw,CareerWins,CareerPlaces,CareerStarts,RTC,DLR,DLW,RaceDate,RaceTime,Distance,BoxBiasFactor,BestTimeSec,Last3TimesSec,SectionalSec,TimeConverted,Margins,TrackConditionAdj,RestFactor,Speed_kmh,EarlySpeedIndex,FinishConsistency,MarginAvg,FormMomentum,ConsistencyIndex,RecentFormBoost,DistanceSuit,TrainerStrikeRate,OverexposedPenalty,PlaceRate,DLWFactor,WeightFactor,DrawFactor,FormMomentumNorm,MarginFactor,RTCFactor,BoxPositionBias,BoxPlaceRate,BoxTop3Rate,TrackBox1Adjustment,TrackBox4Adjustment,AgeMonths,AgeFactor,RailPreference,BoxPenaltyFactor,SpeedAtDistance,SpeedClassification,ExperienceTier,WinStreakFactor,FreshnessFactor,ClassRating,GradeFactor,Last3AvgFinish,Last3FinishFactor,RaceDistanceCategory,DistanceChangeFactor,IsFrontRunner,PaceBoxFactor,TrainerTier,FreshnessFactorV2,AgeFactorV2,TrackSurface,SurfacePreferenceFactor,WinPlaceRate,EarlySpeedPercentile,BestTimePercentile,FieldSpeedStd,FieldTimeStd,FieldSimilarityIndex,TrackUpsetFactor,CompetitorDensity,CompetitorAdjustment,FieldSize,FieldSizeAdjustment,WinStreakFactorV2,CloserBonus,TrainerMomentum
The Gardens,6,1,Gary Indiana,84.99919262721386,3640.0,24321,Allan Woods,2d,0.0,1,1,8,14,15.0,7,7.0,2025-11-29,08:44PM,515,0.0,29.43,"[29.69, 29.43, 30.02]",,True,[],1.0,0.8,62.996941896024474,,0.24143091949642415,0,0,0.07142857142857142,0.5,1.0,0.26515151515151514,0.0,0.5714285714285714,1.0,0.5,1.0,0.5,0.6,0.0,0.05499999999999999,0.016999999999999987,0.04066666666666666,-0.03,0.0,24,1.0,0.02,1.12,17.499150526673464,1.0,0.85,1.3,1.0,0.2370904374512963,0.95,0,1.0,MIDDLE,0.92,False,0.95,1.15,1.0,1.0,SAND,1.01,0.6428571428571429,0.85,0.8,12.288803153601002,0.4846350287702199,0.8,1.05,0.3,1.1,10,0.005,1.3,1.0,1.12
Angle Park,5,1,Black Chip,84.98779990429335,61985.0,42431,Vadim Roz,4d,0.0,1,16,24,69,7.0,7,7.0,2025-11-27,07:56PM,530,0.0,30.69,[30.69],5.15,,[],1.0,0.8,62.170087976539584,102.9126213592233,0.0,0,0,0.2318840579710145,0.5,0.7,0.2318840579710145,0.0,0.34782608695652173,1.0,0.5,1.0,0.5,0.6,0.0,0.16499999999999998,0.016999999999999987,0.04066666666666666,0.08,0.0,48,0.93,0.02,1.12,17.269468882372106,1.0,0.9,1.3,1.0,0.6112241103375186,0.95,0,1.0,MIDDLE,0.92,False,0.95,1.08,1.0,0.93,SAND,1.01,0.5797101449275363,0.25,0.375,46.20330948113672,2.1487573928513513,0.8,0.8,0.25,1.1,4,0.02,1.3,1.0,1.12
Meadows,11,10,Wyong Knoxville,84.595853043755,7315.0,34431,Greg Johnson,2b,0.0,10,3,6,22,16.0,5,5.0,2025-11-27,10:18PM,525,0.0,,,,,[],1.0,0.8,,,0.0,0,0,0.13636363636363635,1.0,0.7,0.18018018018018017,0.0,0.2727272727272727,1.0,0.5,0.6,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,24,1.0,0.01,1.0,,0.95,1.0,1.3,1.0,0.09648952546152892,1.0,0,1.0,MIDDLE,1.0,False,1.0,1.03,1.0,1.0,SAND,1.0302,0.4090909090909091,0.95,0.95,0.8751458783292194,0.18454577442234432,1.1,0.85,0.3,1.1,10,0.0,1.3,1.0,1.12
BROKEN HILL,2,1,Bar Room Roses,84.29080015046094,23505.0,18611,Terry Gaiter,3b,0.0,1,11,18,50,26.0,7,7.0,2025-10-19,07:14PM,375,0.0,21.67,"[22.18, 21.67]",,,[],1.0,0.8,62.298107983387176,,0.254999999999999,0,0,0.22,0.5,0.7,0.1484375,0.0,0.36,1.0,0.5,1.0,0.5,0.6,0.0,0.08499999999999999,0.016999999999999987,0.04066666666666666,0.0,0.0,36,1.05,0.02,1.12,17.305029995385325,1.0,0.95,1.3,1.0,0.5447926581218363,1.0,0,1.0,SPRINT,0.92,False,0.95,1.0,1.0,1.05,SAND,1.01,0.58,0.7,0.8,,0.2736634185759352,1.1,1.0,0.0,1.1,5,0.02,1.3,1.0,1.12
MT GAMBIER,10,1,Trading Halt,84.1771208760546,8730.0,31721,Tracie Price,2b,0.0,1,5,4,15,16.0,10,10.0,2025-11-23,03:03PM,400,0.0,22.23,"[22.23, 22.82]",8.37,,[],1.0,0.8,64.77732793522267,47.78972520908005,0.29499999999999993,0,0,0.3333333333333333,0.5,0.7,0.21201413427561838,0.0,0.26666666666666666,1.0,0.5,1.0,0.5,0.6,0.0,0.08499999999999999,0.016999999999999987,0.04066666666666666,0.0,0.0,24,1.0,0.02,1.12,17.99370220422852,1.0,0.85,1.2,1.0,0.37942638277698815,0.95,0,1.0,MIDDLE,0.92,True,1.1,1.08,1.0,1.0,SAND,1.01,0.6,0.8,0.8,6.187234942615098,0.5781219594514633,0.8,1.0,0.4,1.1,5,0.02,1.2,1.0,1.12
RICHMOND,5,1,Princess Mika,83.99500338534072,12610.0,26412,Christopher Brennen,2b,0.0,1,6,10,28,29.0,5,9.0,2025-11-23,07:10PM,320,0.0,,,2.12,,[],1.0,0.8,,150.94339622641508,0.0,0,0,0.21428571428571427,1.0,0.7,0.1875,0.0,0.35714285714285715,1.0,0.5,1.0,0.5,0.6,0.0,0.06499999999999999,0.016999999999999987,0.04066666666666666,-0.02,0.0,24,1.0,0.02,1.12,,0.95,1.0,1.2,1.0,0.528655795725924,1.0,0,1.0,SPRINT,1.0,False,0.95,1.03,1.0,1.0,GRASS,1.02,0.5714285714285714,0.5714285714285714,1.0,1.7889522439440426,0.15162453627299147,1.0,1.02,0.2857142857142857,1.1,7,0.0,1.2,1.0,1.06
WARRNAMBOOL,10,1,Flying Doormat,83.53878764284268,27455.0,34715,Robin Moore,3d,0.0,1,12,7,28,29.0,4,55.0,2025-11-27,08:25PM,390,0.5,18.78,[18.78],8.12,,[],1.0,0.8,74.76038338658147,48.02955665024631,0.0,0,0,0.42857142857142855,1.0,0.7,0.4,0.0,0.25,0.4,0.5,1.0,0.5,0.6,0.0,0.08499999999999999,0.016999999999999987,0.04066666666666666,0.0,0.0,36,1.05,0.02,1.12,20.766773162939295,1.1,1.0,0.95,0.85,0.6383536337964061,1.0,0,1.0,SPRINT,1.0,True,1.1,1.15,0.85,1.05,SAND,1.0302,0.6785714285714286,0.8,0.9,12.45270277784418,1.4395118771460136,0.8,0.95,0.4,1.1,10,0.005,0.95,1.0,1.12
SANDOWN,1,2,Launch Mode,83.50946067112653,5860.0,15715,Mario Briganti,2d,0.0,2,3,0,6,7.0,5,12.0,2025-11-29,06:30PM,515,0.0,29.43,[29.43],5.05,,[],1.0,0.8,62.996941896024474,101.98019801980199,0.0,0,0,0.5,1.0,1.0,0.5714285714285714,0.0,0.0,1.0,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,24,1.0,0.02,0.97,17.499150526673464,1.0,0.85,1.2,1.0,0.06621435321729242,0.88,0,1.0,MIDDLE,0.92,True,1.1,1.15,1.0,1.0,SAND,1.01,0.5,0.8333333333333334,0.6666666666666666,1.187740508719931,0.6564652821487718,1.1,0.85,0.3333333333333333,1.1,6,0.02,1.2,1.0,1.12
Meadows,12,10,Wyong Knoxville,83.506558076267,7315.0,34431,Greg Johnson,2b,0.0,10,3,6,22,16.0,5,5.0,2025-11-27,10:39PM,525,0.0,,,,,[],1.0,0.8,,,0.0,0,0,0.13636363636363635,1.0,0.7,0.18018018018018017,0.0,0.2727272727272727,1.0,0.5,0.6,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,24,1.0,0.01,1.0,,0.95,1.0,1.3,1.0,0.09648952546152892,1.0,0,1.0,MIDDLE,1.0,False,1.0,1.03,1.0,1.0,SAND,1.0302,0.4090909090909091,0.85,0.9,0.6696493146212558,0.41943272347756666,1.1,0.85,0.3,1.1,10,0.0,1.3,1.0,1.12
BROKEN HILL,3,1,Vodka Sunrise,83.0445970198836,5730.0,34133,Judith Hurley,2b,0.0,1,3,7,18,10.0,7,14.0,2025-11-23,08:42PM,375,0.0,,,,,[],1.0,0.8,,,0.0,0,0,0.16666666666666666,0.5,0.7,0.1705263157894737,0.0,0.3888888888888889,1.0,0.5,1.0,0.5,0.6,0.0,0.08499999999999999,0.016999999999999987,0.04066666666666666,0.0,0.0,24,1.0,0.02,1.12,,0.95,1.0,1.2,1.0,0.2883189394101151,0.95,0,1.0,SPRINT,1.0,False,0.95,1.03,1.0,1.0,SAND,1.0302,0.5555555555555556,0.65,1.0,0.24954361278465648,0.14878209270981096,1.1,1.0,0.1,1.1,10,0.005,1.2,1.0,1.12
DARWIN,7,2,Here Comes Foxy,82.90186987635886,7515.0,44412,Dean Archbold,2b,0.0,2,6,5,24,21.0,7,14.0,2025-09-07,08:25PM,383,0.5,22.5,[22.5],10.96,,[],1.0,0.8,61.28,34.94525547445255,0.0,0,0,0.25,0.5,0.7,0.2777777777777778,0.0,0.20833333333333334,1.0,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,24,1.0,0.02,0.97,17.022222222222222,1.0,1.0,1.2,1.0,0.28444067445002436,1.0,0,1.0,SPRINT,1.0,True,1.1,1.15,1.0,1.0,SAND,1.0302,0.4583333333333333,0.75,0.25,0.14262513263559443,0.25813433195399127,1.1,1.0,0.25,1.1,4,0.02,1.2,1.0,1.06
TAREE SUPER TRACK,11,1,That's Okay,82.8319606801383,6335.0,72111,Helen Hanson,2b,0.0,1,6,3,30,15.0,11,11.0,2025-11-26,06:23PM,300,0.0,17.32,"[17.54, 17.32]",6.37,,[],1.0,0.8,62.35565819861432,47.09576138147567,0.10999999999999943,0,0,0.2,0.0,0.7,0.1276595744680851,0.0,0.1,1.0,0.5,1.0,0.5,0.6,0.0,0.05499999999999999,0.016999999999999987,0.04066666666666666,-0.03,0.0,24,1.0,0.02,1.12,17.321016166281755,1.0,1.0,1.2,0.97,0.30435259409985677,1.0,0,1.0,SPRINT,1.0,True,1.1,1.0,0.97,1.0,SAND,1.0302,0.3,0.9,0.9,0.2335790222445393,0.09323804659758393,1.1,1.08,0.4,1.1,10,0.005,1.2,1.0,1.06
BROKEN HILL,7,1,Del Mar Deb,82.79157232167395,6665.0,25221,Kaylene Hatzi,2b,0.0,1,3,6,17,18.0,7,7.0,2025-10-19,08:58PM,375,0.19999999999999996,21.61,"[22.03, 22.25, 21.92]",,,[],1.0,0.8,62.47107820453493,,0.1371941041817105,0,0,0.17647058823529413,0.5,0.7,0.14864864864864866,0.0,0.35294117647058826,1.0,0.5,1.0,0.5,0.6,0.0,0.08499999999999999,0.016999999999999987,0.04066666666666666,0.0,0.0,24,1.0,0.02,1.12,17.353077279037482,1.0,1.0,1.3,1.0,0.29010231556218025,0.95,0,1.0,SPRINT,1.0,False,0.95,1.0,1.0,1.0,SAND,1.0302,0.5294117647058824,0.6428571428571429,0.9285714285714286,,0.3566911429073787,1.1,1.0,0.0,1.1,7,0.0,1.3,1.0,1.12
Capalaba,7,1,Infra Terra,82.59055787718937,56690.0,12321,Rod Herr,4d,0.0,1,17,21,62,29.0,7,7.0,2025-11-26,02:21PM,366,0.0,20.1,[20.1],1.88,,[],1.0,0.8,65.55223880597015,194.6808510638298,0.0,0,0,0.27419354838709675,0.5,0.7,0.27419354838709675,0.0,0.3387096774193548,1.0,0.5,1.0,0.5,0.6,0.0,0.08499999999999999,0.016999999999999987,0.04066666666666666,0.0,0.0,48,0.93,0.02,1.12,18.208955223880597,1.1,0.9,1.3,1.0,0.6716279815594985,0.95,0,1.0,SPRINT,0.92,False,0.95,1.15,1.0,0.93,MIXED,1.0,0.6129032258064516,0.3888888888888889,0.2777777777777778,5.200885303116198,0.17564168070250316,0.8,1.0,0.3333333333333333,1.1,9,0.005,1.3,1.0,1.12
RICHMOND,4,1,Red Rock Rattler,82.30292009380649,15195.0,61116,John Grief,2d,0.0,1,9,5,20,21.0,5,12.0,2025-11-28,07:57PM,320,0.33333333333333337,18.1,"[18.14, 18.1]",2.12,,[],1.0,0.8,63.646408839779,150.94339622641508,0.019999999999999574,0,0,0.45,1.0,0.7,0.46511627906976744,0.0,0.25,1.0,0.5,1.0,0.5,0.6,0.0,0.06499999999999999,0.016999999999999987,0.04066666666666666,-0.02,0.0,24,1.0,0.02,1.12,17.67955801104972,1.0,1.0,1.2,1.0,0.29437265652019706,0.95,0,1.0,SPRINT,1.0,False,0.95,1.15,1.0,1.0,GRASS,1.02,0.7,0.35714285714285715,0.7142857142857143,38.77683133885755,0.7162052778359007,0.8,1.02,0.2857142857142857,1.1,7,0.0,1.2,1.0,1.06
GAWLER,8,2,Joker's Queen,82.13978583209864,9575.0,71631,Paul Somerset,2b,0.0,2,8,18,44,45.0,4,4.0,2025-11-23,08:03PM,400,-0.16666666666666669,20.07,"[23.28, 22.94, 20.07]",4.86,,[],1.0,0.8,71.74887892376682,82.30452674897118,1.4397762171794466,0,0,0.18181818181818182,1.0,0.7,0.15306122448979592,0.0,0.4090909090909091,1.0,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,24,1.0,0.02,0.97,19.930244145490782,1.1,0.95,1.3,0.85,0.2715073137470205,1.0,0,1.0,MIDDLE,0.92,True,1.1,1.03,0.85,1.0,SAND,1.01,0.5909090909090909,0.875,0.875,13.622701398727441,1.063131045096332,0.8,0.87,0.375,1.1,8,0.005,1.3,1.0,1.12
DARWIN,5,2,Dirty Dancing,81.89930591823773,17065.0,46131,Graeme Ferns,3d,0.0,2,9,9,31,32.0,7,7.0,2025-09-07,07:43PM,383,0.25,22.09,"[22.5, 22.46, 22.09]",10.94,,[],1.0,0.8,62.41738343141694,35.0091407678245,0.18457157599876192,0,0,0.2903225806451613,0.5,0.7,0.28444444444444444,0.0,0.2903225806451613,1.0,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,36,1.05,0.02,0.97,17.338162064282482,1.0,1.0,1.3,1.0,0.42862781820008206,1.0,0,1.0,SPRINT,1.0,False,1.0,1.15,1.0,1.05,SAND,1.0302,0.5806451612903226,0.6666666666666666,0.1111111111111111,0.2811506624179395,0.040960685758149394,1.1,1.0,0.4444444444444444,1.0,9,0.005,1.3,1.0,1.12
NOWRA,6,8,Skedaddle Maple,81.87479764679925,29165.0,25431,Mark Suttle,2b,0.0,8,13,16,58,59.0,3,3.0,2025-11-27,09:13PM,520,0.0,29.63,"[29.69, 29.63]",4.29,True,[],1.0,0.8,63.17921025987176,121.21212121212122,0.030000000000001137,0,0,0.22413793103448276,1.0,0.7,0.21333333333333335,0.0,0.27586206896551724,1.0,0.5,0.7,0.5,0.6,0.18,0.035,0.016999999999999987,0.02366666666666667,0.0,0.0,24,1.0,0.01,1.08,17.549780627742155,1.0,0.95,1.3,0.85,0.6424344310202668,0.95,0,1.0,MIDDLE,0.92,False,1.0,1.08,0.85,1.0,GRASS,1.0,0.5,0.375,0.625,12.56910955576182,0.12158917949977596,0.8,1.0,0.5,1.0,8,0.01,1.3,1.08,1.12
BENDIGO,8,5,Zelda Braga,81.86174512346874,15880.0,81531,Jason Whybrow,2d,0.0,5,7,7,27,28.0,4,4.0,2025-11-28,09:16PM,500,0.0,25.25,"[29.42, 25.25, 25.25]",5.05,,[],1.0,0.8,71.2871287128713,99.00990099009901,1.965756851698603,0,0,0.25925925925925924,1.0,0.7,0.25925925925925924,0.0,0.25925925925925924,1.0,0.5,0.85,0.5,0.6,0.0,-0.026999999999999996,-0.028999999999999998,-0.02900000000000001,0.0,0.0,24,1.0,0.0,0.9,19.801980198019802,1.1,1.0,1.3,0.85,0.3999899248139223,1.0,0,1.0,MIDDLE,1.0,True,1.02,1.15,0.85,1.0,SAND,1.0302,0.5185185185185185,0.75,0.75,10.974729193231257,1.6348214188187566,0.8,0.88,0.375,1.1,8,0.0,1.3,1.0,1.12
Q LAKESIDE,6,2,Grandiose Girl,81.83385943288566,12495.0,31121,Reg Hazelgrove,2b,0.0,2,6,5,15,16.0,7,7.0,2025-11-26,03:27PM,352,0.0,19.48,"[19.58, 19.48, 19.61]",3.87,,[],1.0,0.8,65.05133470225873,90.95607235142118,0.055577773335109604,0,0,0.4,0.5,0.7,0.175,0.0,0.3333333333333333,1.0,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,24,1.0,0.02,0.97,18.069815195071868,1.1,0.85,1.3,1.0,0.4294762209174108,0.95,0,1.0,SPRINT,0.92,True,1.1,1.03,1.0,1.0,SAND,1.01,0.7333333333333333,0.8,0.5,1.4128101293428965,0.3335457656421048,1.1,0.92,0.4,1.1,10,0.005,1.3,1.0,1.12
WARRNAMBOOL,6,1,Spring Lassen,81.7782331666933,27945.0,12841,Lisa Delbridge,3d,0.0,1,12,12,42,27.0,8,8.0,2025-11-27,06:59PM,450,0.0,25.27,[25.27],6.52,,[],1.0,0.8,64.10763751483974,69.01840490797547,0.0,0,0,0.2857142857142857,0.5,0.7,0.2714285714285714,0.0,0.2857142857142857,1.0,0.5,1.0,0.5,0.6,0.0,0.08499999999999999,0.016999999999999987,0.04066666666666666,0.0,0.0,36,1.05,0.02,1.12,17.80767708745548,1.0,0.95,1.2,1.0,0.6440249133797569,1.0,0,1.0,MIDDLE,0.92,False,0.95,1.15,1.0,1.05,SAND,1.01,0.5714285714285714,0.4,0.9,0.6783793556706794,0.31016303956324576,1.1,0.95,0.4,1.1,10,0.005,1.2,1.0,1.06
TOWNSVILLE,8,4,Advika,81.70601114745777,7480.0,27231,Ross Rudall,2b,0.0,4,3,6,11,12.0,7,7.0,2025-11-28,02:11PM,380,0.25,21.77,"[22.08, 21.8, 21.77]",7.34,,[],1.0,0.8,62.838768948093715,51.771117166212534,0.13960261060914533,0,0,0.2727272727272727,0.5,0.7,0.2857142857142857,0.0,0.5454545454545454,1.0,0.5,0.85,0.5,0.6,0.0,0.03,0.01999999999999999,0.005333333333333338,0.0,0.0,24,1.0,0.0,1.05,17.455213596692698,1.0,0.85,1.3,1.0,0.42158692487591176,0.95,0,1.0,SPRINT,0.92,False,1.0,1.15,1.0,1.0,SAND,1.01,0.8181818181818182,0.75,0.45,0.36885171411262585,0.06616477747093136,1.1,1.0,0.4,1.1,10,0.0,1.3,1.0,1.12
BROKEN HILL,5,2,Skedaddle Percy,81.48924507239816,9825.0,13111,Regan Edgecumbe,2d,0.0,2,5,7,20,16.0,7,7.0,2025-10-19,08:14PM,525,0.0,30.7,"[30.7, 30.73, 31.54]",,True,[],1.0,0.8,61.563517915309454,,0.38910152916687407,0,0,0.25,0.5,0.7,0.16129032258064516,0.0,0.35,1.0,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,24,1.0,0.02,0.97,17.10097719869707,1.0,1.0,1.3,1.0,0.35222274547249727,0.95,0,1.0,MIDDLE,1.0,False,1.0,1.03,1.0,1.0,SAND,1.0302,0.6,0.5833333333333334,0.5,,0.4308596059042903,1.1,1.0,0.0,1.1,6,0.02,1.3,1.0,1.12
GRAFTON,5,1,Rudolf Rumble,81.40180721209664,15775.0,42341,Glen Northfield,3d,0.0,1,7,12,36,17.0,7,7.0,2025-11-23,07:23PM,450,0.0,25.7,"[26.29, 25.7]",,True,[],1.0,0.8,63.03501945525293,,0.29499999999999993,0,0,0.19444444444444445,0.5,0.7,0.11711711711711711,0.0,0.3333333333333333,1.0,0.5,1.0,0.5,0.6,0.0,0.08499999999999999,0.016999999999999987,0.04066666666666666,0.0,0.0,36,1.05,0.02,1.12,17.509727626459146,1.0,1.0,1.3,1.0,0.5285842847509983,1.0,0,1.0,MIDDLE,1.0,False,0.95,1.0,1.0,1.05,SAND,1.0302,0.5277777777777778,1.0,0.2,43.92133263199638,0.7931232214759844,0.8,1.0,0.4,1.1,10,0.005,1.3,1.0,1.12
Mandurah,9,1,Spooky Hook,81.31601213327293,142681.0,11117,Andrew McLaren,4d,0.0,1,25,12,52,26.0,7,14.0,2025-11-28,09:46PM,488,0.0,27.08,"[27.29, 27.41, 27.26]",5.63,,[],1.0,0.8,64.87444608567209,86.6785079928952,0.06480740698407832,0,0,0.4807692307692308,0.5,0.7,0.4827586206896552,0.0,0.23076923076923078,1.0,0.5,1.0,0.5,0.6,0.0,0.06499999999999999,0.016999999999999987,0.04066666666666666,-0.02,0.0,48,0.93,0.02,1.12,18.020679468242246,1.1,0.95,1.2,1.0,1.0,0.95,0,1.0,MIDDLE,0.92,False,0.95,1.15,1.0,0.93,SAND,1.01,0.7115384615384616,0.5714285714285714,1.0,1.1320603289594793,0.9186921345560961,1.1,1.02,0.42857142857142855,1.0,7,0.0,1.2,1.0,1.06
Temora,3,8,Make Some Noise,81.23848166890184,4105.0,21721,Brian Smith,1d,0.0,8,2,4,7,8.0,7,7.0,2025-11-26,01:14PM,330,-0.6666666666666666,18.46,"[18.46, 18.79]",6.47,,[],1.0,0.8,64.35536294691224,51.00463678516229,0.16499999999999915,0,0,0.2857142857142857,0.5,0.7,0.21153846153846154,0.0,0.5714285714285714,1.0,0.5,0.7,0.5,0.6,0.0,0.035,0.016999999999999987,0.02366666666666667,0.0,0.0,12,0.8,0.01,1.08,17.87648970747562,1.0,0.85,1.3,1.0,0.25868246775025705,0.98,0,1.0,SPRINT,0.92,True,1.05,1.08,1.0,0.8,SAND,1.01,0.8571428571428571,0.8,0.8,9.28870657404892,0.5187002988238973,0.8,0.85,0.2,1.1,10,0.01,1.3,1.0,1.12
BROKEN HILL,8,4,Catch Me Houdini,81.22436762372578,23095.0,13411,Wendy Whitford,3b,0.0,4,9,17,46,47.0,7,7.0,2025-11-23,10:24PM,525,0.0,30.38,"[31.67, 30.58, 30.38]",,,[],1.0,0.8,62.21198156682028,,0.5668823119092332,0,0,0.1956521739130435,0.5,0.7,0.2,0.0,0.3695652173913043,1.0,0.5,0.85,0.5,0.6,0.0,0.03,0.01999999999999999,0.005333333333333338,0.0,0.0,36,1.05,0.0,1.05,17.28110599078341,1.0,0.95,1.3,1.0,0.5788350808098536,1.0,0,1.0,MIDDLE,0.92,False,1.0,1.08,1.0,1.05,SAND,1.01,0.5652173913043478,0.75,0.6666666666666666,34.05179382689167,2.0532291640243177,0.8,1.0,0.16666666666666666,1.1,6,0.01,1.3,1.0,1.12
Angle Park,9,2,Jan Hewett,81.22305124285697,13245.0,32413,Peter Czupak,3b,0.0,2,7,14,29,24.0,4,8.0,2025-10-16,09:25PM,530,0.0,31.16,[31.16],3.23,,[],1.0,0.8,61.23234916559692,164.08668730650155,0.0,0,0,0.2413793103448276,1.0,0.7,0.2413793103448276,0.0,0.4827586206896552,1.0,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,36,1.05,0.02,0.97,17.008985879332478,1.0,1.0,1.2,0.85,0.2903237781229196,1.0,0,1.0,MIDDLE,1.0,False,1.0,1.08,0.85,1.05,SAND,1.0302,0.7241379310344828,0.6666666666666666,0.16666666666666666,35.4852692993112,0.4165773237547463,0.8,0.8,0.3333333333333333,1.1,6,0.02,1.2,1.0,1.06
MT GAMBIER,11,2,Blue Khaki,81.03105034930422,11745.0,25211,Ben Price,3d,0.0,2,8,10,30,21.0,7,7.0,2025-11-23,03:21PM,400,-0.5,23.0,"[23.0, 23.31]",10.86,,[],1.0,0.8,62.608695652173914,36.83241252302026,0.15499999999999936,0,0,0.26666666666666666,0.5,0.7,0.26666666666666666,0.0,0.3333333333333333,1.0,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,36,1.05,0.02,0.97,17.391304347826086,1.0,1.0,1.3,1.0,0.4400954861610307,1.0,0,1.0,MIDDLE,1.0,False,1.0,1.15,1.0,1.05,SAND,1.0302,0.6,0.3333333333333333,0.6666666666666666,5.926447498524406,0.14011899704655723,0.8,1.0,0.3333333333333333,1.1,3,0.02,1.3,1.0,1.12
Mandurah,10,1,Crackerjack Scud,80.97115377008213,43105.0,35531,Lexia Isaac,2d,0.0,1,14,12,50,51.0,7,7.0,2025-11-28,10:10PM,400,0.0,22.31,"[22.49, 22.31]",6.24,,[],1.0,0.8,64.54504706409683,64.1025641025641,0.08999999999999986,0,0,0.28,0.5,0.7,0.21678321678321677,0.0,0.24,1.0,0.5,1.0,0.5,0.6,0.02,0.06499999999999999,0.016999999999999987,0.04066666666666666,-0.02,0.0,24,1.0,0.02,1.12,17.929179740026896,1.0,0.95,1.3,1.0,0.5496430646753462,1.0,0,1.0,MIDDLE,0.92,False,0.95,1.08,1.0,1.0,SAND,1.01,0.52,0.16666666666666666,0.3333333333333333,0.20461313897732275,0.10425929215182707,1.1,1.02,0.5,1.0,6,0.02,1.3,1.0,1.12
Q PARKLANDS,4,1,Seriously,80.8270802295553,74920.0,67544,Tom Tzouvelis,2b,0.0,1,10,7,41,42.0,7,33.0,2025-11-27,07:41PM,600,0.0,,,3.94,,[],1.0,0.8,,152.28426395939087,0.0,0,0,0.24390243902439024,0.5,0.7,0.27575757575757576,0.0,0.17073170731707318,0.4,0.5,1.0,0.5,0.6,0.0,0.08499999999999999,0.016999999999999987,0.04066666666666666,0.0,0.0,24,1.0,0.02,1.12,,0.95,0.95,0.95,1.0,0.5672807792411588,1.0,0,1.0,LONG,0.92,True,1.1,1.15,1.0,1.0,SAND,1.01,0.4146341463414634,0.8333333333333334,0.9166666666666666,39.02620901380005,1.6350611609355792,0.8,1.0,0.3333333333333333,1.1,6,0.02,0.95,1.0,1.12
RICHMOND,3,4,Federal Notice,80.69549790874355,15435.0,31117,Troy Vella,2b,0.0,4,7,10,21,22.0,9,14.0,2025-11-28,07:42PM,320,-0.5,18.13,"[18.16, 18.13]",2.13,,[],1.0,0.8,63.54109211252068,150.23474178403757,0.015000000000000568,0,0,0.3333333333333333,0.5,0.7,0.25,0.0,0.47619047619047616,1.0,0.5,0.85,0.5,0.6,0.0,0.03,0.01999999999999999,0.005333333333333338,0.0,0.0,24,1.0,0.0,1.05,17.650303364589078,1.0,1.0,1.2,1.0,0.2966883079863586,1.0,0,1.0,SPRINT,1.0,False,1.0,1.15,1.0,1.0,GRASS,1.02,0.8095238095238095,0.3,0.45,2.3375470713093573,0.08876131718587485,1.0,1.02,0.4,1.1,10,0.0,1.2,1.0,1.06
DARWIN,6,2,Brave Ember,80.59764705906318,12890.0,71614,Ronald Phillips,2b,0.0,2,10,7,25,26.0,7,14.0,2025-09-07,08:08PM,312,-0.5,17.9,"[17.94, 18.08, 18.09]",,True,[],1.0,0.8,62.74860335195532,,0.06847546194724613,0,0,0.4,0.5,0.7,0.2222222222222222,0.0,0.28,1.0,0.5,1.0,0.5,0.6,0.0,-0.0050000000000000044,0.036000000000000004,0.013999999999999993,0.0,0.0,24,1.0,0.02,0.97,17.430167597765365,1.0,1.0,1.2,1.0,0.3725234925338773,1.0,0,1.0,SPRINT,1.0,False,1.0,1.08,1.0,1.0,SAND,1.0302,0.68,1.0,0.4,2.0651489832678624,0.5806289693082836,1.0,1.0,0.2,1.1,5,0.02,1.2,1.0,1.12
