Box,DogName,FormNumber,Trainer,SexAge,Weight,Draw,CareerWins,CareerPlaces,CareerStarts,PrizeMoney,RTC,DLR,DLW,RaceNumber,RaceDate,RaceTime,Track,Distance,BestTimeSec,SectionalSec,Last3TimesSec,Margins,BoxBiasFactor,TrackConditionAdj,Speed_kmh,EarlySpeedIndex,FinishConsistency,MarginAvg,FormMomentum,ConsistencyIndex,RecentFormBoost,DistanceSuit,TrainerStrikeRate,RestFactor,OverexposedPenalty,FinalScore
8,Aston Cleese,13258,Mark McClelland,2d,0.0,8,2,2,10,2885.0,11,5,56,4,2025-10-16,04:24PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.2,1.0,0.7,0.15,0.8,0.0,31.226986817218215
1,McIvor Olly,63273,Aaron Blake,3d,0.0,1,4,28,87,14230.0,88,4,232,5,2025-10-16,04:44PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.04597701149425287,1.0,0.7,0.15,0.8,-0.1,32.23838336894235
3,Auntie Amber,56254,Rodney Clark,3b,0.0,3,5,14,44,13165.0,45,5,80,5,2025-10-16,04:44PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.11363636363636363,1.0,0.7,0.15,0.8,0.0,32.24203227176366
4,Bacardi Girl,68345,Barry Vaughan,2b,0.0,4,3,7,17,5070.0,18,6,90,5,2025-10-16,04:44PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.17647058823529413,0.5,0.7,0.15,0.8,0.0,31.39195740545351
6,Aston Hooked,47718,Natasha Fullerton,3d,0.0,6,5,3,25,8665.0,26,6,15,5,2025-10-16,04:44PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.2,0.5,0.7,0.15,0.8,0.0,31.754986817218214
7,Aston Joplin,47843,Mark McClelland,2b,0.0,7,4,7,20,8685.0,21,5,80,5,2025-10-16,04:44PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.2,1.0,0.7,0.15,0.8,0.0,31.806986817218217
8,King Litterbug,85641,Jason Stemmer,2d,0.0,8,6,11,40,13630.0,41,8,8,5,2025-10-16,04:44PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.15,0.5,0.7,0.15,0.8,0.0,32.24398681721821
1,Kentucky Gus,43373,Jeff Gorgioski,4d,0.0,1,14,16,68,29540.0,26,5,129,6,2025-10-16,05:12PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.20588235294117646,1.0,0.7,0.15,0.8,0.0,29.28748681721822
2,Happy Buddha,35536,Julie Chilcott,4d,0.0,2,7,23,62,18725.0,53,5,37,6,2025-10-16,05:12PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.11290322580645161,1.0,0.7,0.15,0.8,0.0,28.192039948148008
4,Surf's Up,44284,Christian Schmidt,4d,0.0,4,7,26,60,37725.0,61,11,176,6,2025-10-16,05:12PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.11666666666666667,0.0,0.7,0.15,0.8,0.0,29.99260446427704
6,Can't Park There,16367,Samuel Webb,3d,0.0,6,8,26,64,18550.0,63,3,31,6,2025-10-16,05:12PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.125,1.0,0.7,0.15,0.8,0.0,28.176354464277043
7,No Words,47713,Bruce Stirling,2d,0.0,7,13,8,47,23840.0,46,6,15,6,2025-10-16,05:12PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.2765957446808511,0.5,0.7,0.15,0.8,0.0,28.67809382597917
8,Aliir,15416,Trent Blacker,3b,0.0,8,5,6,22,9220.0,7,4,11,6,2025-10-16,05:12PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.22727272727272727,1.0,0.7,0.15,0.8,0.0,27.258695373367953
1,Atlas Alien,87264,Robert Hayes,3d,0.0,1,6,10,37,11575.0,38,5,78,7,2025-10-16,05:34PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.16216216216216217,1.0,0.7,0.15,0.8,0.0,27.484428788601367
2,Roscoe Bale,62351,Skye Webb,3d,0.0,2,10,23,53,27585.0,54,5,5,7,2025-10-16,05:34PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.18867924528301888,1.0,0.7,0.15,0.8,0.0,29.089406351069496
3,Oriental Ophelia,81644,Rodney Clark,3b,0.0,3,14,17,76,32635.0,77,5,24,7,2025-10-16,05:34PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.18421052631578946,1.0,0.7,0.15,0.8,0.0,29.59373604322441
4,Canya Wildfire,26167,Natasha Fullerton,3d,0.0,4,4,7,33,9425.0,34,8,23,7,2025-10-16,05:34PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.12121212121212122,0.5,0.7,0.15,0.8,0.0,27.21328628245886
6,Darra Sapphire,71316,Jenny Weber,4b,0.0,6,6,15,32,14705.0,8,10,24,7,2025-10-16,05:34PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.1875,0.5,0.7,0.15,0.8,0.0,27.751229464277042
7,Atomic Diva,41286,Thomas Boehmke,3b,0.0,7,3,10,37,6235.0,38,3,26,7,2025-10-16,05:34PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.08108108108108109,1.0,0.7,0.15,0.8,0.0,26.938266626439205
8,Morning Daisy,52164,Paul May,2b,0.0,8,3,6,19,5170.0,20,22,42,7,2025-10-16,05:34PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.15789473684210525,0.0,0.7,0.15,0.8,0.0,26.743288674803356
1,Montana Icon,76512,Marien Sullivan,2d,0.0,1,5,18,47,13015.0,48,8,13,8,2025-10-16,05:54PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.10638297872340426,0.5,0.7,0.15,0.8,0.0,32.17594426402672
2,Rowdy's Beast,24121,Jason Stemmer,3b,0.0,2,8,14,44,17795.0,45,7,7,8,2025-10-16,05:54PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.18181818181818182,0.5,0.7,0.15,0.8,0.0,32.66525954449094
3,Aston Record,11326,Cody Hose,3d,0.0,3,7,8,40,13345.0,39,36,58,8,2025-10-16,05:54PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.175,0.0,0.7,0.15,0.8,0.0,32.16923681721821
4,Mandolin Storm,13286,Martin Hanke,2b,0.0,4,8,15,56,14750.0,57,5,36,8,2025-10-16,05:54PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.14285714285714285,1.0,0.7,0.15,0.8,0.0,32.404915388646785
6,Highland Jack,27375,Gary Hansen,3d,0.0,6,4,15,39,9210.0,40,3,57,8,2025-10-16,05:54PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.10256410256410256,1.0,0.7,0.15,0.8,0.0,31.84487143260283
7,Lizard Country,35327,Alfred Debattista,3d,0.0,7,4,14,40,9090.0,41,13,148,8,2025-10-16,05:54PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.1,0.0,0.7,0.15,0.8,0.0,31.732486817218213
8,Penguin Pat,81451,Andrew Mooney,4d,0.0,8,16,29,98,33215.0,99,10,10,8,2025-10-16,05:54PM,BENDIGO,500,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,80.0,58.8235294117647,0.10208928554075702,7.2,2.6500000000000004,0.16326530612244897,0.5,0.7,0.15,0.8,-0.1,34.104476613136576
1,Aston Hedland,45821,Cody Hose,2d,0.0,1,5,5,28,7780.0,29,6,6,9,2025-10-16,06:17PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.17857142857142858,0.5,0.7,0.15,0.8,0.0,27.057390178562756
2,Hard Style Robbo,72142,Robert Hayes,3d,0.0,2,11,23,69,22105.0,32,5,22,9,2025-10-16,06:17PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.15942028985507245,1.0,0.7,0.15,0.8,0.0,28.5370175077553
5,Boulder Dash,71413,Scott Millard,3b,0.0,5,7,20,69,11495.0,70,5,12,9,2025-10-16,06:17PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.10144927536231885,1.0,0.7,0.15,0.8,0.0,27.46732185558139
7,Angry Ellie,88241,Aaron Campbell,3b,0.0,7,7,9,26,16560.0,27,10,10,9,2025-10-16,06:17PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.2692307692307692,0.5,0.7,0.15,0.8,0.0,27.948989079661654
8,It's Bubble Time,56626,George Cini,2d,0.0,8,7,6,24,14795.0,23,36,80,9,2025-10-16,06:17PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.2916666666666667,0.0,0.7,0.15,0.8,0.0,27.72585446427704
2,Birdwood Franky,38261,Samuel Webb,2d,0.0,2,3,16,32,7740.0,33,5,5,10,2025-10-16,06:39PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.09375,1.0,0.7,0.15,0.8,0.0,27.090666964277045
3,Miss Jeckell,25178,David Plumridge,2b,0.0,3,6,9,40,9640.0,41,6,49,10,2025-10-16,06:39PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.15,0.5,0.7,0.15,0.8,0.0,27.23910446427704
4,Motivate,63856,Skye Webb,3d,0.0,4,5,12,43,8595.0,44,3,61,10,2025-10-16,06:39PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.11627906976744186,1.0,0.7,0.15,0.8,0.0,27.17954632474216
6,Tornado Jack,55182,Thomas Boehmke,4d,0.0,6,11,14,77,14840.0,78,8,26,10,2025-10-16,06:39PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.14285714285714285,0.5,0.7,0.15,0.8,0.0,27.758033035705616
7,Shima Ballad,47451,Alan Campbell,2d,0.0,7,4,4,18,10530.0,6,7,7,10,2025-10-16,06:39PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.2222222222222222,0.5,0.7,0.15,0.8,0.0,27.338937797610377
8,Codicil,17715,Marlene Schmidt,2d,0.0,8,4,2,15,5260.0,16,11,28,10,2025-10-16,06:39PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.26666666666666666,0.0,0.7,0.15,0.8,0.0,26.76860446427704
1,Beast Power,67666,Chananchida Sriboon,3d,0.0,1,3,7,35,5185.0,35,8,162,11,2025-10-16,06:58PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.08571428571428572,0.5,0.7,0.15,0.8,0.0,26.783961607134184
2,Aston Dunkel,21734,Mark McClelland,2d,0.0,2,4,9,30,6990.0,31,7,27,11,2025-10-16,06:58PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.13333333333333333,0.5,0.7,0.15,0.8,0.0,26.971604464277043
3,Moraine Piper,25486,Dean Elliot,2b,0.0,3,3,11,34,7330.0,35,15,64,11,2025-10-16,06:58PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.08823529411764706,0.0,0.7,0.15,0.8,0.0,26.948839758394687
4,Midnight Shimmer,73232,Constance McMillan,3b,0.0,4,5,14,57,9430.0,54,21,127,11,2025-10-16,06:58PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.08771929824561403,0.0,0.7,0.15,0.8,0.0,27.158762359013885
6,Zambada Icon,85752,Robert Sullivan,3d,0.0,6,5,21,55,15160.0,31,7,92,11,2025-10-16,06:58PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.09090909090909091,0.5,0.7,0.15,0.8,0.0,27.782240827913405
7,Green Flash,28771,Rodney Clark,3b,0.0,7,14,26,79,48550.0,80,7,7,11,2025-10-16,06:58PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.17721518987341772,0.5,0.7,0.15,0.8,0.0,31.134186742758054
8,Clause Edward,18577,Natasha Fullerton,2d,0.0,8,3,7,22,4830.0,17,8,55,11,2025-10-16,06:58PM,BENDIGO,425,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,68.0,50.0,0.10208928554075702,7.2,2.6500000000000004,0.13636363636363635,0.5,0.7,0.15,0.8,0.0,26.756059009731587
1,Life's A Journey,22313,Robin Harnas,2d,0.0,1,6,11,29,10935.0,7,4,10,1,2025-10-16,06:37PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.20689655172413793,1.0,0.7,0.15,0.8,0.0,26.53317647419302
2,Ritza Wotton,21354,Tim Richards,3d,0.0,2,9,7,28,26910.0,10,6,25,1,2025-10-16,06:37PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.32142857142857145,0.5,0.7,0.15,0.8,0.0,28.103582878133906
4,Binnaway Warrior,12413,Nicole Price,2d,0.0,4,9,17,32,19450.0,33,6,13,1,2025-10-16,06:37PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.28125,0.5,0.7,0.15,0.8,0.0,27.349547163848193
5,Dakota Rylen,46362,Kerry Stagg,3d,0.0,5,14,15,51,61045.0,52,3,41,1,2025-10-16,06:37PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.27450980392156865,1.0,0.7,0.15,0.8,0.0,31.55769912463251
7,Rupee Mc Graw,41214,Damien Smith,3d,0.0,7,10,15,37,25165.0,18,6,11,1,2025-10-16,06:37PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.2702702702702703,0.5,0.7,0.15,0.8,0.0,27.918851217902247
8,National Grid,22623,Tony Hinrichsen,3d,0.0,8,9,27,59,25895.0,39,7,101,1,2025-10-16,06:37PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.15254237288135594,0.5,0.7,0.15,0.8,0.0,27.968305638424468
1,Big Stretch,,Michael Giniotis,1d,0.0,1,0,0,0,0.0,FU,0,Mdn,2,2025-10-16,06:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.0,0.5,0.7,0.15,0.8,0.0,25.348297163848194
2,Discouraged,26281,Judith Hurley,2d,0.0,2,1,5,11,1885.0,9,3,3,2,2025-10-16,06:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.09090909090909091,1.0,0.7,0.15,0.8,0.0,25.604978982030016
4,Happy Hunter,,Zbigniew Wudarczyk,1b,0.0,4,0,0,0,0.0,FU,0,Mdn,2,2025-10-16,06:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.0,0.5,0.7,0.15,0.8,0.0,25.348297163848194
5,Gebrselassie,3322,Brenda Oakey,2d,0.0,5,0,4,4,1980.0,5,28,Mdn,2,2025-10-16,06:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.0,0.0,0.7,0.15,0.8,0.0,25.496297163848194
7,Hijinkery,,Michael Giniotis,1b,0.0,7,0,0,0,0.0,FU,0,Mdn,2,2025-10-16,06:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.0,0.5,0.7,0.15,0.8,0.0,25.348297163848194
8,Wilma's Our Girl,,Zbigniew Wudarczyk,1b,0.0,8,0,0,0,0.0,FU,0,Mdn,2,2025-10-16,06:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.0,0.5,0.7,0.15,0.8,0.0,25.348297163848194
9,Protege,,Michael Giniotis,1d,0.0,9,0,0,0,0.0,FU,0,Mdn,2,2025-10-16,06:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.0,0.5,0.7,0.15,0.8,0.0,25.348297163848194
5,Iron Atlas,13226,Kim Johnstone,4d,0.0,5,17,27,64,78085.0,15,6,45,3,2025-10-16,07:19PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.265625,0.5,0.7,0.15,0.8,0.0,33.20992216384819
1,Fantastic Spike,11164,Liz Chegia,4d,0.0,1,32,28,75,124280.0,76,6,20,4,2025-10-16,07:40PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.4266666666666667,0.5,0.7,0.15,0.8,0.0,37.86163049718152
3,Mallee Beauty,51111,Cameron Butcher,3b,0.0,3,26,3,35,93275.0,20,6,6,4,2025-10-16,07:40PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.7428571428571429,0.5,0.7,0.15,0.8,0.0,34.82436859241962
7,Wreaking Havoc,35631,Colin Swain,4d,0.0,7,14,18,62,34610.0,54,4,4,4,2025-10-16,07:40PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.22580645161290322,1.0,0.7,0.15,0.8,0.0,28.904458454170776
1,Disco Zorro,23453,Richard Pearce,3d,0.0,1,6,8,24,6430.0,22,8,60,5,2025-10-16,07:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.25,0.5,0.7,0.15,0.8,0.0,26.041297163848196
2,Red Emperor,72214,Nicole Price,3d,0.0,2,5,8,30,11692.0,31,6,17,5,2025-10-16,07:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.16666666666666666,0.5,0.7,0.15,0.8,0.0,26.55083049718153
3,Disco Homer,64142,Vadim Roz,3d,0.0,3,4,2,12,2880.0,6,23,100,5,2025-10-16,07:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.3333333333333333,0.0,0.7,0.15,0.8,0.0,25.65296383051486
4,Trophy Darts,41117,Paul Fagan,2d,0.0,4,5,4,20,5445.0,21,6,16,5,2025-10-16,07:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.25,0.5,0.7,0.15,0.8,0.0,25.942797163848194
5,Booterstown,12133,Raymond Fewings,2d,0.0,5,7,11,21,9955.0,12,7,20,5,2025-10-16,07:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.3333333333333333,0.5,0.7,0.15,0.8,0.0,26.41046383051486
6,Optimistic Reign,12612,Robyn MacKellar,2b,0.0,6,3,12,25,11155.0,26,4,8,5,2025-10-16,07:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.12,1.0,0.7,0.15,0.8,0.0,26.537797163848197
7,He's A Mensch,23146,Kim Johnstone,2d,0.0,7,1,8,22,4530.0,23,4,21,5,2025-10-16,07:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.045454545454545456,1.0,0.7,0.15,0.8,0.0,25.860388072939102
8,Capture My Soul,63322,Brenda Oakey,3b,0.0,8,6,29,67,21740.0,52,6,91,5,2025-10-16,07:58PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.08955223880597014,0.5,0.7,0.15,0.8,0.0,27.54020761160939
1,Ultimate,43332,Marcello Calicchio,4d,0.0,1,1,21,40,7760.0,18,9,590,6,2025-10-16,08:19PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.025,0.5,0.7,0.15,0.8,0.0,26.129297163848193
2,Nod Feeny,43445,Paul Fagan,2b,0.0,2,2,2,8,1580.0,9,6,52,6,2025-10-16,08:19PM,Angle Park,530,22.5,8.5,"[22.65, 22.52, 22.77]","[5.0, 6.3, 10.3]",0.1,1.0,84.80000000000001,62.35294117647059,0.10208928554075702,7.2,2.6500000000000004,0.25,0.5,0.7,0.15,0.8,0.0,25.556297163848196
