Track,Date,Race,Winner,2nd,3rd,4th
Dubbo,2025-12-01,1,2,5,4,6
Dubbo,2025-12-01,2,5,6,7,4
Dubbo,2025-12-01,3,5,8,2,1
Dubbo,2025-12-01,4,5,4,7,1
Dubbo,2025-12-01,5,1,4,7,2
Dubbo,2025-12-01,6,6,1,8,3
Dubbo,2025-12-01,7,5,6,4,8
Dubbo,2025-12-01,8,1,2,8,7
Dubbo,2025-12-01,9,5,7,4,3
Dubbo,2025-12-01,10,8,4,1,2
Nowra,2025-12-01,1,8,4,7,1
Nowra,2025-12-01,2,2,3,1,6
Nowra,2025-12-01,3,2,1,5,8
Nowra,2025-12-01,4,6,7,4,2
Nowra,2025-12-01,5,8,2,7,4
Nowra,2025-12-01,6,7,8,1,6
Nowra,2025-12-01,7,7,3,2,1
Nowra,2025-12-01,8,4,5,7,8
Nowra,2025-12-01,9,7,4,1,2
Nowra,2025-12-01,10,4,2,8,1
Nowra,2025-12-01,11,1,5,2,4
Maitland,2025-12-01,1,3,6,8,7
Maitland,2025-12-01,2,1,4,7,2
Maitland,2025-12-01,3,1,2,7,5
Maitland,2025-12-01,4,3,4,1,6
Maitland,2025-12-01,5,9,3,1,7
Maitland,2025-12-01,6,2,8,6,3
Maitland,2025-12-01,7,6,1,4,7
Maitland,2025-12-01,8,7,2,6,1
Maitland,2025-12-01,9,2,6,8,1
Maitland,2025-12-01,10,3,6,8,1
Healesville,2025-12-01,1,5,8,1,2
Healesville,2025-12-01,2,2,1,7,4
Healesville,2025-12-01,3,6,2,7,4
Healesville,2025-12-01,4,5,8,2,1
Healesville,2025-12-01,5,1,3,8,6
Healesville,2025-12-01,6,2,4,1,7
Healesville,2025-12-01,7,1,4,5,8
Healesville,2025-12-01,9,4,7,5,2
Healesville,2025-12-01,10,8,3,7,4
Healesville,2025-12-01,11,2,7,1,8
Healesville,2025-12-01,12,6,4,7,3
Warrnambool,2025-12-01,1,3,1,7,2
Warrnambool,2025-12-01,2,7,6,8,3
Warrnambool,2025-12-01,3,2,4,3,5
Warrnambool,2025-12-01,4,6,1,7,4
Warrnambool,2025-12-01,5,2,1,5,4
Warrnambool,2025-12-01,6,3,6,4,7
Warrnambool,2025-12-01,7,7,8,6,2
Warrnambool,2025-12-01,8,2,7,5,6
Warrnambool,2025-12-01,9,2,4,1,3
Warrnambool,2025-12-01,10,7,8,3,6
Warrnambool,2025-12-01,11,4,2,1,3
Warrnambool,2025-12-01,12,6,4,1,7
Ballarat,2025-12-01,1,4,6,1,3
Ballarat,2025-12-01,2,8,10,7,9
Ballarat,2025-12-01,3,1,2,8,6
Ballarat,2025-12-01,4,8,3,2,4
Ballarat,2025-12-01,5,8,6,5,4
Ballarat,2025-12-01,6,7,8,4,6
Ballarat,2025-12-01,7,3,1,6,5
Ballarat,2025-12-01,8,6,1,8,4
Ballarat,2025-12-01,9,1,6,2,7
Ballarat,2025-12-01,10,6,3,8,5
Ballarat,2025-12-01,11,1,7,2,5
Ballarat,2025-12-01,12,3,7,2,1
Shepparton,2025-12-01,1,3,7,2,4
Shepparton,2025-12-01,2,6,5,7,3
Shepparton,2025-12-01,3,2,1,7,8
Shepparton,2025-12-01,4,6,5,3,4
Shepparton,2025-12-01,5,7,3,10,1
Shepparton,2025-12-01,6,2,8,5,9
Shepparton,2025-12-01,7,7,3,8,1
Shepparton,2025-12-01,8,1,5,3,8
Shepparton,2025-12-01,9,8,7,6,2
Shepparton,2025-12-01,10,6,4,5,3
Shepparton,2025-12-01,11,6,3,5,7
Shepparton,2025-12-01,12,5,1,3,7
Angle Park,2025-12-01,1,2,7,1,8
