Track,Date,Race,Winner,2nd,3rd,4th
Richmond Straight,2026-06-25,1,3,8,7,6
Richmond Straight,2026-06-25,2,6,4,7,1
Richmond Straight,2026-06-25,3,1,2,7,4
Richmond Straight,2026-06-25,4,3,4,6,2
Richmond Straight,2026-06-25,5,6,1,2,5
Richmond Straight,2026-06-25,6,6,8,4,5
Richmond Straight,2026-06-25,7,6,5,4,7
Richmond Straight,2026-06-25,8,1,4,2,3
Richmond Straight,2026-06-25,9,1,8,7,2
Richmond Straight,2026-06-25,10,2,6,4,7
Richmond Straight,2026-06-25,11,2,4,5,7
Richmond Straight,2026-06-25,12,1,2,3,7
Casino,2026-06-25,1,8,7,6,4
Casino,2026-06-25,2,8,2,3,6
Casino,2026-06-25,3,7,1,4,2
Casino,2026-06-25,4,6,1,2,4
Casino,2026-06-25,5,4,1,6,2
Casino,2026-06-25,6,2,7,4,3
Casino,2026-06-25,7,10,3,1,5
Casino,2026-06-25,8,4,2,7,3
Casino,2026-06-25,9,1,2,3,7
Casino,2026-06-25,10,8,6,5,1
Casino,2026-06-25,11,4,2,1,8
Nowra,2026-06-25,1,7,1,3,4
Nowra,2026-06-25,2,7,8,4,5
Nowra,2026-06-25,3,1,5,2,4
Nowra,2026-06-25,4,7,6,1,3
Nowra,2026-06-25,5,3,2,8,7
Nowra,2026-06-25,6,1,4,3,8
Nowra,2026-06-25,7,2,1,8,4
Nowra,2026-06-25,8,7,8,6,1
Nowra,2026-06-25,9,5,4,1,2
Wentworth Park,2026-06-25,1,8,2,7,3
Wentworth Park,2026-06-25,2,6,4,2,3
Wentworth Park,2026-06-25,3,8,2,3,6
Wentworth Park,2026-06-25,4,1,2,7,3
Wentworth Park,2026-06-25,5,1,3,2,5
Wentworth Park,2026-06-25,6,8,2,3,1
Wentworth Park,2026-06-25,7,6,2,1,7
Wentworth Park,2026-06-25,8,1,3,8,4
Wentworth Park,2026-06-25,9,1,2,6,8
Wentworth Park,2026-06-25,10,7,2,4,5
Shepparton,2026-06-25,1,4,1,6,7
