Track,Date,Race,Winner,2nd,3rd,4th
Grafton,2025-12-16,1,2,8,7,1
Grafton,2025-12-16,2,8,1,7,5
Grafton,2025-12-16,3,1,4,2,8
Grafton,2025-12-16,4,8,1,7,4
Grafton,2025-12-16,5,4,8,7,1
Grafton,2025-12-16,6,8,7,2,4
Grafton,2025-12-16,7,6,8,7,1
Grafton,2025-12-16,8,5,6,8,3
Grafton,2025-12-16,9,4,2,3,6
Bulli,2025-12-16,1,2,3,4,8
Bulli,2025-12-16,2,1,8,4,2
Bulli,2025-12-16,3,3,2,6,7
Bulli,2025-12-16,4,2,1,4,7
Bulli,2025-12-16,5,7,3,4,5
Bulli,2025-12-16,6,1,7,8,3
Bulli,2025-12-16,7,4,1,5,8
Bulli,2025-12-16,8,4,1,7,3
Bulli,2025-12-16,9,2,1,6,4
Bulli,2025-12-16,10,2,4,7,5
Gosford,2025-12-16,1,8,2,4,1
Gosford,2025-12-16,2,3,1,7,4
Gosford,2025-12-16,3,8,5,4,3
Gosford,2025-12-16,4,5,7,8,2
Gosford,2025-12-16,5,3,4,8,7
Gosford,2025-12-16,6,5,6,1,7
Gosford,2025-12-16,7,6,7,8,4
Gosford,2025-12-16,8,8,6,7,3
Gosford,2025-12-16,9,2,6,7,8
Gosford,2025-12-16,10,4,7,8,1
Gosford,2025-12-16,11,7,2,3,1
Gosford,2025-12-16,12,6,4,1,2
Murray Bridge Straight,2025-12-16,1,1,3,5,7
Murray Bridge Straight,2025-12-16,2,2,8,1,6
Murray Bridge Straight,2025-12-16,3,4,8,2,6
Murray Bridge Straight,2025-12-16,4,3,1,5,7
Murray Bridge Straight,2025-12-16,5,6,8,4,1
Murray Bridge Straight,2025-12-16,6,4,2,1,6
Murray Bridge Straight,2025-12-16,7,2,8,4,7
Murray Bridge Straight,2025-12-16,8,2,1,4,7
Murray Bridge Straight,2025-12-16,9,1,3,7,5
Hobart,2025-12-16,1,2,8,6,7
Hobart,2025-12-16,2,1,2,5,8
Hobart,2025-12-16,3,8,6,1,5
Hobart,2025-12-16,4,1,8,3,6
Hobart,2025-12-16,5,6,7,1,3
Hobart,2025-12-16,6,1,8,3,7
Hobart,2025-12-16,7,8,2,6,7
Hobart,2025-12-16,8,1,2,3,8
Hobart,2025-12-16,9,3,6,1,2
Hobart,2025-12-16,10,5,7,4,8
Horsham,2025-12-16,1,2,6,9,4
Horsham,2025-12-16,2,4,1,8,2
Horsham,2025-12-16,3,8,7,6,4
Horsham,2025-12-16,4,1,4,8,2
Horsham,2025-12-16,5,6,2,7,4
Horsham,2025-12-16,6,1,2,4,3
Horsham,2025-12-16,7,3,2,1,4
Horsham,2025-12-16,8,3,5,6,4
Horsham,2025-12-16,9,1,4,2,5
Horsham,2025-12-16,10,2,1,5,8
Horsham,2025-12-16,11,2,5,1,7
Horsham,2025-12-16,12,2,8,1,4
Ladbrokes Q1 Lakeside,2025-12-16,1,8,5,7,2
Ladbrokes Q1 Lakeside,2025-12-16,2,2,4,8,7
Ladbrokes Q1 Lakeside,2025-12-16,3,8,3,2,6
Ladbrokes Q1 Lakeside,2025-12-16,4,4,6,7,2
