Track,Date,Race,Winner,2nd,3rd,4th
Richmond Straight,2026-05-28,1,ABD,,,
Richmond Straight,2026-05-28,2,ABD,,,
Richmond Straight,2026-05-28,3,ABD,,,
Richmond Straight,2026-05-28,4,ABD,,,
Richmond Straight,2026-05-28,5,ABD,,,
Richmond Straight,2026-05-28,6,ABD,,,
Richmond Straight,2026-05-28,7,ABD,,,
Richmond Straight,2026-05-28,8,ABD,,,
Richmond Straight,2026-05-28,9,ABD,,,
Richmond Straight,2026-05-28,10,ABD,,,
Richmond Straight,2026-05-28,11,ABD,,,
Ladbrokes Gardens,2026-05-28,1,8,4,2,1
Ladbrokes Gardens,2026-05-28,2,3,8,1,5
Ladbrokes Gardens,2026-05-28,3,7,1,6,2
Ladbrokes Gardens,2026-05-28,4,1,5,2,3
Ladbrokes Gardens,2026-05-28,5,5,2,1,8
Ladbrokes Gardens,2026-05-28,6,1,4,2,8
Ladbrokes Gardens,2026-05-28,7,6,1,3,4
Ladbrokes Gardens,2026-05-28,8,2,8,1,4
Ladbrokes Gardens,2026-05-28,9,1,8,7,5
Ladbrokes Gardens,2026-05-28,10,7,3,8,1
Ladbrokes Gardens,2026-05-28,11,3,2,7,5
Ladbrokes Gardens,2026-05-28,12,7,4,3,1
Nowra,2026-05-28,1,7,1,4,2
Nowra,2026-05-28,2,8,2,6,5
Nowra,2026-05-28,3,1,2,7,3
Nowra,2026-05-28,4,1,7,2,8
Nowra,2026-05-28,5,1,8,2,7
Nowra,2026-05-28,6,2,1,4,6
Nowra,2026-05-28,7,1,8,2,5
Nowra,2026-05-28,8,2,1,4,5
Wentworth Park,2026-05-28,1,5,1,4,8
Wentworth Park,2026-05-28,2,1,2,5,4
Wentworth Park,2026-05-28,3,6,1,3,5
Wentworth Park,2026-05-28,4,7,8,2,4
Wentworth Park,2026-05-28,5,2,7,8,5
Wentworth Park,2026-05-28,6,8,5,1,2
Wentworth Park,2026-05-28,7,5,8,2,7
Wentworth Park,2026-05-28,8,4,8,7,6
Shepparton,2026-05-28,1,7,2,6,4
Shepparton,2026-05-28,2,1,5,7,4
Shepparton,2026-05-28,3,1,2,7,8
Shepparton,2026-05-28,4,1,4,6,3
Shepparton,2026-05-28,5,7,4,3,1
Shepparton,2026-05-28,6,8,6,1,7
Shepparton,2026-05-28,7,3,5,4,6
Shepparton,2026-05-28,8,3,8,6,4
Shepparton,2026-05-28,9,1,2,7,3
Shepparton,2026-05-28,10,6,1,7,5
Shepparton,2026-05-28,11,2,8,7,4
Shepparton,2026-05-28,12,5,3,2,7
Ladbrokes Q Straight,2026-05-28,1,5,6,1,4
Ladbrokes Q Straight,2026-05-28,2,2,8,4,3
Ladbrokes Q Straight,2026-05-28,3,1,4,3,8
Ladbrokes Q Straight,2026-05-28,4,8,1,5,2
Ladbrokes Q Straight,2026-05-28,5,4,8,5,1
Ladbrokes Q Straight,2026-05-28,6,7,1,4,3
Ladbrokes Q Straight,2026-05-28,7,5,1,8,7
Ladbrokes Q Straight,2026-05-28,8,8,1,6,7
Ladbrokes Q Straight,2026-05-28,9,7,2,6,4
Ladbrokes Q Straight,2026-05-28,10,7,2,6,5
Ladbrokes Q Straight,2026-05-28,11,6,1,8,5
Ladbrokes Q Straight,2026-05-28,12,6,4,7,5
Mount Gambier,2026-05-28,1,1,8,6,2
Mount Gambier,2026-05-28,2,2,4,1,6
Mount Gambier,2026-05-28,3,2,8,4,1
