Track,Date,Race,Winner,2nd,3rd,4th
Grafton,2026-03-22,1,1,2,4,3
Grafton,2026-03-22,2,6,5,2,7
Grafton,2026-03-22,3,7,5,6,3
Grafton,2026-03-22,4,5,6,4,7
Grafton,2026-03-22,5,8,6,3,7
Grafton,2026-03-22,6,7,3,4,8
Grafton,2026-03-22,7,2,1,6,4
Grafton,2026-03-22,8,1,4,2,5
Grafton,2026-03-22,9,3,7,2,8
Grafton,2026-03-22,10,2,8,7,3
Grafton,2026-03-22,11,8,3,2,5
Grafton,2026-03-22,12,2,3,4,1
Richmond,2026-03-22,1,2,8,7,4
Richmond,2026-03-22,2,5,6,1,4
Richmond,2026-03-22,3,2,8,4,6
Richmond,2026-03-22,4,7,1,8,2
Richmond,2026-03-22,5,2,7,6,3
Richmond,2026-03-22,6,1,2,3,8
Richmond,2026-03-22,7,3,5,1,7
Richmond,2026-03-22,8,9,5,2,8
Richmond,2026-03-22,9,6,7,4,9
Richmond,2026-03-22,10,1,8,3,6
Richmond,2026-03-22,11,3,1,2,7
Broken Hill,2026-03-22,1,8,2,3,5
Broken Hill,2026-03-22,2,4,6,3,1
Broken Hill,2026-03-22,3,5,8,1,2
Broken Hill,2026-03-22,4,4,8,2,5
Broken Hill,2026-03-22,5,2,1,4,8
Broken Hill,2026-03-22,6,2,8,7,1
Broken Hill,2026-03-22,7,2,7,1,6
Broken Hill,2026-03-22,8,1,6,4,3
Healesville,2026-03-22,1,3,1,8,4
Healesville,2026-03-22,2,2,7,8,4
Healesville,2026-03-22,3,2,6,4,3
Healesville,2026-03-22,4,5,6,8,2
Healesville,2026-03-22,5,2,5,3,4
Healesville,2026-03-22,6,1,3,5,7
Healesville,2026-03-22,7,7,4,5,6
Healesville,2026-03-22,8,6,2,3,8
Healesville,2026-03-22,9,8,2,3,1
Healesville,2026-03-22,10,7,5,8,6
Healesville,2026-03-22,11,6,5,4,7
Healesville,2026-03-22,12,2,7,6,4
Mount Gambier,2026-03-22,1,7,9,8,2
Mount Gambier,2026-03-22,2,2,1,4,7
Mount Gambier,2026-03-22,3,1,2,8,4
Mount Gambier,2026-03-22,4,1,2,8,4
Mount Gambier,2026-03-22,5,3,8,7,4
Mount Gambier,2026-03-22,6,1,8,7,3
Mount Gambier,2026-03-22,7,4,2,7,1
Mount Gambier,2026-03-22,8,3,4,1,8
BetDeluxe Capalaba,2026-03-22,1,1,3,4,2
BetDeluxe Capalaba,2026-03-22,2,9,8,1,3
BetDeluxe Capalaba,2026-03-22,3,2,1,7,5
BetDeluxe Capalaba,2026-03-22,4,2,5,1,8
BetDeluxe Capalaba,2026-03-22,5,2,8,5,1
BetDeluxe Capalaba,2026-03-22,6,7,4,6,8
BetDeluxe Capalaba,2026-03-22,7,7,2,4,8
BetDeluxe Capalaba,2026-03-22,8,6,1,8,7
BetDeluxe Capalaba,2026-03-22,9,4,7,3,6
BetDeluxe Capalaba,2026-03-22,10,2,4,7,3
BetDeluxe Rockhampton,2026-03-22,1,5,7,1,4
BetDeluxe Rockhampton,2026-03-22,2,2,3,4,1
BetDeluxe Rockhampton,2026-03-22,3,8,4,3,6
BetDeluxe Rockhampton,2026-03-22,4,3,2,7,8
BetDeluxe Rockhampton,2026-03-22,5,4,2,3,6
BetDeluxe Rockhampton,2026-03-22,6,4,1,7,2
BetDeluxe Rockhampton,2026-03-22,7,8,1,2,5
BetDeluxe Rockhampton,2026-03-22,8,1,8,2,4
BetDeluxe Rockhampton,2026-03-22,9,4,3,6,7
Gawler,2026-03-22,1,1,2,3,4
Gawler,2026-03-22,2,1,5,8,4
Gawler,2026-03-22,3,4,1,2,7
Gawler,2026-03-22,4,1,2,6,4
Gawler,2026-03-22,5,1,3,2,4
Gawler,2026-03-22,6,1,3,4,5
Gawler,2026-03-22,7,3,1,4,5
Gawler,2026-03-22,8,1,9,2,6
Gawler,2026-03-22,9,8,6,1,4
Gawler,2026-03-22,10,1,2,7,5
Gawler,2026-03-22,11,6,2,8,4
Ladbrokes Q2 Parklands,2026-03-22,1,8,2,1,5
Ladbrokes Q2 Parklands,2026-03-22,2,8,6,4,1
Ladbrokes Q2 Parklands,2026-03-22,3,2,7,3,5
Ladbrokes Q2 Parklands,2026-03-22,4,8,4,3,1
Ladbrokes Q2 Parklands,2026-03-22,5,8,7,4,2
Ladbrokes Q2 Parklands,2026-03-22,6,3,4,8,7
Ladbrokes Q2 Parklands,2026-03-22,7,1,4,8,7
Ladbrokes Q2 Parklands,2026-03-22,8,2,5,8,1
Ladbrokes Q2 Parklands,2026-03-22,9,4,1,7,2
Ladbrokes Q2 Parklands,2026-03-22,10,2,7,4,5
Sale,2026-03-22,1,1,2,3,4
Sale,2026-03-22,2,8,5,3,4
Sale,2026-03-22,3,8,3,1,5
Sale,2026-03-22,4,2,6,8,7
Sale,2026-03-22,5,2,6,8,5
Sale,2026-03-22,6,1,7,9,5
Sale,2026-03-22,7,4,3,6,7
Sale,2026-03-22,8,1,8,6,2
Sale,2026-03-22,9,6,3,8,7
Sale,2026-03-22,10,6,5,7,10
Sale,2026-03-22,11,5,4,2,8
Sale,2026-03-22,12,1,8,2,3
Darwin,2026-03-22,1,2,5,4,8
Darwin,2026-03-22,2,2,6,8,1
Darwin,2026-03-22,3,7,4,5,2
Darwin,2026-03-22,4,8,7,1,3
Darwin,2026-03-22,5,8,2,1,4
Darwin,2026-03-22,6,2,8,1,4
Darwin,2026-03-22,7,5,8,1,4
Darwin,2026-03-22,8,5,7,8,2
