Track,Date,Race,Winner,2nd,3rd,4th
Nowra,2026-04-20,1,6,2,7,4
Nowra,2026-04-20,2,3,6,1,5
Nowra,2026-04-20,3,2,1,3,5
Nowra,2026-04-20,4,4,5,8,7
Nowra,2026-04-20,5,1,2,7,8
Nowra,2026-04-20,6,8,1,3,4
Nowra,2026-04-20,7,1,3,5,6
Nowra,2026-04-20,8,3,2,6,4
Nowra,2026-04-20,9,3,7,8,6
Nowra,2026-04-20,10,1,3,8,6
Nowra,2026-04-20,11,8,4,7,1
Nowra,2026-04-20,12,7,5,4,8
Maitland,2026-04-20,1,8,5,7,4
Maitland,2026-04-20,2,7,1,8,2
Maitland,2026-04-20,3,1,4,7,2
Maitland,2026-04-20,4,7,1,4,2
Maitland,2026-04-20,5,7,8,4,1
Maitland,2026-04-20,6,5,3,4,7
Maitland,2026-04-20,7,3,5,8,7
Maitland,2026-04-20,8,8,7,2,6
Maitland,2026-04-20,9,8,3,4,2
Maitland,2026-04-20,10,6,5,4,3
Maitland,2026-04-20,11,2,5,8,3
Maitland,2026-04-20,12,8,4,1,3
Ballarat,2026-04-20,1,5,4,7,6
Ballarat,2026-04-20,2,5,8,3,7
Ballarat,2026-04-20,3,5,6,8,7
Ballarat,2026-04-20,4,4,1,7,5
Ballarat,2026-04-20,5,9,2,6,8
Ballarat,2026-04-20,6,6,5,8,2
Ballarat,2026-04-20,7,1,6,2,4
Ballarat,2026-04-20,8,1,2,4,7
Ballarat,2026-04-20,9,1,8,3,7
Ballarat,2026-04-20,10,3,4,7,2
Ballarat,2026-04-20,11,7,1,3,8
Ballarat,2026-04-20,12,5,6,4,7
Shepparton,2026-04-20,1,2,8,1,6
Shepparton,2026-04-20,2,2,1,9,5
Shepparton,2026-04-20,3,1,4,8,7
Shepparton,2026-04-20,4,7,6,3,4
Shepparton,2026-04-20,5,1,3,2,4
Shepparton,2026-04-20,6,2,1,4,5
Shepparton,2026-04-20,7,8,5,7,3
Shepparton,2026-04-20,8,8,7,3,1
Shepparton,2026-04-20,9,2,1,6,8
Shepparton,2026-04-20,10,5,3,1,4
Shepparton,2026-04-20,11,3,2,1,5
Shepparton,2026-04-20,12,5,4,8,2
Warrnambool,2026-04-20,1,3,7,6,2
Warrnambool,2026-04-20,2,2,5,1,6
Warrnambool,2026-04-20,3,4,7,2,6
Warrnambool,2026-04-20,4,7,6,1,3
Warrnambool,2026-04-20,5,2,3,4,8
Warrnambool,2026-04-20,6,2,7,8,1
Warrnambool,2026-04-20,7,6,4,2,7
Warrnambool,2026-04-20,8,2,5,6,3
Warrnambool,2026-04-20,9,8,1,2,4
Warrnambool,2026-04-20,10,1,5,7,2
Warrnambool,2026-04-20,11,6,3,4,1
Warrnambool,2026-04-20,12,4,6,1,3
Northam,2026-04-20,1,4,1,2,7
Northam,2026-04-20,2,2,7,8,6
Northam,2026-04-20,3,2,3,8,4
Northam,2026-04-20,4,3,6,4,8
Northam,2026-04-20,5,1,3,8,2
Northam,2026-04-20,6,3,5,8,4
Northam,2026-04-20,7,1,3,7,5
Northam,2026-04-20,8,3,5,7,2
Northam,2026-04-20,9,2,8,3,4
Northam,2026-04-20,10,4,7,8,1
Q Straight,2026-04-20,1,6,4,3,7
Q Straight,2026-04-20,2,3,7,5,4
Q Straight,2026-04-20,3,4,1,3,6
Q Straight,2026-04-20,4,5,8,9,7
Q Straight,2026-04-20,5,4,3,7,8
Q Straight,2026-04-20,6,6,1,5,2
Q Straight,2026-04-20,7,3,1,2,8
Q Straight,2026-04-20,8,1,4,8,2
Q Straight,2026-04-20,9,3,2,8,1
Q Straight,2026-04-20,10,8,7,2,3
Q Straight,2026-04-20,11,8,3,5,1
Q Straight,2026-04-20,12,8,3,2,6
Angle Park,2026-04-20,1,1,6,2,8
Angle Park,2026-04-20,2,1,4,5,2
Angle Park,2026-04-20,3,1,2,7,5
Angle Park,2026-04-20,4,4,8,2,5
Angle Park,2026-04-20,5,7,2,3,1
Angle Park,2026-04-20,6,1,5,2,7
Angle Park,2026-04-20,7,1,3,6,8
Angle Park,2026-04-20,8,8,1,3,2
Angle Park,2026-04-20,9,4,2,6,1
Angle Park,2026-04-20,10,8,1,4,6
Angle Park,2026-04-20,11,1,8,4,6
Sandown,2026-04-20,1,7,6,8,5
Sandown,2026-04-20,2,1,3,7,2
Sandown,2026-04-20,3,5,7,2,4
Sandown,2026-04-20,4,1,4,5,8
Sandown,2026-04-20,5,1,4,2,8
Sandown,2026-04-20,6,6,1,8,3
Sandown,2026-04-20,7,6,1,2,4
Sandown,2026-04-20,8,2,4,1,5
Sandown,2026-04-20,9,8,2,1,5
Sandown,2026-04-20,10,3,7,2,1
Launceston,2026-04-20,1,6,2,5,8
Launceston,2026-04-20,2,6,4,1,3
Launceston,2026-04-20,3,6,7,1,5
Launceston,2026-04-20,4,2,3,4,1
Launceston,2026-04-20,5,3,4,7,1
Launceston,2026-04-20,6,8,7,4,2
Launceston,2026-04-20,7,5,1,2,4
Launceston,2026-04-20,8,8,6,7,5
Launceston,2026-04-20,9,5,8,2,7
Launceston,2026-04-20,10,1,7,6,2
