Track,Date,Race,Winner,2nd,3rd,4th
Bendigo,2026-05-06,1,5,7,2,3
Bendigo,2026-05-06,2,1,4,8,2
Bendigo,2026-05-06,3,7,6,8,2
Bendigo,2026-05-06,4,6,3,4,5
Bendigo,2026-05-06,5,1,6,2,3
Bendigo,2026-05-06,6,1,8,3,5
Bendigo,2026-05-06,7,4,2,7,8
Bendigo,2026-05-06,8,8,5,1,6
Bendigo,2026-05-06,9,2,5,4,1
Bendigo,2026-05-06,10,7,8,5,6
Bendigo,2026-05-06,11,4,2,1,8
Bendigo,2026-05-06,12,1,3,7,5
Cannington,2026-05-06,1,1,5,2,8
Cannington,2026-05-06,2,2,1,4,5
Cannington,2026-05-06,3,2,7,5,8
Cannington,2026-05-06,4,3,6,1,4
Cannington,2026-05-06,5,7,4,2,1
Cannington,2026-05-06,6,5,6,7,4
Cannington,2026-05-06,7,2,3,1,5
Cannington,2026-05-06,8,5,1,2,3
Cannington,2026-05-06,9,5,2,1,4
Cannington,2026-05-06,10,1,2,4,10
Cannington,2026-05-06,11,7,1,4,5
Cannington,2026-05-06,12,1,7,2,8
Darwin,2026-05-06,1,1,2,7,4
Darwin,2026-05-06,2,3,2,8,7
Darwin,2026-05-06,3,6,4,2,8
Darwin,2026-05-06,4,2,4,8,1
Darwin,2026-05-06,5,4,6,1,2
Gunnedah,2026-05-06,1,4,5,1,2
Gunnedah,2026-05-06,2,5,1,6,8
Gunnedah,2026-05-06,3,8,6,2,3
Gunnedah,2026-05-06,4,6,2,1,4
Gunnedah,2026-05-06,5,3,7,4,1
Gunnedah,2026-05-06,6,4,8,7,5
Gunnedah,2026-05-06,7,6,7,8,5
Gunnedah,2026-05-06,8,5,1,3,6
Gunnedah,2026-05-06,9,6,3,4,8
Gunnedah,2026-05-06,10,5,8,4,1
Gunnedah,2026-05-06,11,5,1,2,3
Gunnedah,2026-05-06,12,7,3,5,9
Meadows,2026-05-06,1,8,5,2,4
Meadows,2026-05-06,2,5,2,1,8
Meadows,2026-05-06,3,7,5,1,4
Meadows,2026-05-06,4,1,5,7,8
Meadows,2026-05-06,5,4,5,7,8
Meadows,2026-05-06,6,8,5,2,1
Meadows,2026-05-06,7,1,8,3,6
Meadows,2026-05-06,8,8,7,6,1
Meadows,2026-05-06,9,6,2,4,8
Meadows,2026-05-06,10,4,1,8,6
Murray Bridge Straight,2026-05-06,1,5,7,3,1
Murray Bridge Straight,2026-05-06,2,7,1,3,5
Murray Bridge Straight,2026-05-06,3,8,1,2,4
Murray Bridge Straight,2026-05-06,4,3,5,7,1
Murray Bridge Straight,2026-05-06,5,8,6,4,1
Murray Bridge Straight,2026-05-06,6,6,1,8,2
Murray Bridge Straight,2026-05-06,7,8,4,6,1
Murray Bridge Straight,2026-05-06,8,7,4,8,1
Murray Bridge Straight,2026-05-06,9,1,7,3,5
Q Lakeside,2026-05-06,1,4,1,2,6
Q Lakeside,2026-05-06,2,3,1,4,8
Q Lakeside,2026-05-06,3,2,7,6,8
Q Lakeside,2026-05-06,4,4,7,6,9
Q Lakeside,2026-05-06,5,6,3,1,7
Q Lakeside,2026-05-06,6,4,6,3,7
Q Lakeside,2026-05-06,7,1,7,3,8
Q Lakeside,2026-05-06,8,5,6,2,1
Q Lakeside,2026-05-06,9,8,3,4,6
Q Lakeside,2026-05-06,10,3,8,6,9
Q Lakeside,2026-05-06,11,6,1,7,3
Q Lakeside,2026-05-06,12,3,2,5,1
Richmond,2026-05-06,1,6,3,1,8
Richmond,2026-05-06,2,1,4,6,2
Richmond,2026-05-06,3,2,8,5,4
Richmond,2026-05-06,4,2,1,8,6
Richmond,2026-05-06,5,1,2,6,4
Richmond,2026-05-06,6,5,4,7,3
Richmond,2026-05-06,7,4,7,6,8
Richmond,2026-05-06,8,2,1,3,8
Richmond,2026-05-06,9,1,7,4,2
Richmond,2026-05-06,10,1,6,4,7
Richmond,2026-05-06,11,6,7,3,8
Richmond,2026-05-06,12,4,8,5,1
Rockhampton,2026-05-06,1,1,5,2,4
Rockhampton,2026-05-06,2,8,4,7,6
Rockhampton,2026-05-06,3,8,1,4,6
Rockhampton,2026-05-06,4,5,2,1,8
Rockhampton,2026-05-06,5,2,1,4,8
Rockhampton,2026-05-06,6,1,2,8,3
Rockhampton,2026-05-06,7,1,3,2,7
Rockhampton,2026-05-06,8,7,1,2,3
Rockhampton,2026-05-06,9,2,1,4,6
Rockhampton,2026-05-06,10,3,6,8,7
Sale,2026-05-06,1,5,7,3,4
Sale,2026-05-06,2,7,2,4,8
Sale,2026-05-06,3,1,4,8,5
Sale,2026-05-06,4,2,5,6,3
Sale,2026-05-06,5,1,2,8,3
Sale,2026-05-06,6,3,2,4,8
Sale,2026-05-06,7,7,2,6,3
Sale,2026-05-06,8,8,4,3,6
Sale,2026-05-06,9,5,4,1,8
Sale,2026-05-06,10,2,4,8,5
Sale,2026-05-06,11,8,1,5,6
