Track,Date,Race,Winner,2nd,3rd,4th
Dubbo,2026-05-30,1,6,7,8,2
Dubbo,2026-05-30,2,7,4,6,2
Dubbo,2026-05-30,3,1,6,2,8
Dubbo,2026-05-30,4,1,7,2,3
Dubbo,2026-05-30,5,7,2,1,5
Dubbo,2026-05-30,6,8,2,6,5
Dubbo,2026-05-30,7,3,2,6,7
Dubbo,2026-05-30,9,4,8,2,6
Dubbo,2026-05-30,10,8,2,5,4
Dubbo,2026-05-30,11,6,4,7,5
Dubbo,2026-05-30,12,6,7,1,3
The Gardens,2026-05-30,1,1,8,2,3
The Gardens,2026-05-30,2,5,2,4,1
The Gardens,2026-05-30,3,4,6,8,2
The Gardens,2026-05-30,4,2,1,6,7
The Gardens,2026-05-30,5,4,1,2,6
The Gardens,2026-05-30,6,2,7,1,3
The Gardens,2026-05-30,7,8,7,1,4
The Gardens,2026-05-30,9,2,1,5,6
The Gardens,2026-05-30,10,4,2,8,3
The Gardens,2026-05-30,11,6,1,5,4
The Gardens,2026-05-30,12,1,3,2,5
The Gardens,2026-05-30,13,7,2,4,8
Wentworth Park,2026-05-30,1,7,5,2,4
Wentworth Park,2026-05-30,2,3,6,5,2
Wentworth Park,2026-05-30,3,1,4,3,7
Wentworth Park,2026-05-30,4,3,2,1,8
Wentworth Park,2026-05-30,5,1,2,8,6
Wentworth Park,2026-05-30,6,7,1,4,6
Wentworth Park,2026-05-30,7,1,2,3,6
Wentworth Park,2026-05-30,9,6,1,8,2
Wentworth Park,2026-05-30,10,3,2,8,7
Wentworth Park,2026-05-30,11,6,1,2,8
Q Parklands,2026-05-30,1,5,8,7,1
Q Parklands,2026-05-30,2,4,7,5,8
Q Parklands,2026-05-30,3,1,2,7,5
Q Parklands,2026-05-30,4,4,6,8,7
Q Parklands,2026-05-30,5,1,6,4,8
Q Parklands,2026-05-30,6,3,4,6,8
Q Parklands,2026-05-30,7,8,5,4,2
Q Parklands,2026-05-30,9,3,2,1,6
Q Parklands,2026-05-30,10,4,2,5,6
Q Parklands,2026-05-30,11,3,1,2,4
Q Parklands,2026-05-30,12,3,1,2,8
Q Parklands,2026-05-30,13,3,1,4,6
Ballarat,2026-05-30,1,1,4,7,6
Ballarat,2026-05-30,2,1,6,5,7
Ballarat,2026-05-30,3,2,1,7,4
Ballarat,2026-05-30,4,6,2,7,5
Ballarat,2026-05-30,5,4,1,8,2
Ballarat,2026-05-30,6,4,2,7,8
Ballarat,2026-05-30,7,3,1,6,4
Ballarat,2026-05-30,9,2,6,4,3
Ballarat,2026-05-30,10,8,2,3,5
Ballarat,2026-05-30,11,1,3,2,8
Ballarat,2026-05-30,12,7,3,5,1
Ballarat,2026-05-30,13,5,3,1,4
Meadows,2026-05-30,1,7,6,2,1
Meadows,2026-05-30,2,2,8,6,1
Meadows,2026-05-30,3,1,6,4,3
Meadows,2026-05-30,4,3,2,4,1
Meadows,2026-05-30,5,7,5,3,2
Meadows,2026-05-30,6,8,3,2,7
Meadows,2026-05-30,7,8,6,1,2
Meadows,2026-05-30,9,6,1,7,4
Meadows,2026-05-30,10,7,6,1,3
Meadows,2026-05-30,11,4,1,7,8
Meadows,2026-05-30,12,7,8,4,5
Meadows,2026-05-30,13,2,9,5,6
Cannington,2026-05-30,1,5,7,8,6
Cannington,2026-05-30,2,2,3,1,5
Cannington,2026-05-30,3,5,1,7,2
Cannington,2026-05-30,4,4,3,5,1
Cannington,2026-05-30,5,1,4,3,5
Cannington,2026-05-30,6,6,1,8,7
Cannington,2026-05-30,7,5,6,1,7
Cannington,2026-05-30,9,2,4,5,6
Cannington,2026-05-30,10,1,2,5,8
Cannington,2026-05-30,11,1,8,6,4
Cannington,2026-05-30,12,1,6,8,4
