Track,Date,Race,Winner,2nd,3rd,4th
GRAFTON,2026-01-20,1,4,1,8,6.0
GRAFTON,2026-01-20,2,8,3,5,1.0
GRAFTON,2026-01-20,3,4,5,1,2.0
GRAFTON,2026-01-20,4,3,1,4,2.0
GRAFTON,2026-01-20,5,7,6,4,3.0
GRAFTON,2026-01-20,6,4,2,8,3.0
GRAFTON,2026-01-20,7,4,1,8,7.0
GRAFTON,2026-01-20,8,2,1,3,8.0
GRAFTON,2026-01-20,9,5,4,1,6.0
GRAFTON,2026-01-20,10,1,6,3,5.0
TEMORA,2026-01-20,1,1,7,2,6.0
TEMORA,2026-01-20,2,1,8,5,6.0
TEMORA,2026-01-20,3,7,5,2,1.0
TEMORA,2026-01-20,4,7,1,4,3.0
TEMORA,2026-01-20,5,5,2,1,4.0
TEMORA,2026-01-20,6,5,6,8,3.0
TEMORA,2026-01-20,7,8,7,3,6.0
TEMORA,2026-01-20,8,3,6,8,7.0
TEMORA,2026-01-20,9,3,8,7,6.0
TEMORA,2026-01-20,10,1,6,3,7.0
TEMORA,2026-01-20,11,1,6,8,2.0
TEMORA,2026-01-20,12,1,8,4,3.0
GOSFORD,2026-01-20,1,8,4,2,3.0
GOSFORD,2026-01-20,2,3,8,5,1.0
GOSFORD,2026-01-20,3,8,2,7,1.0
GOSFORD,2026-01-20,4,1,2,5,8.0
GOSFORD,2026-01-20,5,9,6,4,7.0
GOSFORD,2026-01-20,6,5,4,2,7.0
GOSFORD,2026-01-20,7,8,1,2,5.0
GOSFORD,2026-01-20,8,3,1,4,6.0
GOSFORD,2026-01-20,9,4,2,6,3.0
GOSFORD,2026-01-20,10,2,8,6,5.0
GOSFORD,2026-01-20,11,8,6,5,7.0
MURRAY BRIDGE STRAIGHT,2026-01-20,1,3,1,7,
MURRAY BRIDGE STRAIGHT,2026-01-20,2,2,7,8,1.0
MURRAY BRIDGE STRAIGHT,2026-01-20,3,2,1,8,4.0
MURRAY BRIDGE STRAIGHT,2026-01-20,4,6,4,1,2.0
MURRAY BRIDGE STRAIGHT,2026-01-20,5,8,4,1,2.0
MURRAY BRIDGE STRAIGHT,2026-01-20,6,2,8,5,7.0
MURRAY BRIDGE STRAIGHT,2026-01-20,7,2,4,5,8.0
MURRAY BRIDGE STRAIGHT,2026-01-20,8,1,5,8,4.0
MURRAY BRIDGE STRAIGHT,2026-01-20,9,6,8,1,2.0
MURRAY BRIDGE STRAIGHT,2026-01-20,10,2,6,4,8.0
LAUNCESTON,2026-01-20,1,5,2,1,4.0
LAUNCESTON,2026-01-20,2,2,3,4,6.0
LAUNCESTON,2026-01-20,3,5,6,3,4.0
LAUNCESTON,2026-01-20,4,6,3,1,7.0
LAUNCESTON,2026-01-20,5,1,7,6,8.0
LAUNCESTON,2026-01-20,6,6,2,7,5.0
LAUNCESTON,2026-01-20,7,2,8,7,1.0
LAUNCESTON,2026-01-20,8,7,5,1,4.0
LAUNCESTON,2026-01-20,9,5,7,2,3.0
LAUNCESTON,2026-01-20,10,2,5,8,9.0
BENDIGO,2026-01-20,1,4,2,1,5.0
BENDIGO,2026-01-20,2,5,1,6,8.0
BENDIGO,2026-01-20,3,1,7,2,6.0
BENDIGO,2026-01-20,4,8,3,2,7.0
BENDIGO,2026-01-20,5,1,7,4,2.0
BENDIGO,2026-01-20,6,3,2,8,7.0
BENDIGO,2026-01-20,7,2,8,6,1.0
BENDIGO,2026-01-20,8,1,4,3,5.0
BENDIGO,2026-01-20,9,5,1,8,2.0
BENDIGO,2026-01-20,10,2,3,1,6.0
BENDIGO,2026-01-20,11,7,6,2,3.0
BENDIGO,2026-01-20,12,3,2,8,7.0
GEELONG,2026-01-20,1,1,8,3,7.0
GEELONG,2026-01-20,2,1,4,3,7.0
GEELONG,2026-01-20,3,2,3,4,1.0
GEELONG,2026-01-20,4,6,2,7,1.0
GEELONG,2026-01-20,5,7,3,1,6.0
GEELONG,2026-01-20,6,8,1,5,4.0
GEELONG,2026-01-20,7,1,5,4,8.0
GEELONG,2026-01-20,8,8,1,7,6.0
GEELONG,2026-01-20,9,4,8,6,7.0
GEELONG,2026-01-20,10,3,8,7,6.0
GEELONG,2026-01-20,11,2,3,1,4.0
GEELONG,2026-01-20,12,8,7,1,4.0
LADBROKES Q1 LAKESIDE,2026-01-20,1,1,7,3,5.0
LADBROKES Q1 LAKESIDE,2026-01-20,2,4,3,6,1.0
LADBROKES Q1 LAKESIDE,2026-01-20,3,1,5,3,8.0
LADBROKES Q1 LAKESIDE,2026-01-20,4,3,6,7,5.0
LADBROKES Q1 LAKESIDE,2026-01-20,5,2,3,6,1.0
LADBROKES Q1 LAKESIDE,2026-01-20,6,7,2,8,1.0
LADBROKES Q1 LAKESIDE,2026-01-20,7,8,2,3,5.0
LADBROKES Q1 LAKESIDE,2026-01-20,8,6,5,3,8.0
LADBROKES Q1 LAKESIDE,2026-01-20,9,1,5,7,3.0
LADBROKES Q1 LAKESIDE,2026-01-20,10,8,2,1,7.0
ANGLE PARK,2026-01-20,1,2,8,7,1.0
ANGLE PARK,2026-01-20,2,7,4,2,5.0
ANGLE PARK,2026-01-20,3,2,5,1,7.0
ANGLE PARK,2026-01-20,4,2,4,1,7.0
ANGLE PARK,2026-01-20,5,1,8,5,7.0
ANGLE PARK,2026-01-20,6,1,4,2,7.0
ANGLE PARK,2026-01-20,7,5,2,1,7.0
ANGLE PARK,2026-01-20,8,4,7,5,2.0
ANGLE PARK,2026-01-20,9,5,8,2,4.0
ANGLE PARK,2026-01-20,10,2,4,7,5.0
WARRAGUL,2026-01-20,1,1,2,4,3.0
WARRAGUL,2026-01-20,2,1,7,2,8.0
WARRAGUL,2026-01-20,3,4,8,5,2.0
WARRAGUL,2026-01-20,4,4,2,8,3.0
WARRAGUL,2026-01-20,5,8,6,1,5.0
WARRAGUL,2026-01-20,6,6,9,2,5.0
WARRAGUL,2026-01-20,7,6,2,7,9.0
WARRAGUL,2026-01-20,8,8,7,6,1.0
WARRAGUL,2026-01-20,9,1,8,9,3.0
WARRAGUL,2026-01-20,10,1,8,7,6.0
WARRAGUL,2026-01-20,11,7,1,8,2.0
WARRAGUL,2026-01-20,12,6,5,8,4.0
BET NATION TOWNSVILLE,2026-01-20,1,4,7,1,2.0
BET NATION TOWNSVILLE,2026-01-20,2,4,6,8,7.0
BET NATION TOWNSVILLE,2026-01-20,3,7,6,2,8.0
BET NATION TOWNSVILLE,2026-01-20,4,2,7,3,8.0
BET NATION TOWNSVILLE,2026-01-20,5,1,4,2,3.0
BET NATION TOWNSVILLE,2026-01-20,6,8,6,1,4.0
BET NATION TOWNSVILLE,2026-01-20,7,4,7,3,6.0
BET NATION TOWNSVILLE,2026-01-20,8,9,6,7,1.0
BET NATION TOWNSVILLE,2026-01-20,9,8,7,1,5.0
BET NATION TOWNSVILLE,2026-01-20,10,8,1,4,5.0
BET NATION TOWNSVILLE,2026-01-20,11,2,7,1,5.0
BET NATION TOWNSVILLE,2026-01-20,12,1,8,2,4.0
MANDURAH,2026-01-20,1,4,2,1,7.0
MANDURAH,2026-01-20,2,5,4,8,6.0
MANDURAH,2026-01-20,3,5,1,7,4.0
MANDURAH,2026-01-20,4,1,8,2,3.0
MANDURAH,2026-01-20,5,8,6,1,5.0
MANDURAH,2026-01-20,6,5,8,2,6.0
MANDURAH,2026-01-20,7,6,1,8,9.0
MANDURAH,2026-01-20,8,2,8,5,1.0
MANDURAH,2026-01-20,9,2,7,4,5.0
