Track,Date,Race,Winner,2nd,3rd,4th
Wagga,2025-12-29,R1,1,6,7,3
Wagga,2025-12-29,R2,1,8,4,2
Wagga,2025-12-29,R3,7,5,8,1
Wagga,2025-12-29,R4,3,8,6,7
Wagga,2025-12-29,R5,3,1,8,4
Wagga,2025-12-29,R6,6,3,2,4
Wagga,2025-12-29,R7,6,5,7,3
Wagga,2025-12-29,R8,3,4,2,1
Wagga,2025-12-29,R9,3,4,7,2
Wagga,2025-12-29,R10,6,5,8,7
Nowra,2025-12-29,R1,5,4,6,7
Nowra,2025-12-29,R2,2,3,8,1
Nowra,2025-12-29,R3,5,8,1,2
Nowra,2025-12-29,R4,2,8,6,5
Nowra,2025-12-29,R5,5,1,6,2
Nowra,2025-12-29,R6,5,2,8,6
Nowra,2025-12-29,R7,6,1,4,5
Nowra,2025-12-29,R8,4,5,7,1
Nowra,2025-12-29,R9,1,4,2,3
Nowra,2025-12-29,R10,7,6,8,1
Nowra,2025-12-29,R11,2,6,1,7
Nowra,2025-12-29,R12,5,2,1,7
Maitland,2025-12-29,R1,6,2,7,3
Maitland,2025-12-29,R2,8,1,4,2
Maitland,2025-12-29,R3,5,1,3,2
Maitland,2025-12-29,R4,7,1,8,2
Maitland,2025-12-29,R5,8,6,2,1
Maitland,2025-12-29,R6,6,5,8,7
Maitland,2025-12-29,R7,7,8,5,3
Maitland,2025-12-29,R8,5,3,4,8
Maitland,2025-12-29,R9,7,1,8,2
Maitland,2025-12-29,R10,2,6,5,7
Ballarat,2025-12-29,R1,3,2,4,1
Ballarat,2025-12-29,R2,2,5,3,1
Ballarat,2025-12-29,R3,4,5,3,2
Ballarat,2025-12-29,R4,3,1,4,2
Ballarat,2025-12-29,R5,4,1,3,2
Ballarat,2025-12-29,R6,6,1,8,9
Ballarat,2025-12-29,R7,2,1,7,8
Ballarat,2025-12-29,R8,1,6,8,3
Ballarat,2025-12-29,R9,2,1,9,3
Ballarat,2025-12-29,R10,2,6,3,8
Ballarat,2025-12-29,R11,4,7,2,8
Ballarat,2025-12-29,R12,8,7,2,4
Shepparton,2025-12-29,R2,7,3,2,6
Shepparton,2025-12-29,R3,2,3,4,8
Shepparton,2025-12-29,R4,2,1,6,3
Shepparton,2025-12-29,R5,2,8,5,3
Shepparton,2025-12-29,R6,3,6,5,8
Shepparton,2025-12-29,R7,6,8,5,1
Shepparton,2025-12-29,R8,8,7,4,3
Shepparton,2025-12-29,R9,5,4,8,1
Shepparton,2025-12-29,R10,6,1,5,8
Shepparton,2025-12-29,R11,8,9,5,10
Shepparton,2025-12-29,R12,1,4,9,5
Warrnambool,2025-12-29,R1,6,5,3,8
Warrnambool,2025-12-29,R2,4,5,1,2
Warrnambool,2025-12-29,R3,1,5,2,4
Warrnambool,2025-12-29,R4,8,3,1,7
Warrnambool,2025-12-29,R5,2,7,6,8
Warrnambool,2025-12-29,R6,3,4,6,2
Warrnambool,2025-12-29,R7,6,8,1,2
Warrnambool,2025-12-29,R8,8,7,1,3
Warrnambool,2025-12-29,R9,6,2,4,1
Warrnambool,2025-12-29,R10,2,3,8,6
Warrnambool,2025-12-29,R11,6,4,8,3
Warrnambool,2025-12-29,R12,1,8,4,2
Sandown,2025-12-29,R1,5,4,1,2
Sandown,2025-12-29,R2,2,5,7,1
Sandown,2025-12-29,R3,8,7,4,1
Sandown,2025-12-29,R4,2,4,6,1
Sandown,2025-12-29,R5,2,7,1,3
Sandown,2025-12-29,R6,2,1,3,8
Sandown,2025-12-29,R7,3,4,1,5
Sandown,2025-12-29,R8,4,2,1,3
Sandown,2025-12-29,R9,2,7,4,5
Sandown,2025-12-29,R10,1,7,2,8
Sandown,2025-12-29,R11,2,1,7,8
Launceston,2025-12-29,R1,2,3,1,4
Launceston,2025-12-29,R2,8,2,3,6
Launceston,2025-12-29,R3,3,1,7,8
Launceston,2025-12-29,R4,5,1,3,6
Launceston,2025-12-29,R5,1,4,7,8
Launceston,2025-12-29,R6,1,2,8,3
Launceston,2025-12-29,R7,1,2,7,4
Launceston,2025-12-29,R8,4,3,5,8
Launceston,2025-12-29,R9,3,2,1,6
Launceston,2025-12-29,R10,2,4,8,7
Launceston,2025-12-29,R11,4,1,2,5
Ladbrokes Q2 Parklands,2025-12-29,R1,5,7,1,8
Ladbrokes Q2 Parklands,2025-12-29,R2,8,2,4,1
Ladbrokes Q2 Parklands,2025-12-29,R3,1,8,6,7
Ladbrokes Q2 Parklands,2025-12-29,R4,4,8,2,1
Ladbrokes Q2 Parklands,2025-12-29,R5,2,1,8,3
Ladbrokes Q2 Parklands,2025-12-29,R6,1,8,7,4
Ladbrokes Q2 Parklands,2025-12-29,R7,8,2,4,1
Ladbrokes Q2 Parklands,2025-12-29,R8,2,7,1,4
Ladbrokes Q2 Parklands,2025-12-29,R9,7,6,1,8
Angle Park,2025-12-29,R1,7,3,5,1
Angle Park,2025-12-29,R2,2,6,8,1
Angle Park,2025-12-29,R3,8,2,1,6
Angle Park,2025-12-29,R4,2,1,4,7
Angle Park,2025-12-29,R5,4,8,1,5
Angle Park,2025-12-29,R6,5,7,8,2
Angle Park,2025-12-29,R7,8,6,4,1
Angle Park,2025-12-29,R8,1,7,5,4
Mandurah,2025-12-29,R1,1,8,3,4
Mandurah,2025-12-29,R2,6,5,3,7
Mandurah,2025-12-29,R3,6,3,7,5
Mandurah,2025-12-29,R4,6,8,4,5
Mandurah,2025-12-29,R5,8,1,3,2
Mandurah,2025-12-29,R6,2,4,6,1
Mandurah,2025-12-29,R7,2,1,5,8
Mandurah,2025-12-29,R8,3,2,7,4
Mandurah,2025-12-29,R9,3,8,7,1
Mandurah,2025-12-29,R10,4,8,1,3
Mandurah,2025-12-29,R11,1,5,4,2
Mandurah,2025-12-29,R12,3,4,2,6
