Track,Date,Race,Winner,2nd,3rd,4th
Grafton,2026-03-17,1,1,2,3,6
Grafton,2026-03-17,2,7,8,5,2
Grafton,2026-03-17,3,2,1,8,5
Grafton,2026-03-17,4,7,1,2,8
Grafton,2026-03-17,5,7,6,4,8
Grafton,2026-03-17,6,5,2,1,4
Grafton,2026-03-17,7,7,2,5,4
Grafton,2026-03-17,8,3,8,2,5
Grafton,2026-03-17,9,1,5,4,2
Grafton,2026-03-17,10,3,5,1,2
Grafton,2026-03-17,11,2,8,7,1
Bulli,2026-03-17,1,7,4,1,8
Bulli,2026-03-17,2,7,2,8,6
Bulli,2026-03-17,3,5,4,1,2
Bulli,2026-03-17,4,7,8,6,4
Bulli,2026-03-17,5,1,8,6,3
Bulli,2026-03-17,6,2,6,1,7
Bulli,2026-03-17,7,1,5,6,3
Bulli,2026-03-17,8,1,2,8,4
Gosford,2026-03-17,1,6,8,3,1
Gosford,2026-03-17,2,7,1,3,8
Gosford,2026-03-17,3,1,7,8,5
Gosford,2026-03-17,4,2,1,7,3
Gosford,2026-03-17,5,3,7,5,6
Gosford,2026-03-17,6,2,6,4,5
Gosford,2026-03-17,7,3,4,5,6
Gosford,2026-03-17,8,3,6,1,7
Gosford,2026-03-17,9,1,2,5,8
Gosford,2026-03-17,10,8,7,1,2
Gosford,2026-03-17,11,2,7,4,6
Hobart,2026-03-17,1,8,5,7,2
Hobart,2026-03-17,2,7,8,6,1
Hobart,2026-03-17,3,4,3,7,1
Hobart,2026-03-17,4,2,8,6,3
Hobart,2026-03-17,5,1,4,7,6
Hobart,2026-03-17,6,2,4,5,6
Hobart,2026-03-17,7,7,1,6,2
Hobart,2026-03-17,8,7,6,4,3
Hobart,2026-03-17,9,1,4,3,6
Hobart,2026-03-17,10,2,6,7,8
Horsham,2026-03-17,1,4,1,6,8
Horsham,2026-03-17,2,1,5,2,4
Horsham,2026-03-17,3,2,4,5,8
Horsham,2026-03-17,4,1,5,2,8
Horsham,2026-03-17,5,1,4,2,3
Horsham,2026-03-17,6,5,1,8,7
Horsham,2026-03-17,7,3,1,2,6
Horsham,2026-03-17,8,6,3,2,1
Horsham,2026-03-17,9,6,1,7,4
Horsham,2026-03-17,10,6,2,4,5
Horsham,2026-03-17,11,7,2,5,8
Horsham,2026-03-17,12,1,8,6,5
Geelong,2026-03-17,1,1,8,3,2
Geelong,2026-03-17,2,8,4,6,7
Geelong,2026-03-17,3,6,4,1,2
Geelong,2026-03-17,4,6,1,8,7
Geelong,2026-03-17,5,8,4,2,6
Geelong,2026-03-17,6,2,6,7,3
Geelong,2026-03-17,7,6,3,1,7
Geelong,2026-03-17,8,6,1,8,7
Geelong,2026-03-17,9,7,3,4,8
Geelong,2026-03-17,10,5,7,8,1
Geelong,2026-03-17,11,2,6,8,1
Geelong,2026-03-17,12,2,7,1,5
Ladbrokes Q1 Lakeside,2026-03-17,1,1,3,2,7
Ladbrokes Q1 Lakeside,2026-03-17,2,7,4,2,3
Ladbrokes Q1 Lakeside,2026-03-17,3,4,8,1,5
Ladbrokes Q1 Lakeside,2026-03-17,4,7,6,8,4
Ladbrokes Q1 Lakeside,2026-03-17,5,1,3,2,7
Ladbrokes Q1 Lakeside,2026-03-17,6,5,8,2,1
Ladbrokes Q1 Lakeside,2026-03-17,7,7,2,4,1
Ladbrokes Q1 Lakeside,2026-03-17,8,2,5,4,3
Ladbrokes Q1 Lakeside,2026-03-17,9,7,1,6,5
Ladbrokes Q1 Lakeside,2026-03-17,10,6,5,7,1
