Track,Date,Race,Winner,2nd,3rd,4th
Richmond Straight,2026-01-15,1,8,1,6,2
Richmond Straight,2026-01-15,2,8,6,3,4
Richmond Straight,2026-01-15,3,5,8,3,7
Richmond Straight,2026-01-15,4,6,5,1,3
Richmond Straight,2026-01-15,5,2,1,8,3
Richmond Straight,2026-01-15,6,8,5,6,4
Richmond Straight,2026-01-15,7,8,7,1,3
Richmond Straight,2026-01-15,8,5,8,4,1
Richmond Straight,2026-01-15,9,4,7,2,8
Richmond Straight,2026-01-15,10,6,5,8,1
Nowra,2026-01-15,1,1,5,4,7
Nowra,2026-01-15,2,1,2,4,5
Nowra,2026-01-15,3,1,7,2,4
Nowra,2026-01-15,4,2,8,5,7
Nowra,2026-01-15,5,2,7,1,5
Nowra,2026-01-15,6,8,5,1,2
Nowra,2026-01-15,7,2,1,7,5
Nowra,2026-01-15,8,8,2,7,1
Nowra,2026-01-15,9,6,7,2,8
Nowra,2026-01-15,10,4,3,7,2
Wentworth Park,2026-01-15,1,2,4,7,1
Wentworth Park,2026-01-15,2,5,6,2,7
Wentworth Park,2026-01-15,3,5,4,3,8
Wentworth Park,2026-01-15,4,5,8,2,7
Wentworth Park,2026-01-15,5,1,8,2,3
Wentworth Park,2026-01-15,6,1,3,7,8
Wentworth Park,2026-01-15,7,2,7,1,5
Wentworth Park,2026-01-15,8,5,3,6,1
Wentworth Park,2026-01-15,9,2,1,8,7
Wentworth Park,2026-01-15,10,7,1,2,4
Casino,2026-01-15,1,2,3,4,1
Casino,2026-01-15,2,1,7,5,2
Casino,2026-01-15,3,4,5,8,3
Casino,2026-01-15,4,3,1,5,9
Casino,2026-01-15,5,1,2,6,7
Casino,2026-01-15,6,3,2,4,5
Casino,2026-01-15,7,7,8,1,4
Casino,2026-01-15,8,1,5,2,7
Casino,2026-01-15,9,3,4,8,6
Casino,2026-01-15,10,9,6,8,1
Casino,2026-01-15,11,4,8,2,1
Casino,2026-01-15,12,1,6,3,7
Shepparton,2026-01-15,1,2,1,7,6
Shepparton,2026-01-15,2,7,2,6,4
Shepparton,2026-01-15,3,4,8,6,3
Shepparton,2026-01-15,4,1,7,8,6
Shepparton,2026-01-15,5,3,8,4,1
Shepparton,2026-01-15,6,3,8,1,4
Shepparton,2026-01-15,7,7,8,6,2
Shepparton,2026-01-15,8,7,2,8,6
Shepparton,2026-01-15,9,7,6,4,8
Shepparton,2026-01-15,10,3,7,2,6
Shepparton,2026-01-15,11,1,6,3,2
Shepparton,2026-01-15,12,2,1,8,7
Ladbrokes Q Straight,2026-01-15,1,1,2,5,7
Ladbrokes Q Straight,2026-01-15,2,7,4,2,1
Ladbrokes Q Straight,2026-01-15,3,2,4,1,5
Ladbrokes Q Straight,2026-01-15,4,4,8,3,6
Ladbrokes Q Straight,2026-01-15,5,5,1,6,4
Ladbrokes Q Straight,2026-01-15,6,1,3,7,8
Ladbrokes Q Straight,2026-01-15,7,3,1,7,6
Ladbrokes Q Straight,2026-01-15,8,3,7,6,1
Ladbrokes Q Straight,2026-01-15,9,4,6,7,1
Ladbrokes Q Straight,2026-01-15,10,4,1,2,7
Ladbrokes Q Straight,2026-01-15,11,2,4,3,7
Mount Gambier,2026-01-15,1,1,8,4,6
Mount Gambier,2026-01-15,2,8,6,4,1
Mount Gambier,2026-01-15,3,1,8,6,4
Mount Gambier,2026-01-15,4,1,4,2,8
Mount Gambier,2026-01-15,5,8,4,7,2
Mount Gambier,2026-01-15,6,6,4,8,2
Mount Gambier,2026-01-15,7,1,6,8,2
Mount Gambier,2026-01-15,8,1,8,6,4
Mount Gambier,2026-01-15,9,6,8,1,4
Mount Gambier,2026-01-15,10,2,1,4,6
Mount Gambier,2026-01-15,11,1,6,2,4
Mount Gambier,2026-01-15,12,6,2,1,8
Warragul,2026-01-15,1,7,2,1,4
Warragul,2026-01-15,2,2,4,6,7
Warragul,2026-01-15,3,1,2,8,7
Warragul,2026-01-15,4,7,2,4,3
Warragul,2026-01-15,5,2,1,7,4
Warragul,2026-01-15,6,1,6,3,2
Warragul,2026-01-15,7,3,4,1,8
Warragul,2026-01-15,8,5,1,9,2
Warragul,2026-01-15,9,2,3,4,6
Warragul,2026-01-15,10,8,2,1,7
Warragul,2026-01-15,11,3,6,1,2
Warragul,2026-01-15,12,1,3,4,2
Warrnambool,2026-01-15,1,9,1,2,4
Warrnambool,2026-01-15,2,6,7,8,3
