Track,Date,Race,Winner,2nd,3rd,4th
Grafton,2025-11-25,1,1,8,7,5
Grafton,2025-11-25,2,2,5,8,4
Grafton,2025-11-25,3,7,4,1,3
Grafton,2025-11-25,4,7,4,8,6
Grafton,2025-11-25,5,1,4,6,7
Grafton,2025-11-25,6,1,4,3,7
Grafton,2025-11-25,7,6,8,2,7
Grafton,2025-11-25,8,6,9,4,3
Grafton,2025-11-25,9,3,1,7,8
Grafton,2025-11-25,10,3,5,8,1
Bulli,2025-11-25,1,1,8,4,5
Bulli,2025-11-25,2,7,1,10,8
Bulli,2025-11-25,3,5,7,2,8
Bulli,2025-11-25,4,2,1,5,6
Bulli,2025-11-25,5,7,6,1,4
Bulli,2025-11-25,6,8,2,1,4
Bulli,2025-11-25,7,1,7,2,4
Bulli,2025-11-25,8,8,3,4,7
Bulli,2025-11-25,9,1,6,8,3
Bulli,2025-11-25,10,4,7,1,8
Bulli,2025-11-25,11,4,2,7,8
Bulli,2025-11-25,12,2,3,7,6
Gosford,2025-11-25,1,5,7,6,4
Gosford,2025-11-25,2,6,4,2,9
Gosford,2025-11-25,3,2,3,1,4
Gosford,2025-11-25,4,4,6,3,2
Gosford,2025-11-25,5,2,6,3,4
Gosford,2025-11-25,6,5,1,7,8
Gosford,2025-11-25,7,9,7,2,6
Gosford,2025-11-25,8,4,5,8,3
Gosford,2025-11-25,9,7,4,8,6
Gosford,2025-11-25,10,3,1,5,6
Gosford,2025-11-25,11,8,2,1,4
Murray Bridge Straight,2025-11-25,1,5,2,8,4
Murray Bridge Straight,2025-11-25,2,6,1,2,8
Murray Bridge Straight,2025-11-25,3,8,6,4,1
Murray Bridge Straight,2025-11-25,4,1,6,2,8
Murray Bridge Straight,2025-11-25,5,2,7,8,4
Murray Bridge Straight,2025-11-25,6,2,8,7,5
Murray Bridge Straight,2025-11-25,7,7,1,8,5
Murray Bridge Straight,2025-11-25,8,4,8,5,2
Murray Bridge Straight,2025-11-25,9,1,8,6,4
Murray Bridge Straight,2025-11-25,10,8,6,2,4
Launceston,2025-11-25,1,2,1,4,7
Launceston,2025-11-25,2,4,6,5,8
Launceston,2025-11-25,3,2,7,1,10
Launceston,2025-11-25,4,2,5,6,7
Launceston,2025-11-25,5,1,6,2,3
Launceston,2025-11-25,6,8,1,2,3
Launceston,2025-11-25,7,8,7,1,6
Launceston,2025-11-25,8,7,8,2,3
Launceston,2025-11-25,9,1,8,6,7
Launceston,2025-11-25,10,6,7,8,4
Horsham,2025-11-25,1,2,1,6,8
Horsham,2025-11-25,2,8,2,7,3
Horsham,2025-11-25,3,7,8,1,4
Horsham,2025-11-25,4,3,8,1,2
Horsham,2025-11-25,5,1,6,3,2
Horsham,2025-11-25,6,7,8,4,5
Horsham,2025-11-25,7,2,1,6,3
Horsham,2025-11-25,8,6,3,8,5
Horsham,2025-11-25,9,3,2,4,7
Horsham,2025-11-25,10,2,1,3,6
Horsham,2025-11-25,11,1,4,3,7
Horsham,2025-11-25,12,7,8,1,6
Ladbrokes Q1 Lakeside,2025-11-25,1,2,7,5,4
Ladbrokes Q1 Lakeside,2025-11-25,2,6,1,2,3
Ladbrokes Q1 Lakeside,2025-11-25,3,1,7,3,2
Ladbrokes Q1 Lakeside,2025-11-25,4,6,1,3,4
Ladbrokes Q1 Lakeside,2025-11-25,5,4,6,2,7
Ladbrokes Q1 Lakeside,2025-11-25,6,1,2,7,5
Ladbrokes Q1 Lakeside,2025-11-25,7,1,3,2,5
Ladbrokes Q1 Lakeside,2025-11-25,8,2,3,5,1
Ladbrokes Q1 Lakeside,2025-11-25,9,8,2,3,1
Ladbrokes Q1 Lakeside,2025-11-25,10,3,4,6,2
Ladbrokes Q1 Lakeside,2025-11-25,11,1,2,4,7
Ladbrokes Q1 Lakeside,2025-11-25,12,3,6,7,8
Ballarat,2025-11-25,1,7,8,3,6
Ballarat,2025-11-25,2,2,5,7,3
Ballarat,2025-11-25,3,9,1,2,4
Ballarat,2025-11-25,4,4,5,2,7
Ballarat,2025-11-25,5,4,2,8,7
Ballarat,2025-11-25,6,1,3,7,8
Ballarat,2025-11-25,7,3,2,7,4
Ballarat,2025-11-25,8,1,3,8,6
Ballarat,2025-11-25,9,7,4,2,6
Ballarat,2025-11-25,10,7,5,6,1
Ballarat,2025-11-25,11,1,8,2,3
Ballarat,2025-11-25,12,8,5,3,6
Angle Park,2025-11-25,1,1,5,4,8
Angle Park,2025-11-25,2,1,2,5,8
Angle Park,2025-11-25,3,2,8,4,5
Angle Park,2025-11-25,4,1,2,5,7
Angle Park,2025-11-25,5,1,5,7,4
Angle Park,2025-11-25,6,4,8,1,2
Angle Park,2025-11-25,7,8,2,1,5
Angle Park,2025-11-25,8,4,1,9,2
Angle Park,2025-11-25,9,4,1,5,8
Angle Park,2025-11-25,10,7,8,2,5
Warragul,2025-11-25,1,2,1,3,8
Warragul,2025-11-25,2,8,6,5,4
Warragul,2025-11-25,3,1,3,8,7
Warragul,2025-11-25,4,6,1,5,8
Warragul,2025-11-25,5,6,1,2,8
Warragul,2025-11-25,6,2,5,4,3
