Track,Date,Race,Winner,2nd,3rd,4th
Warrnambool,2026-01-06,1,4,1,8,2
Warrnambool,2026-01-06,2,1,3,8,4
Warrnambool,2026-01-06,3,4,7,2,8
Warrnambool,2026-01-06,4,2,1,8,4
Warrnambool,2026-01-06,5,6,7,4,3
Warrnambool,2026-01-06,6,6,8,1,4
Warrnambool,2026-01-06,7,2,1,7,4
Warrnambool,2026-01-06,8,1,4,5,3
Warrnambool,2026-01-06,9,3,6,1,4
Warrnambool,2026-01-06,10,7,6,3,5
Warrnambool,2026-01-06,11,2,7,6,5
Warrnambool,2026-01-06,12,6,8,2,1
Angle Park,2026-01-06,1,2,6,4,8
Angle Park,2026-01-06,2,7,8,1,9
Angle Park,2026-01-06,4,4,6,1,8
Angle Park,2026-01-06,5,2,8,5,1
Angle Park,2026-01-06,6,1,5,4,8
Angle Park,2026-01-06,7,3,1,4,8
Angle Park,2026-01-06,8,1,3,8,4
Angle Park,2026-01-06,9,5,1,2,7
Angle Park,2026-01-06,11,4,8,1,1
Angle Park,2026-01-06,12,6,2,8,4
Ladbrokes Q Straight,2026-01-06,1,1,0,3,5
Ladbrokes Q Straight,2026-01-06,2,2,8,1,0
Ladbrokes Q Straight,2026-01-06,3,6,1,5,3
Ladbrokes Q Straight,2026-01-06,4,6,5,8,4
Ladbrokes Q Straight,2026-01-06,5,6,7,8,4
Ladbrokes Q Straight,2026-01-06,6,2,6,8,1
Ladbrokes Q Straight,2026-01-06,7,8,4,1,5
Ladbrokes Q Straight,2026-01-06,8,3,4,8,6
Ladbrokes Q Straight,2026-01-06,9,2,1,8,7
Ladbrokes Q Straight,2026-01-06,10,3,5,7,6
Ladbrokes Q Straight,2026-01-06,11,5,8,3,1
Ladbrokes Q Straight,2026-01-06,12,8,5,4,3
Launceston,2026-01-06,1,7,3,1,2
Launceston,2026-01-06,2,1,8,6,5
Launceston,2026-01-06,3,1,3,7,2
Launceston,2026-01-06,4,7,4,3,6
Launceston,2026-01-06,5,2,8,3,5
Launceston,2026-01-06,6,4,6,7,8
Launceston,2026-01-06,7,1,6,7,3
Launceston,2026-01-06,8,8,2,4,1
Launceston,2026-01-06,9,1,5,3,2
Launceston,2026-01-06,10,1,8,6,2
Mandurah,2026-01-06,1,8,5,3,2
Mandurah,2026-01-06,2,8,7,6,1
Mandurah,2026-01-06,3,1,7,8,5
Mandurah,2026-01-06,4,6,4,1,7
Mandurah,2026-01-06,5,5,1,2,7
Mandurah,2026-01-06,6,3,6,2,5
Mandurah,2026-01-06,7,3,1,8,2
Mandurah,2026-01-06,8,8,1,5,2
Mandurah,2026-01-06,9,2,7,1,4
Mandurah,2026-01-06,10,2,4,5,7
Mandurah,2026-01-06,11,7,2,4,5
