Track,Date,Race,Winner,2nd,3rd,4th
Temora,2026-03-11,1,5,2,1,4
Temora,2026-03-11,2,2,7,3,6
Temora,2026-03-11,3,3,7,1,8
Temora,2026-03-11,4,4,3,1,8
Temora,2026-03-11,5,3,4,6,1
Temora,2026-03-11,6,8,7,1,3
Temora,2026-03-11,7,4,2,8,1
Temora,2026-03-11,8,3,2,1,6
Temora,2026-03-11,9,2,6,3,7
Temora,2026-03-11,10,3,8,2,1
Gunnedah,2026-03-11,1,1,8,6,4
Gunnedah,2026-03-11,2,4,2,1,7
Gunnedah,2026-03-11,3,8,4,3,2
Gunnedah,2026-03-11,4,8,5,7,2
Gunnedah,2026-03-11,5,1,4,7,2
Gunnedah,2026-03-11,6,3,1,7,8
Gunnedah,2026-03-11,7,7,3,5,1
Gunnedah,2026-03-11,8,5,6,8,4
Gunnedah,2026-03-11,9,6,1,4,7
Gunnedah,2026-03-11,10,4,1,2,7
Gunnedah,2026-03-11,11,5,2,1,7
Gunnedah,2026-03-11,12,2,6,8,3
Taree,2026-03-11,1,3,2,1,8
Taree,2026-03-11,2,7,2,5,1
Taree,2026-03-11,3,2,8,6,1
Taree,2026-03-11,4,1,4,3,2
Taree,2026-03-11,5,3,8,2,4
Taree,2026-03-11,6,1,6,4,8
Taree,2026-03-11,7,4,6,7,1
Taree,2026-03-11,8,7,2,1,8
Taree,2026-03-11,9,3,4,6,2
Taree,2026-03-11,10,5,1,7,3
Taree,2026-03-11,11,4,5,6,2
Taree,2026-03-11,12,2,3,4,1
Richmond,2026-03-11,1,4,1,9,3
Richmond,2026-03-11,2,1,3,7,6
Richmond,2026-03-11,3,3,1,4,7
Richmond,2026-03-11,4,3,1,7,8
Richmond,2026-03-11,5,5,1,6,4
Richmond,2026-03-11,6,1,6,4,7
Richmond,2026-03-11,7,7,1,3,2
Richmond,2026-03-11,8,8,6,4,7
Richmond,2026-03-11,9,2,8,3,4
Richmond,2026-03-11,10,7,5,4,1
Richmond,2026-03-11,11,1,3,4,6
Richmond,2026-03-11,12,3,8,6,1
Angle Park,2026-03-11,1,8,5,4,2
Angle Park,2026-03-11,2,2,4,7,8
Angle Park,2026-03-11,3,1,8,2,4
Angle Park,2026-03-11,4,1,6,8,2
Angle Park,2026-03-11,5,1,8,7,2
Angle Park,2026-03-11,6,2,1,7,4
Angle Park,2026-03-11,7,8,1,9,5
Angle Park,2026-03-11,8,1,2,5,4
Angle Park,2026-03-11,9,2,5,1,7
Angle Park,2026-03-11,10,5,7,2,8
Angle Park,2026-03-11,11,4,8,1,2
Angle Park,2026-03-11,12,4,8,1,2
Sale,2026-03-11,1,5,8,4,7
Sale,2026-03-11,2,6,2,7,5
Sale,2026-03-11,3,2,8,7,5
Sale,2026-03-11,4,3,6,7,8
Sale,2026-03-11,5,3,7,2,6
Sale,2026-03-11,6,3,8,1,6
Sale,2026-03-11,7,4,3,1,2
Sale,2026-03-11,8,7,6,8,5
Sale,2026-03-11,9,4,8,2,7
Sale,2026-03-11,10,2,1,8,7
Sale,2026-03-11,11,8,4,7,3
Sale,2026-03-11,12,7,6,3,8
Capalaba,2026-03-11,1,6,3,1,5
Capalaba,2026-03-11,2,8,4,1,2
Capalaba,2026-03-11,3,2,1,4,5
Capalaba,2026-03-11,4,7,2,3,8
Capalaba,2026-03-11,5,8,4,7,2
Capalaba,2026-03-11,6,3,8,6,5
Capalaba,2026-03-11,7,8,6,1,2
Capalaba,2026-03-11,8,4,8,5,3
Capalaba,2026-03-11,9,7,9,5,6
Capalaba,2026-03-11,10,6,3,8,5
Bendigo,2026-03-11,1,4,7,2,8
Bendigo,2026-03-11,2,2,8,1,4
Bendigo,2026-03-11,3,8,1,4,5
Bendigo,2026-03-11,4,2,1,4,5
Bendigo,2026-03-11,5,1,2,4,6
Bendigo,2026-03-11,6,8,2,4,6
Bendigo,2026-03-11,7,2,4,1,8
Bendigo,2026-03-11,8,4,8,1,2
Bendigo,2026-03-11,9,8,7,1,2
Bendigo,2026-03-11,10,8,6,4,1
Bendigo,2026-03-11,11,5,2,4,7
Ladbrokes Q1 Lakeside,2026-03-11,1,5,3,1,8
Ladbrokes Q1 Lakeside,2026-03-11,2,1,2,5,3
Ladbrokes Q1 Lakeside,2026-03-11,3,6,3,7,8
Ladbrokes Q1 Lakeside,2026-03-11,4,6,8,4,5
Ladbrokes Q1 Lakeside,2026-03-11,5,8,7,2,4
Ladbrokes Q1 Lakeside,2026-03-11,6,6,5,7,3
Ladbrokes Q1 Lakeside,2026-03-11,7,6,1,4,8
Ladbrokes Q1 Lakeside,2026-03-11,8,2,3,6,4
Ladbrokes Q1 Lakeside,2026-03-11,9,8,2,7,6
Ladbrokes Q1 Lakeside,2026-03-11,10,3,8,6,7
Ladbrokes Q1 Lakeside,2026-03-11,11,1,2,5,8
Ladbrokes Q1 Lakeside,2026-03-11,12,4,3,1,2
Ballarat,2026-03-11,1,8,3,2,1
Ballarat,2026-03-11,2,2,3,1,4
Ballarat,2026-03-11,3,8,7,3,4
Ballarat,2026-03-11,4,8,4,5,1
Ballarat,2026-03-11,5,7,5,8,1
Ballarat,2026-03-11,6,4,8,2,6
Ballarat,2026-03-11,7,1,8,7,3
Ballarat,2026-03-11,8,2,8,7,4
Ballarat,2026-03-11,9,2,1,8,4
Ballarat,2026-03-11,10,8,1,4,6
Ballarat,2026-03-11,11,8,7,6,2
Ballarat,2026-03-11,12,4,8,2,7
Meadows,2026-03-11,1,1,4,8,2
Meadows,2026-03-11,2,1,4,6,2
Meadows,2026-03-11,4,6,2,1,8
Meadows,2026-03-11,5,6,8,2,4
Meadows,2026-03-11,6,4,2,6,1
Meadows,2026-03-11,7,1,2,7,8
Meadows,2026-03-11,8,1,2,5,8
Meadows,2026-03-11,9,8,4,7,2
Meadows,2026-03-11,10,8,1,4,6
Meadows,2026-03-11,11,2,7,8,3
Rockhampton,2026-03-11,1,6,4,1,7
Rockhampton,2026-03-11,2,1,2,5,4
Rockhampton,2026-03-11,3,2,6,4,8
Rockhampton,2026-03-11,4,2,1,7,8
Rockhampton,2026-03-11,5,4,5,6,2
Rockhampton,2026-03-11,6,5,8,7,4
Rockhampton,2026-03-11,7,8,1,2,6
Rockhampton,2026-03-11,8,8,6,1,4
Rockhampton,2026-03-11,9,2,3,1,4
Rockhampton,2026-03-11,10,5,4,2,1
Darwin,2026-03-11,1,7,1,5,2
Darwin,2026-03-11,2,5,8,4,1
Darwin,2026-03-11,3,4,7,2,8
Darwin,2026-03-11,4,7,4,5,8
