Track,Race,Position1,Position2,Position3,Position4
WAGGA,1,4,1,8,2
WAGGA,2,2,7,3,1
WAGGA,3,1,5,8,4
WAGGA,4,5,2,8,4
WAGGA,5,4,2,1,5
WAGGA,6,8,2,7,4
WAGGA,8,1,5,8,4
WAGGA,9,1,7,2,4
WAGGA,10,8,7,2,5
WAGGA,11,8,4,2,7
NOWRA,1,1,5,2,3
NOWRA,2,2,6,8,3
NOWRA,3,3,1,2,7
NOWRA,4,3,7,4,2
NOWRA,5,7,1,5,2
NOWRA,6,4,2,8,1
NOWRA,8,5,1,4,8
NOWRA,9,5,1,3,7
NOWRA,10,6,2,1,3
NOWRA,11,6,7,8,1
MAITLAND,1,2,4,5,7
MAITLAND,2,5,4,1,7
MAITLAND,3,4,2,7,5
MAITLAND,4,1,5,2,4
MAITLAND,5,2,1,8,7
MAITLAND,6,5,8,2,4
MAITLAND,8,7,4,8,1
MAITLAND,9,4,1,6,3
MAITLAND,10,3,6,1,8
MAITLAND,11,4,3,6,8
BALLARAT,1,6,5,8,2
BALLARAT,2,6,7,1,4
BALLARAT,3,2,6,7,1
BALLARAT,4,1,2,7,5
BALLARAT,5,7,8,6,1
BALLARAT,6,7,8,3,6
BALLARAT,8,7,1,4,8
BALLARAT,9,2,5,6,7
BALLARAT,10,5,3,4,6
BALLARAT,11,7,4,6,8
BALLARAT,12,7,8,6,1
BALLARAT,13,2,1,4,8
SHEPPARTON,1,6,5,2,3
SHEPPARTON,2,8,1,5,2
SHEPPARTON,3,6,5,9,3
SHEPPARTON,4,1,2,8,3
SHEPPARTON,5,4,1,5,3
SHEPPARTON,6,1,8,7,5
SHEPPARTON,8,1,3,5,6
SHEPPARTON,9,8,3,2,4
SHEPPARTON,10,7,1,0,4
SHEPPARTON,11,8,2,1,4
SHEPPARTON,12,2,5,8,7
SHEPPARTON,13,7,8,5,2
WARRNAMBOOL,1,3,8,2,7
WARRNAMBOOL,2,7,6,2,8
WARRNAMBOOL,3,1,8,6,7
WARRNAMBOOL,4,4,5,7,6
WARRNAMBOOL,5,1,2,8,4
WARRNAMBOOL,6,6,4,7,3
WARRNAMBOOL,8,2,7,4,1
WARRNAMBOOL,9,4,2,3,1
WARRNAMBOOL,10,3,1,6,7
WARRNAMBOOL,11,1,3,5,8
WARRNAMBOOL,12,7,8,6,1
WARRNAMBOOL,13,7,8,6,1
ANGLE PARK,1,5,2,1,7
ANGLE PARK,2,1,6,4,2
ANGLE PARK,3,1,5,7
ANGLE PARK,4,1,7,5
ANGLE PARK,5,8,2,1,5
ANGLE PARK,6,1,7,5,8
ANGLE PARK,8,1,3,6,4
ANGLE PARK,9,1,8,5,7
ANGLE PARK,10,1,4,8,2
ANGLE PARK,11,1,2,6,8
SANDOWN,1,5,6,1,8
SANDOWN,2,3,2,1,7
SANDOWN,3,8,7,1,2
SANDOWN,4,2,6,1,4
SANDOWN,5,2,1,6,3
SANDOWN,6,1,4,8,7
SANDOWN,8,7,4,8,5
SANDOWN,9,5,8,3,2
SANDOWN,10,7,1,4,2
SANDOWN,11,1,7,4,2
SANDOWN,12,2,1,7,5
LADBROKES Q STRAIGHT,1,8,1,3,7
LADBROKES Q STRAIGHT,2,4,7,2,6
LADBROKES Q STRAIGHT,3,1,3,5,7
LADBROKES Q STRAIGHT,4,9,4,8,5
LADBROKES Q STRAIGHT,5,2,9,7,1
LADBROKES Q STRAIGHT,6,2,4,6,8
LADBROKES Q STRAIGHT,8,7,6,1,3
LADBROKES Q STRAIGHT,9,3,5,2,4
LADBROKES Q STRAIGHT,10,2,4,8,3
LADBROKES Q STRAIGHT,11,7,1,4,2
LADBROKES Q STRAIGHT,12,2,4,8,1
LADBROKES Q STRAIGHT,13,2,6,5,4
LAUNCESTON,1,8,6,1,5
LAUNCESTON,2,4,6,1,8
LAUNCESTON,3,7,2,6,1
LAUNCESTON,4,2,1,4,3
LAUNCESTON,5,6,2,1,8
LAUNCESTON,6,1,4,8,6
LAUNCESTON,8,1,3,4,7
LAUNCESTON,9,8,6,5,3
LAUNCESTON,10,3,4,2,5
LAUNCESTON,11,1,4,3,5
MANDURAH,1,1,5,3,6
MANDURAH,2,6,3,5,8
MANDURAH,3,7,2,8,5
MANDURAH,4,1,0,2,4
MANDURAH,5,3,7,5,4
MANDURAH,6,4,5,1,3
MANDURAH,8,7,2,1,3
MANDURAH,9,7,4,5,8
MANDURAH,10,4,3,6,1
MANDURAH,11,5,1,6,2
MANDURAH,12,5,1,2,7
