Track,Race,Position1,Position2,Position3,Position4
RICHMOND,1,2,7,5,8
RICHMOND,2,2,4,5,3
RICHMOND,3,3,2,1,6
RICHMOND,4,7,2,8,6
RICHMOND,5,8,4,7,2
RICHMOND,6,6,2,3,8
RICHMOND,7,4,3,1,2
RICHMOND,8,4,7,5,2
RICHMOND,9,1,8,5,4
RICHMOND,10,5,2,7,6
RICHMOND,11,6,2,3,5
RICHMOND,12,8,7,5,1
GRAFTON,1,6,4,5,2
GRAFTON,2,4,6,7,8
GRAFTON,3,7,5,1,4
GRAFTON,4,1,2,8,6
GRAFTON,5,7,2,3,8
GRAFTON,6,2,8,7,4
GRAFTON,7,3,5,2,4
GRAFTON,8,7,6,3,2
GRAFTON,9,2,7,3,1
GRAFTON,10,8,7,5,4
GRAFTON,11,1,8,4,2
GRAFTON,12,3,2,4,1
HEALESVILLE,1,6,7,2,1
HEALESVILLE,2,6,4,5,8
HEALESVILLE,3,2,7,4,1
HEALESVILLE,4,8,2,4,7
HEALESVILLE,5,8,6,5,7
HEALESVILLE,6,8,2,3,7
HEALESVILLE,7,3,2,7,1
HEALESVILLE,8,1,2,6,5
HEALESVILLE,9,5,4,2,8
HEALESVILLE,10,6,5,2,4
HEALESVILLE,11,1,8,3,4
HEALESVILLE,12,7,1,8,6
BETDELUXE CAPALABA,1,7,6,3,2
BETDELUXE CAPALABA,2,4,7,1,2
BETDELUXE CAPALABA,3,2,6,5,4
BETDELUXE CAPALABA,4,4,6,1,3
BETDELUXE CAPALABA,5,3,7,5,2
BETDELUXE CAPALABA,6,4,8,1,7
BETDELUXE CAPALABA,7,1,2,5,8
BETDELUXE CAPALABA,8,3,1,9,4
BETDELUXE CAPALABA,9,7,1,2,3
BETDELUXE CAPALABA,10,1,7,4,8
BETDELUXE CAPALABA,11,3,4,1,5
BETDELUXE CAPALABA,12,4,6,2,1
MOUNT GAMBIER,1,2,1,8,5
MOUNT GAMBIER,2,4,2,1,6
MOUNT GAMBIER,3,8,4,7,5
MOUNT GAMBIER,4,5,2,4,7
MOUNT GAMBIER,5,5,3,7,1
MOUNT GAMBIER,6,1,9,2,4
MOUNT GAMBIER,7,2,8,4,1
MOUNT GAMBIER,8,2,5,4,8
MOUNT GAMBIER,9,2,4,1,6
MOUNT GAMBIER,10,2,1,4,6
SALE,1,6,5,7,1
SALE,2,5,2,1,3
SALE,3,2,1,4,5
SALE,4,2,8,7,5
SALE,5,3,5,1,8
SALE,6,7,8,4,3
SALE,7,7,1,8,5
SALE,8,8,6,7,1
SALE,9,5,1,6,3
SALE,10,4,1,3,7
SALE,11,7,5,8,3
SALE,12,4,1,7,3
LADBROKES Q2 PARKLANDS,1,3,7,6,2
LADBROKES Q2 PARKLANDS,2,1,6,4,2
LADBROKES Q2 PARKLANDS,3,1,8,7,3
LADBROKES Q2 PARKLANDS,4,8,1,7,6
LADBROKES Q2 PARKLANDS,5,7,3,8,1
LADBROKES Q2 PARKLANDS,6,7,3,8,2
LADBROKES Q2 PARKLANDS,7,4,2,1,7
LADBROKES Q2 PARKLANDS,8,3,5,9,1
LADBROKES Q2 PARKLANDS,9,1,4,5,7
LADBROKES Q2 PARKLANDS,10,1,8,6,3
LADBROKES Q2 PARKLANDS,11,6,3,2,8
LADBROKES Q2 PARKLANDS,12,7,8,1,4
GAWLER,1,4,7,8,1
GAWLER,2,8,7,2,5
GAWLER,3,4,7,2,8
GAWLER,4,8,5,4,2
GAWLER,5,8,2,3,6
GAWLER,6,5,8,2,4
GAWLER,7,1,3,7,5
GAWLER,8,1,2,3,5
GAWLER,9,4,1,8,6
GAWLER,10,1,7,5,4
DARWIN,1,4,8,1,2
DARWIN,2,3,2,8,1
DARWIN,3,7,4,1,8
DARWIN,4,8,4,2,6
DARWIN,5,4,6,8,1
DARWIN,6,4,6,1,2
DARWIN,7,5,1,8,4
DARWIN,8,1,4,2,5
DARWIN,9,4,2,1,7
DARWIN,10,4,8,6,2
DARWIN,11,7,5,1,8
