Track,Race,Position1,Position2,Position3,Position4
Grafton,1,2,8,7,1
Grafton,2,8,1,7,5
Grafton,3,1,4,2,8
Grafton,4,8,1,7,4
Grafton,5,4,8,7,1
Grafton,6,8,7,2,4
Grafton,7,6,8,7,1
Grafton,8,5,6,8,3
Grafton,9,4,2,3,6
Bulli,1,2,3,4,8
Bulli,2,1,8,4,2
Bulli,3,3,2,6,7
Bulli,4,2,1,4,7
Bulli,5,7,3,4,5
Bulli,6,1,7,8,3
Bulli,7,4,1,5,8
Bulli,8,4,1,7,3
Bulli,9,2,1,6,4
Bulli,10,2,4,7,5
Gosford,1,8,2,4,1
Gosford,2,3,1,7,4
Gosford,3,8,5,4,3
Gosford,4,5,7,8,2
Gosford,5,3,4,8,7
Gosford,6,5,6,1,7
Gosford,7,6,7,8,4
Gosford,8,8,6,7,3
Gosford,9,2,6,7,8
Gosford,10,4,7,8,1
Gosford,11,7,2,3,1
Gosford,12,6,4,1,2
Murray Bridge Straight,1,1,3,5,7
Murray Bridge Straight,2,2,8,1,6
Murray Bridge Straight,3,4,8,2,6
Murray Bridge Straight,4,3,1,5,7
Murray Bridge Straight,5,6,8,4,1
Murray Bridge Straight,6,4,2,1,6
Murray Bridge Straight,7,2,8,4,7
Murray Bridge Straight,8,2,1,4,7
Murray Bridge Straight,9,1,3,7,5
Hobart,1,2,8,6,7
Hobart,2,1,2,5,8
Hobart,3,8,6,1,5
Hobart,4,1,8,3,6
Hobart,5,6,7,1,3
Hobart,6,1,8,3,7
Hobart,7,8,2,6,7
Hobart,8,1,2,3,8
Hobart,9,3,6,1,2
Hobart,10,5,7,4,8
Horsham,1,2,6,9,4
Horsham,2,4,1,8,2
Horsham,3,8,7,6,4
Horsham,4,1,4,8,2
Horsham,5,6,2,7,4
Horsham,6,1,2,4,3
Horsham,7,3,2,1,4
Horsham,8,3,5,6,4
Horsham,9,1,4,2,5
Horsham,10,2,1,5,8
Horsham,11,2,5,1,7
Horsham,12,2,8,1,4
Ladbrokes Q1 Lakeside,1,8,5,7,2
Ladbrokes Q1 Lakeside,2,2,4,8,7
Ladbrokes Q1 Lakeside,3,8,3,2,6
Ladbrokes Q1 Lakeside,4,4,6,7,2
Ladbrokes Q1 Lakeside,5,7,5,4,8
Ladbrokes Q1 Lakeside,6,6,7,1,8
Ladbrokes Q1 Lakeside,7,3,4,8,1
Ladbrokes Q1 Lakeside,8,5,7,1,0
Ladbrokes Q1 Lakeside,9,8,2,7,1
Ladbrokes Q1 Lakeside,10,4,7,6,5
Ladbrokes Q1 Lakeside,11,7,6,3,2
Ladbrokes Q1 Lakeside,12,3,1,7,8
Geelong,1,6,5,8,7
Geelong,2,1,7,3,6
Geelong,3,3,8,4,1
Geelong,4,8,7,3,5
Geelong,5,4,3,7,2
Geelong,6,7,8,4,6
Geelong,7,7,2,8,3
Geelong,8,6,5,7,4
Geelong,9,7,2,1,6
Geelong,10,8,2,4,1
Geelong,11,5,1,3,4
Geelong,12,4,3,7,1
Angle Park,1,2,7,5,4
Angle Park,2,1,4,7,2
Angle Park,3,5,4,2,1
Angle Park,4,2,1,8,7
Angle Park,5,5,2,7,4
Angle Park,6,7,8,2,1
Angle Park,7,2,1,7,4
Angle Park,8,7,5,1,4
Angle Park,9,8,5,7,1
Angle Park,10,7,8,1,2
Warragul,1,2,8,7,6
Warragul,2,3,2,4,6
Warragul,3,1,6,3,7
Warragul,4,3,2,8,1
Warragul,5,4,3,2,8
Warragul,6,8,5,7,1
Warragul,7,8,1,4,6
Warragul,8,2,4,5,8
Warragul,9,5,6,1,2
Warragul,10,2,7,4,8
Warragul,11,6,5,3,2
Warragul,12,5,2,1,8
Bet Nation Townsville,1,7,6,9,1
Bet Nation Townsville,2,3,1,4,2
Bet Nation Townsville,3,4,8,2,1
Bet Nation Townsville,4,7,8,4,2
Bet Nation Townsville,5,4,7,2,3
Bet Nation Townsville,6,3,8,7,6
Bet Nation Townsville,7,6,8,5,4
Bet Nation Townsville,8,6,4,8,2
Bet Nation Townsville,9,7,3,8,5
Bet Nation Townsville,10,1,3,8,4
Bet Nation Townsville,11,3,5,2,6
Bet Nation Townsville,12,1,6,5,2
Mandurah,1,2,8,3,4
Mandurah,2,8,4,3,1
Mandurah,3,2,1,3,4
Mandurah,4,7,5,8,2
Mandurah,5,2,1,3,8
Mandurah,6,1,7,6,2
Mandurah,7,7,1,4,2
Mandurah,8,7,5,6,4
Mandurah,9,7,2,1,8
