Track,Date,Race,Winner,2nd,3rd,4th
Taree,2026-05-09,1,4,2,8,1
Taree,2026-05-09,2,7,5,8,4
Taree,2026-05-09,3,8,5,2,4
Taree,2026-05-09,4,4,5,7,8
Taree,2026-05-09,5,1,7,2,3
Taree,2026-05-09,6,5,4,2,6
Taree,2026-05-09,7,3,5,8,6
Taree,2026-05-09,8,3,2,1,4
Taree,2026-05-09,9,1,8,2,6
Taree,2026-05-09,10,8,7,1,3
Dubbo,2026-05-09,1,3,7,8,4
Dubbo,2026-05-09,2,2,4,5,7
Dubbo,2026-05-09,3,8,3,5,2
Dubbo,2026-05-09,4,7,5,6,1
Dubbo,2026-05-09,5,8,6,5,3
Dubbo,2026-05-09,6,8,4,1,6
Dubbo,2026-05-09,7,6,2,1,3
Dubbo,2026-05-09,8,2,8,7,5
Dubbo,2026-05-09,9,5,4,3,2
Dubbo,2026-05-09,10,7,1,8,5
Wentworth Park,2026-05-09,1,1,8,2,6
Wentworth Park,2026-05-09,2,8,6,1,7
Wentworth Park,2026-05-09,3,8,3,4,1
Wentworth Park,2026-05-09,4,2,3,1,6
Wentworth Park,2026-05-09,5,1,4,6,2
Wentworth Park,2026-05-09,6,2,3,1,8
Wentworth Park,2026-05-09,7,2,4,8,6
Wentworth Park,2026-05-09,8,1,7,3,2
Wentworth Park,2026-05-09,9,2,1,5,4
Wentworth Park,2026-05-09,10,3,2,6,8
The Gardens,2026-05-09,1,8,5,7,2
The Gardens,2026-05-09,2,5,4,6,8
The Gardens,2026-05-09,3,3,8,1,7
The Gardens,2026-05-09,4,1,6,2,7
The Gardens,2026-05-09,5,6,4,2,1
The Gardens,2026-05-09,6,4,5,3,2
The Gardens,2026-05-09,7,3,8,6,5
The Gardens,2026-05-09,8,5,4,2,1
The Gardens,2026-05-09,9,4,1,7,6
The Gardens,2026-05-09,10,1,8,7,2
The Gardens,2026-05-09,11,3,8,2,4
The Gardens,2026-05-09,12,4,6,7,5
Broken Hill,2026-05-09,1,1,5,4,7
Broken Hill,2026-05-09,2,6,7,3,1
Broken Hill,2026-05-09,3,1,6,3,5
Broken Hill,2026-05-09,4,5,2,1,7
Broken Hill,2026-05-09,5,3,2,1,8
Broken Hill,2026-05-09,6,5,4,1,7
Broken Hill,2026-05-09,7,7,6,3,5
Broken Hill,2026-05-09,8,1,8,7,2
Geelong,2026-05-09,1,6,7,3,8
Geelong,2026-05-09,2,3,1,2,6
Geelong,2026-05-09,3,5,4,1,3
Geelong,2026-05-09,4,5,8,2,3
Geelong,2026-05-09,5,1,6,4,2
Geelong,2026-05-09,6,2,7,8,1
Geelong,2026-05-09,7,7,1,8,2
Geelong,2026-05-09,8,7,8,2,4
Geelong,2026-05-09,9,6,7,5,1
Geelong,2026-05-09,10,1,4,7,2
Geelong,2026-05-09,11,7,6,8,2
Geelong,2026-05-09,12,8,2,3,4
Q Lakeside,2026-05-09,1,3,7,1,2
Q Lakeside,2026-05-09,2,3,9,6,4
Q Lakeside,2026-05-09,3,1,2,6,3
Q Lakeside,2026-05-09,4,4,8,7,1
Q Lakeside,2026-05-09,5,3,5,1,8
Q Lakeside,2026-05-09,6,3,1,6,7
Q Lakeside,2026-05-09,7,6,8,1,2
Q Lakeside,2026-05-09,8,5,1,6,3
Q Lakeside,2026-05-09,9,3,4,2,1
Q Lakeside,2026-05-09,10,2,8,4,1
Q Lakeside,2026-05-09,11,5,2,7,4
Meadows,2026-05-09,1,3,1,8,7
Meadows,2026-05-09,2,6,1,2,8
Meadows,2026-05-09,3,3,4,7,6
Meadows,2026-05-09,4,5,4,1,8
Meadows,2026-05-09,5,6,7,3,8
Meadows,2026-05-09,6,2,8,4,3
Meadows,2026-05-09,7,1,2,4,6
Meadows,2026-05-09,8,1,2,8,4
Meadows,2026-05-09,9,1,8,4,5
Meadows,2026-05-09,10,8,5,2,1
Meadows,2026-05-09,11,7,8,2,1
Meadows,2026-05-09,12,7,4,6,3
Cannington,2026-05-09,1,2,6,3,7
Cannington,2026-05-09,2,8,7,1,6
Cannington,2026-05-09,3,3,2,8,1
Cannington,2026-05-09,4,4,3,8,1
Cannington,2026-05-09,5,4,6,8,7
Cannington,2026-05-09,6,2,6,7,8
Cannington,2026-05-09,7,6,2,8,4
Cannington,2026-05-09,8,4,5,2,6
Cannington,2026-05-09,9,5,2,1,8
Cannington,2026-05-09,10,8,2,4,1
