Track,Date,Race,Winner,2nd,3rd,4th
Gunnedah,2025-12-15,1,4,3,7,8
Gunnedah,2025-12-15,2,1,4,2,5
Gunnedah,2025-12-15,3,6,1,4,7
Gunnedah,2025-12-15,4,4,1,5,8
Gunnedah,2025-12-15,5,6,3,5,4
Gunnedah,2025-12-15,6,5,3,7,9
Gunnedah,2025-12-15,7,5,8,4,1
Gunnedah,2025-12-15,8,1,3,7,2
Gunnedah,2025-12-15,9,8,5,6,4
Gunnedah,2025-12-15,10,7,2,5,3
Gunnedah,2025-12-15,11,1,4,9,6
Nowra,2025-12-15,1,1,3,6,7
Nowra,2025-12-15,2,4,1,2,7
Nowra,2025-12-15,3,3,8,4,7
Nowra,2025-12-15,4,3,4,2,6
Nowra,2025-12-15,5,8,4,7,2
Nowra,2025-12-15,6,8,2,1,3
Nowra,2025-12-15,7,2,3,5,4
Nowra,2025-12-15,8,1,6,9,8
Nowra,2025-12-15,9,5,1,2,4
Nowra,2025-12-15,10,5,4,1,3
Nowra,2025-12-15,11,2,3,6,5
Maitland,2025-12-15,1,1,2,5,8
Maitland,2025-12-15,2,5,1,2,8
Maitland,2025-12-15,3,2,1,8,6
Maitland,2025-12-15,4,4,1,5,8
Maitland,2025-12-15,5,2,3,6,4
Maitland,2025-12-15,6,2,5,3,7
Maitland,2025-12-15,7,7,4,8,2
Maitland,2025-12-15,8,2,5,4,1
Maitland,2025-12-15,9,6,1,8,4
Maitland,2025-12-15,10,8,7,4,1
Ballarat,2025-12-15,1,5,6,4,3
Ballarat,2025-12-15,2,1,2,3,5
Ballarat,2025-12-15,3,7,2,1,4
Ballarat,2025-12-15,4,1,2,4,5
Ballarat,2025-12-15,5,6,7,1,2
Ballarat,2025-12-15,6,4,3,7,1
Ballarat,2025-12-15,7,1,7,3,9
Ballarat,2025-12-15,8,8,2,3,1
Ballarat,2025-12-15,9,3,5,7,8
Ballarat,2025-12-15,10,4,1,3,8
Ballarat,2025-12-15,11,6,8,1,3
Ballarat,2025-12-15,12,4,1,3,8
Shepparton,2025-12-15,1,1,7,3,6
Shepparton,2025-12-15,2,3,5,2,8
Shepparton,2025-12-15,3,2,1,5,8
Shepparton,2025-12-15,4,8,2,7,3
Shepparton,2025-12-15,5,8,7,3,6
Shepparton,2025-12-15,6,2,7,5,1
Shepparton,2025-12-15,7,2,8,6,7
Shepparton,2025-12-15,8,3,8,5,2
Shepparton,2025-12-15,9,8,1,7,4
Shepparton,2025-12-15,10,5,1,2,4
Shepparton,2025-12-15,11,3,4,2,8
Shepparton,2025-12-15,12,5,3,7,8
Warrnambool,2025-12-15,1,7,2,4,3
Warrnambool,2025-12-15,2,3,1,2,7
Warrnambool,2025-12-15,3,8,7,1,3
Warrnambool,2025-12-15,4,4,1,7,3
Warrnambool,2025-12-15,5,3,1,5,6
Warrnambool,2025-12-15,6,8,1,7,2
Warrnambool,2025-12-15,7,4,2,1,3
Warrnambool,2025-12-15,8,6,1,3,2
Warrnambool,2025-12-15,9,2,6,7,8
Warrnambool,2025-12-15,10,8,7,2,3
Warrnambool,2025-12-15,11,6,8,4,3
Warrnambool,2025-12-15,12,3,5,4,6
Angle Park,2025-12-15,1,8,7,2,5
Angle Park,2025-12-15,2,1,2,8,4
Angle Park,2025-12-15,3,4,2,6,1
Angle Park,2025-12-15,4,2,7,4,1
Angle Park,2025-12-15,5,4,8,2,7
Angle Park,2025-12-15,6,7,5,8,2
Angle Park,2025-12-15,7,1,8,2,7
Angle Park,2025-12-15,8,4,2,8,5
Angle Park,2025-12-15,9,6,1,4,8
Angle Park,2025-12-15,10,6,8,2,4
Sandown,2025-12-15,1,1,8,4,7
Sandown,2025-12-15,2,8,7,6,1
Sandown,2025-12-15,3,2,8,6,1
Sandown,2025-12-15,4,5,1,4,7
Sandown,2025-12-15,5,7,8,4,1
Sandown,2025-12-15,6,1,2,4,8
Sandown,2025-12-15,7,2,3,6,1
Sandown,2025-12-15,8,4,5,3,2
Sandown,2025-12-15,9,1,2,5,3
Sandown,2025-12-15,10,5,3,7,1
Sandown,2025-12-15,11,6,2,7,4
Sandown,2025-12-15,12,2,8,7,1
Ladbrokes Q Straight,2025-12-15,1,8,1,4,2
Ladbrokes Q Straight,2025-12-15,2,6,3,5,1
Ladbrokes Q Straight,2025-12-15,3,1,3,6,2
Ladbrokes Q Straight,2025-12-15,4,8,2,1,4
Ladbrokes Q Straight,2025-12-15,5,4,6,8,3
Ladbrokes Q Straight,2025-12-15,6,3,8,4,6
Ladbrokes Q Straight,2025-12-15,7,7,6,1,5
Ladbrokes Q Straight,2025-12-15,8,7,5,3,2
Ladbrokes Q Straight,2025-12-15,9,2,3,7,4
Ladbrokes Q Straight,2025-12-15,10,5,1,3,2
Ladbrokes Q Straight,2025-12-15,11,4,2,3,1
Ladbrokes Q Straight,2025-12-15,12,5,2,3,8
Launceston,2025-12-15,1,3,5,4,7
Launceston,2025-12-15,2,1,7,6,2
Launceston,2025-12-15,3,7,8,2,3
Launceston,2025-12-15,4,1,6,5,8
Launceston,2025-12-15,5,2,1,8,4
Launceston,2025-12-15,6,8,5,1,4
Launceston,2025-12-15,7,8,5,3,6
Launceston,2025-12-15,8,4,7,5,8
Launceston,2025-12-15,9,6,2,1,3
Launceston,2025-12-15,10,1,7,8,10
Mandurah,2025-12-15,1,8,7,2,1
Mandurah,2025-12-15,2,3,1,6,4
Mandurah,2025-12-15,3,1,7,4,8
Mandurah,2025-12-15,4,3,2,7,4
Mandurah,2025-12-15,5,7,6,3,5
Mandurah,2025-12-15,6,1,4,3,2
Mandurah,2025-12-15,7,4,1,3,7
Mandurah,2025-12-15,8,3,4,7,2
Mandurah,2025-12-15,9,6,2,8,7
