Track,Date,Race,Winner,2nd,3rd,4th
Casino,2026-03-24,1,8,4,7,6
Casino,2026-03-24,2,1,8,3,7
Casino,2026-03-24,3,1,8,6,7
Casino,2026-03-24,4,1,2,6,5
Casino,2026-03-24,5,1,6,3,7
Casino,2026-03-24,6,8,4,2,6
Casino,2026-03-24,7,4,2,1,5
Casino,2026-03-24,8,8,1,2,7
Casino,2026-03-24,9,4,2,1,7
Casino,2026-03-24,10,6,1,8,4
Casino,2026-03-24,11,8,3,2,1
Bulli,2026-03-24,1,4,1,6,7
Bulli,2026-03-24,2,3,8,2,6
Bulli,2026-03-24,3,4,5,1,8
Bulli,2026-03-24,4,5,7,2,4
Bulli,2026-03-24,5,4,8,1,7
Bulli,2026-03-24,6,7,6,4,5
Bulli,2026-03-24,7,8,1,3,4
Bulli,2026-03-24,8,7,3,8,2
Gosford,2026-03-24,1,2,8,4,5
Gosford,2026-03-24,2,1,6,4,2
Gosford,2026-03-24,3,1,4,2,9
Gosford,2026-03-24,4,2,4,,
Gosford,2026-03-24,5,6,7,4,2
Gosford,2026-03-24,6,8,7,2,6
Gosford,2026-03-24,7,4,6,8,5
Gosford,2026-03-24,8,3,5,1,7
Gosford,2026-03-24,9,4,2,7,5
Gosford,2026-03-24,10,2,4,3,5
Gosford,2026-03-24,11,3,8,1,5
Gosford,2026-03-24,12,5,2,8,6
Angle Park,2026-03-24,1,7,5,1,8
Angle Park,2026-03-24,2,1,4,2,5
Angle Park,2026-03-24,3,1,4,8,2
Angle Park,2026-03-24,4,1,2,6,4
Angle Park,2026-03-24,5,1,4,7,8
Angle Park,2026-03-24,6,1,7,2,5
Angle Park,2026-03-24,7,7,1,8,4
Angle Park,2026-03-24,8,7,1,8,4
Angle Park,2026-03-24,9,6,4,1,8
Angle Park,2026-03-24,10,6,1,2,4
Angle Park,2026-03-24,11,6,8,4,1
Angle Park,2026-03-24,12,2,5,1,4
Hobart,2026-03-24,1,4,8,1,7
Hobart,2026-03-24,2,4,1,7,3
Hobart,2026-03-24,3,5,3,7,2
Hobart,2026-03-24,4,5,6,2,3
Hobart,2026-03-24,5,5,4,1,7
Hobart,2026-03-24,6,2,1,3,4
Hobart,2026-03-24,7,3,8,6,4
Hobart,2026-03-24,8,8,4,2,3
Hobart,2026-03-24,9,6,9,4,7
Hobart,2026-03-24,10,7,6,4,1
Horsham,2026-03-24,1,4,1,7,5
Horsham,2026-03-24,2,2,4,8,1
Horsham,2026-03-24,3,1,8,5,4
Horsham,2026-03-24,4,6,2,1,4
Horsham,2026-03-24,5,3,2,5,7
Horsham,2026-03-24,6,8,4,1,2
Horsham,2026-03-24,7,1,6,2,7
Horsham,2026-03-24,8,3,1,5,2
Horsham,2026-03-24,9,2,1,5,4
Horsham,2026-03-24,10,1,5,8,7
Horsham,2026-03-24,11,2,8,5,1
Geelong,2026-03-24,1,3,6,4,8
Geelong,2026-03-24,2,3,4,8,7
Geelong,2026-03-24,3,1,8,6,2
Geelong,2026-03-24,4,1,5,7,8
Geelong,2026-03-24,5,7,3,4,6
Geelong,2026-03-24,6,4,5,8,6
Geelong,2026-03-24,7,2,4,6,1
Geelong,2026-03-24,8,4,5,6,3
Geelong,2026-03-24,9,7,1,3,4
Geelong,2026-03-24,10,3,2,4,6
Geelong,2026-03-24,11,6,7,4,8
Geelong,2026-03-24,12,2,6,1,4
Ladbrokes Q1 Lakeside,2026-03-24,1,4,7,3,2
Ladbrokes Q1 Lakeside,2026-03-24,2,7,4,6,2
Ladbrokes Q1 Lakeside,2026-03-24,3,3,1,6,4
Ladbrokes Q1 Lakeside,2026-03-24,4,2,8,6,4
Ladbrokes Q1 Lakeside,2026-03-24,5,4,8,6,1
Ladbrokes Q1 Lakeside,2026-03-24,6,3,2,7,8
Ladbrokes Q1 Lakeside,2026-03-24,7,8,3,2,7
Ladbrokes Q1 Lakeside,2026-03-24,8,7,8,6,3
Ladbrokes Q1 Lakeside,2026-03-24,9,4,2,3,8
Ladbrokes Q1 Lakeside,2026-03-24,10,8,3,6,7
Ladbrokes Q1 Lakeside,2026-03-24,11,8,7,3,2
Ladbrokes Q1 Lakeside,2026-03-24,12,1,2,4,8
Warragul,2026-03-24,1,8,2,5,6
Warragul,2026-03-24,2,7,4,1,2
Warragul,2026-03-24,3,2,7,5,3
Warragul,2026-03-24,4,8,4,3,5
Warragul,2026-03-24,5,3,7,6,5
Warragul,2026-03-24,6,6,3,1,5
Warragul,2026-03-24,7,1,6,7,2
