Track,Date,Race,Winner,2nd,3rd,4th
Maitland,2026-04-28,1,7,2,4,1
Maitland,2026-04-28,2,3,1,4,2
Maitland,2026-04-28,3,4,1,8,2
Maitland,2026-04-28,4,4,7,5,1
Maitland,2026-04-28,5,6,2,8,7
Maitland,2026-04-28,6,3,1,6,8
Maitland,2026-04-28,7,8,1,7,2
Maitland,2026-04-28,8,1,2,8,7
Maitland,2026-04-28,9,2,8,1,7
Maitland,2026-04-28,10,8,2,4,7
Wagga,2026-04-28,1,1,4,2,8
Wagga,2026-04-28,2,3,1,7,8
Wagga,2026-04-28,3,8,4,9,7
Wagga,2026-04-28,4,3,5,7,4
Wagga,2026-04-28,5,8,1,6,4
Wagga,2026-04-28,6,7,1,4,2
Wagga,2026-04-28,7,7,6,8,1
Wagga,2026-04-28,8,2,4,7,6
Wagga,2026-04-28,9,1,8,6,5
Wagga,2026-04-28,10,5,7,8,1
Wagga,2026-04-28,11,1,7,8,4
Ballarat,2026-04-28,1,2,6,3,4
Ballarat,2026-04-28,2,1,8,3,9
Ballarat,2026-04-28,3,4,3,6,2
Ballarat,2026-04-28,4,8,5,3,7
Ballarat,2026-04-28,5,8,4,5,1
Ballarat,2026-04-28,6,2,4,7,6
Ballarat,2026-04-28,7,1,3,7,4
Ballarat,2026-04-28,8,8,2,1,6
Ballarat,2026-04-28,9,7,6,1,8
Ballarat,2026-04-28,10,8,2,1,7
Ballarat,2026-04-28,11,7,8,6,3
Ballarat,2026-04-28,12,5,2,1,3
Shepparton,2026-04-28,1,6,8,7,3
Shepparton,2026-04-28,2,4,2,6,1
Shepparton,2026-04-28,3,8,1,6,2
Shepparton,2026-04-28,4,6,4,8,1
Shepparton,2026-04-28,5,4,8,1,6
Shepparton,2026-04-28,6,1,3,4,5
Shepparton,2026-04-28,7,7,4,3,1
Shepparton,2026-04-28,8,1,7,8,2
Shepparton,2026-04-28,9,6,8,2,1
Shepparton,2026-04-28,10,2,1,5,3
Shepparton,2026-04-28,11,2,1,4,8
Shepparton,2026-04-28,12,4,8,6,7
Warrnambool,2026-04-28,1,7,4,6,3
Warrnambool,2026-04-28,2,6,7,2,5
Warrnambool,2026-04-28,3,8,1,3,7
Warrnambool,2026-04-28,4,3,2,8,4
Warrnambool,2026-04-28,5,7,3,5,2
Warrnambool,2026-04-28,6,4,8,3,2
Warrnambool,2026-04-28,7,7,2,8,6
Warrnambool,2026-04-28,8,5,6,8,7
Warrnambool,2026-04-28,9,2,4,1,5
Warrnambool,2026-04-28,10,7,2,8,1
Warrnambool,2026-04-28,11,3,1,2,4
Warrnambool,2026-04-28,12,3,8,4,2
Northam,2026-04-28,1,2,1,5,7
Northam,2026-04-28,2,8,1,3,5
Northam,2026-04-28,3,2,4,7,5
Northam,2026-04-28,4,5,7,4,8
Northam,2026-04-28,5,1,3,7,8
Northam,2026-04-28,6,7,5,3,2
Northam,2026-04-28,7,1,5,7,8
Northam,2026-04-28,8,1,2,7,6
Northam,2026-04-28,9,7,1,4,6
Northam,2026-04-28,10,2,6,8,7
Northam,2026-04-28,11,4,1,5,8
Q Straight,2026-04-28,1,3,9,4,5
Q Straight,2026-04-28,2,7,9,2,3
Q Straight,2026-04-28,3,6,5,7,8
Q Straight,2026-04-28,4,6,5,3,8
Q Straight,2026-04-28,5,3,6,2,1
Q Straight,2026-04-28,6,8,2,7,3
Q Straight,2026-04-28,7,4,5,8,3
Q Straight,2026-04-28,8,8,2,3,1
Q Straight,2026-04-28,9,6,7,1,2
Q Straight,2026-04-28,10,6,4,2,3
Q Straight,2026-04-28,11,6,3,8,4
Q Straight,2026-04-28,12,2,3,7,4
Angle Park,2026-04-28,1,1,8,2,4
Angle Park,2026-04-28,2,6,4,1,8
Angle Park,2026-04-28,3,2,4,8,1
Angle Park,2026-04-28,4,1,7,3,5
Angle Park,2026-04-28,5,4,2,8,1
Angle Park,2026-04-28,6,2,8,4,1
Angle Park,2026-04-28,7,7,5,2,1
Angle Park,2026-04-28,8,3,2,6,8
Angle Park,2026-04-28,9,6,2,4,1
Sandown,2026-04-28,1,5,3,1,7
Sandown,2026-04-28,2,5,4,2,8
Sandown,2026-04-28,3,5,6,2,4
Sandown,2026-04-28,4,1,4,3,8
Sandown,2026-04-28,5,4,2,1,6
Sandown,2026-04-28,6,6,1,4,8
Sandown,2026-04-28,7,4,1,5,8
Sandown,2026-04-28,8,1,2,4,3
Sandown,2026-04-28,9,8,3,1,5
Sandown,2026-04-28,10,4,6,1,7
Sandown,2026-04-28,11,6,4,3,8
Sandown,2026-04-28,12,5,2,6,4
Launceston,2026-04-28,1,7,9,2,6
Launceston,2026-04-28,2,7,8,1,5
Launceston,2026-04-28,3,4,1,6,2
Launceston,2026-04-28,4,2,6,1,5
Launceston,2026-04-28,5,2,4,6,5
Launceston,2026-04-28,6,7,3,5,6
Launceston,2026-04-28,7,8,3,1,7
Launceston,2026-04-28,8,2,5,1,3
Launceston,2026-04-28,9,1,4,8,6
Launceston,2026-04-28,10,10,3,9,7
Launceston,2026-04-28,11,5,4,8,7
