Track,Race,Position1,Position2,Position3,Position4
Richmond Straight,1,8,3,2,6
Richmond Straight,2,3,2,7,4
Richmond Straight,3,3,1,4,6
Richmond Straight,4,3,6,5,4
Richmond Straight,5,8,7,3,6
Richmond Straight,6,2,5,3,8
Richmond Straight,7,3,6,4,5
Richmond Straight,8,4,1,8,2
Richmond Straight,9,1,7,5,3
Richmond Straight,10,7,5,3,6
Richmond Straight,11,5,6,3,1
Nowra,1,1,3,6,8
Nowra,2,2,4,5,8
Nowra,3,2,5,8,4
Nowra,4,4,2,3,6
Nowra,5,1,2,7,4
Nowra,6,8,6,5,2
Nowra,7,2,7,1,4
Nowra,8,7,2,8,3
Nowra,9,7,1,4,3
Wentworth Park,1,8,4,2,5
Wentworth Park,2,8,4,1,2
Wentworth Park,3,2,1,7,8
Wentworth Park,4,5,7,4,1
Wentworth Park,5,5,8,1,4
Wentworth Park,6,4,5,3,6
Wentworth Park,7,4,8,2,5
Wentworth Park,8,6,7,2,1
Wentworth Park,9,4,1,3,6
Casino,1,6,4,1,8
Casino,2,2,5,1,7
Casino,3,1,5,8,7
Casino,4,4,2,7,5
Casino,5,2,8,1,4
Casino,6,2,6,1,3
Casino,7,2,9,7,3
Casino,8,8,5,4,7
Casino,9,4,2,1,8
Casino,10,5,2,8,7
Casino,11,4,2,6,1
Casino,12,5,7,2,8
Shepparton,1,2,5,7,4
Shepparton,2,8,6,7,3
Shepparton,3,5,2,1,4
Shepparton,4,7,1,8,2
Shepparton,5,7,8,3,4
Shepparton,6,3,7,1,2
Shepparton,7,2,6,3,7
Shepparton,8,7,3,8,4
Shepparton,9,3,7,1,4
Shepparton,10,1,8,6,2
Shepparton,11,3,8,6,5
Shepparton,12,6,2,1,4
Mount Gambier,1,7,5,1,3
Mount Gambier,2,2,6,4,8
Mount Gambier,3,1,2,4,8
Mount Gambier,4,6,4,1,2
Mount Gambier,5,1,7,2,4
Mount Gambier,6,1,6,4,2
Mount Gambier,7,7,4,1,8
Mount Gambier,8,4,2,5,7
Mount Gambier,9,1,4,2,6
Mount Gambier,10,8,1,6,4
Ladbrokes Q Straight,1,1,2,4,3
Ladbrokes Q Straight,2,1,4,5,3
Ladbrokes Q Straight,3,8,1,3,7
Ladbrokes Q Straight,4,3,6,4,7
Ladbrokes Q Straight,5,1,2,3,8
Ladbrokes Q Straight,6,3,2,4,1
Ladbrokes Q Straight,7,4,9,3,7
Ladbrokes Q Straight,8,4,1,6,7
Ladbrokes Q Straight,9,2,4,5,8
Ladbrokes Q Straight,10,5,4,7,1
Ladbrokes Q Straight,11,4,1,2,8
Warrnambool,1,4,7,1,2
Warrnambool,2,7,3,1,8
Warrnambool,3,2,1,5,8
Warrnambool,4,1,2,4,3
Warrnambool,5,8,1,3,5
Warrnambool,6,8,4,5,1
Warrnambool,7,3,1,2,8
Warrnambool,8,1,7,6,1
Warrnambool,9,3,2,5,4
Warrnambool,10,5,3,4,1
Warrnambool,11,6,8,3,1
Warrnambool,12,3,7,5,6
Warragul,1,2,5,8,3
Warragul,2,2,1,5,4
Warragul,3,4,8,1,2
Warragul,4,7,8,2,1
Warragul,5,1,7,6,2
Warragul,6,1,3,6,7
Warragul,7,1,7,3,6
Warragul,8,1,4,3,5
Warragul,9,5,1,8,4
Warragul,10,7,1,4,8
Warragul,11,3,2,8,1
Warragul,12,4,6,3,7
Sandown,1,3,7,1,4
Sandown,2,5,2,7,9
Sandown,3,1,2,7,3
Sandown,4,1,4,8,6
Sandown,5,2,5,1,8
Sandown,6,5,8,7,6
Sandown,7,2,8,7,3
Sandown,8,1,5,4,6
Sandown,9,3,1,6,4
Sandown,10,3,4,9,1
Sandown,11,3,6,1,2
Sandown,12,7,6,2,5
Hobart,1,1,7,2,6
Hobart,2,8,5,7,1
Hobart,3,3,1,1,0
Hobart,4,2,6,4,3
Hobart,5,6,3,5,1
Hobart,6,4,8,2,3
Hobart,7,3,4,6,1
Hobart,8,7,1,8,4
Hobart,9,3,5,1,6
Hobart,10,4,8,1,7
Ladbrokes Q2 Parklands,1,6,3,1,4
Ladbrokes Q2 Parklands,2,4,3,1,8
Ladbrokes Q2 Parklands,3,1,6,4,2
Ladbrokes Q2 Parklands,4,2,3,8,6
Ladbrokes Q2 Parklands,5,2,1,4,5
ABD,7,1,5,7,2
ABD,8,3,1,4,2
ABD,9,4,1,6,8
Mandurah,1,3,2,5,7
Mandurah,2,8,5,3,1
Mandurah,3,7,8,2,1
Mandurah,4,6,3,7,1
Mandurah,5,3,8,4,7
Mandurah,6,3,4,6,8
Mandurah,7,2,3,8,4
Mandurah,8,3,2,4,5
Mandurah,9,5,1,2,7
Mandurah,10,5,2,8,4
Mandurah,11,6,8,5,1
