Track,Race,Position1,Position2,Position3,Position4
GRAFTON,1,4,1,8,6
GRAFTON,2,8,3,5,1
GRAFTON,3,4,5,1,2
GRAFTON,4,3,1,4,2
GRAFTON,5,7,6,4,3
GRAFTON,6,4,2,8,3
GRAFTON,7,4,1,8,7
GRAFTON,8,2,1,3,8
GRAFTON,9,5,4,1,6
GRAFTON,10,1,6,3,5
TEMORA,1,1,7,2,6
TEMORA,2,1,8,5,6
TEMORA,3,7,5,2,1
TEMORA,4,7,1,4,3
TEMORA,5,5,2,1,4
TEMORA,6,5,6,8,3
TEMORA,7,8,7,3,6
TEMORA,8,3,6,8,7
TEMORA,9,3,8,7,6
TEMORA,10,1,6,3,7
TEMORA,11,1,6,8,2
TEMORA,12,1,8,4,3
GOSFORD,1,8,4,2,3
GOSFORD,2,3,8,5,1
GOSFORD,3,8,2,7,1
GOSFORD,4,1,2,5,8
GOSFORD,5,9,6,4,7
GOSFORD,6,5,4,2,7
GOSFORD,7,8,1,2,5
GOSFORD,8,3,1,4,6
GOSFORD,9,4,2,6,3
GOSFORD,10,2,8,6,5
GOSFORD,11,8,6,5,7
MURRAY BRIDGE STRAIGHT,1,3,1,7
MURRAY BRIDGE STRAIGHT,2,2,7,8,1
MURRAY BRIDGE STRAIGHT,3,2,1,8,4
MURRAY BRIDGE STRAIGHT,4,6,4,1,2
MURRAY BRIDGE STRAIGHT,5,8,4,1,2
MURRAY BRIDGE STRAIGHT,6,2,8,5,7
MURRAY BRIDGE STRAIGHT,7,2,4,5,8
MURRAY BRIDGE STRAIGHT,8,1,5,8,4
MURRAY BRIDGE STRAIGHT,9,6,8,1,2
MURRAY BRIDGE STRAIGHT,10,2,6,4,8
LAUNCESTON,1,5,2,1,4
LAUNCESTON,2,2,3,4,6
LAUNCESTON,3,5,6,3,4
LAUNCESTON,4,6,3,1,7
LAUNCESTON,5,1,7,6,8
LAUNCESTON,6,6,2,7,5
LAUNCESTON,7,2,8,7,1
LAUNCESTON,8,7,5,1,4
LAUNCESTON,9,5,7,2,3
LAUNCESTON,10,2,5,8,9
BENDIGO,1,4,2,1,5
BENDIGO,2,5,1,6,8
BENDIGO,3,1,7,2,6
BENDIGO,4,8,3,2,7
BENDIGO,5,1,7,4,2
BENDIGO,6,3,2,8,7
BENDIGO,7,2,8,6,1
BENDIGO,8,1,4,3,5
BENDIGO,9,5,1,8,2
BENDIGO,10,2,3,1,6
BENDIGO,11,7,6,2,3
BENDIGO,12,3,2,8,7
GEELONG,1,1,8,3,7
GEELONG,2,1,4,3,7
GEELONG,3,2,3,4,1
GEELONG,4,6,2,7,1
GEELONG,5,7,3,1,6
GEELONG,6,8,1,5,4
GEELONG,7,1,5,4,8
GEELONG,8,8,1,7,6
GEELONG,9,4,8,6,7
GEELONG,10,3,8,7,6
GEELONG,11,2,3,1,4
GEELONG,12,8,7,1,4
LADBROKES Q1 LAKESIDE,1,1,7,3,5
LADBROKES Q1 LAKESIDE,2,4,3,6,1
LADBROKES Q1 LAKESIDE,3,1,5,3,8
LADBROKES Q1 LAKESIDE,4,3,6,7,5
LADBROKES Q1 LAKESIDE,5,2,3,6,1
LADBROKES Q1 LAKESIDE,6,7,2,8,1
LADBROKES Q1 LAKESIDE,7,8,2,3,5
LADBROKES Q1 LAKESIDE,8,6,5,3,8
LADBROKES Q1 LAKESIDE,9,1,5,7,3
LADBROKES Q1 LAKESIDE,10,8,2,1,7
ANGLE PARK,1,2,8,7,1
ANGLE PARK,2,7,4,2,5
ANGLE PARK,3,2,5,1,7
ANGLE PARK,4,2,4,1,7
ANGLE PARK,5,1,8,5,7
ANGLE PARK,6,1,4,2,7
ANGLE PARK,7,5,2,1,7
ANGLE PARK,8,4,7,5,2
ANGLE PARK,9,5,8,2,4
ANGLE PARK,10,2,4,7,5
WARRAGUL,1,1,2,4,3
WARRAGUL,2,1,7,2,8
WARRAGUL,3,4,8,5,2
WARRAGUL,4,4,2,8,3
WARRAGUL,5,8,6,1,5
WARRAGUL,6,6,9,2,5
WARRAGUL,7,6,2,7,9
WARRAGUL,8,8,7,6,1
WARRAGUL,9,1,8,9,3
WARRAGUL,10,1,8,7,6
WARRAGUL,11,7,1,8,2
WARRAGUL,12,6,5,8,4
BET NATION TOWNSVILLE,1,4,7,1,2
BET NATION TOWNSVILLE,2,4,6,8,7
BET NATION TOWNSVILLE,3,7,6,2,8
BET NATION TOWNSVILLE,4,2,7,3,8
BET NATION TOWNSVILLE,5,1,4,2,3
BET NATION TOWNSVILLE,6,8,6,1,4
BET NATION TOWNSVILLE,7,4,7,3,6
BET NATION TOWNSVILLE,8,9,6,7,1
BET NATION TOWNSVILLE,9,8,7,1,5
BET NATION TOWNSVILLE,10,8,1,4,5
BET NATION TOWNSVILLE,11,2,7,1,5
BET NATION TOWNSVILLE,12,1,8,2,4
MANDURAH,1,4,2,1,7
MANDURAH,2,5,4,8,6
MANDURAH,3,5,1,7,4
MANDURAH,4,1,8,2,3
MANDURAH,5,8,6,1,5
MANDURAH,6,5,8,2,6
MANDURAH,7,6,1,8,9
MANDURAH,8,2,8,5,1
MANDURAH,9,2,7,4,5
