Track,Race,Position1,Position2,Position3,Position4
Richmond Straight,1,2,5,8,1
Richmond Straight,2,6,5,7,3
Richmond Straight,3,5,7,2,6
Richmond Straight,4,5,7,4,6
Richmond Straight,5,3,1,6,7
Richmond Straight,6,4,6,8,2
Richmond Straight,7,7,2,1,3
Richmond Straight,8,6,7,8,1
Richmond Straight,9,2,5,3,4
Richmond Straight,10,8,6,3,2
Richmond Straight,11,1,9,4,5
Nowra,1,2,1,3,7
Nowra,2,8,4,3,2
Nowra,3,4,1,5,7
Nowra,4,1,3,6,7
Nowra,5,2,7,3,8
Nowra,6,4,1,2,7
Nowra,7,5,8,1,6
Nowra,8,5,4,1,6
Nowra,9,3,5,4,7
Nowra,10,5,2,7,6
Casino,1,8,6,4,1
Casino,2,8,2,4,7
Casino,3,8,2,1,9
Casino,4,7,5,1,2
Casino,5,7,6,1,3
Casino,6,2,4,7,5
Casino,7,1,5,8,2
Casino,8,2,3,9,4
Casino,9,1,2,5,4
Casino,10,6,4,1,2
Casino,11,8,2,4,1
Casino,12,1,3,2,6
Wentworth Park,1,2,5,1,7
Wentworth Park,2,4,1,7,8
Wentworth Park,3,5,1,2,3
Wentworth Park,4,1,5,8,7
Wentworth Park,5,6,5,4,1
Wentworth Park,6,2,8,1,7
Wentworth Park,7,5,7,3,8
Wentworth Park,8,7,1,5,3
Wentworth Park,9,1,8,7,3
Wentworth Park,10,4,5,7,2
Wentworth Park,11,5,7,2,8
Shepparton,1,4,6,2,5
Shepparton,2,8,4,7,1
Shepparton,3,3,7,6,1
Shepparton,4,10,2,8,9
Shepparton,5,8,3,4,5
Shepparton,6,1,5,7,2
Shepparton,7,3,4,5,8
Shepparton,8,1,4,5,6
Shepparton,9,8,9,3,1
Shepparton,10,8,6,7,5
Shepparton,11,2,5,4,3
Shepparton,12,5,2,4,3
Mount Gambier,1,1,5,2,7
Mount Gambier,2,1,4,2,7
Mount Gambier,3,4,1,5,7
Mount Gambier,4,7,2,4,8
Mount Gambier,5,7,2,1,8
Mount Gambier,6,5,7,8,2
Mount Gambier,7,2,4,1,5
Mount Gambier,8,7,1,4,8
Mount Gambier,9,2,6,1,8
Mount Gambier,10,4,1,6,2
Mount Gambier,11,5,8,2,1
Mount Gambier,12,1,7,5,4
Ladbrokes Q Straight,1,8,3,6,7
Ladbrokes Q Straight,2,7,4,5,8
Ladbrokes Q Straight,3,3,1,2,4
Ladbrokes Q Straight,4,6,7,2,8
Ladbrokes Q Straight,5,8,6,1,7
Ladbrokes Q Straight,6,2,1,7,4
Ladbrokes Q Straight,7,1,8,2,6
Ladbrokes Q Straight,8,6,7,1,4
Ladbrokes Q Straight,9,1,3,7,6
Ladbrokes Q Straight,10,8,1,4,7
Warragul,1,1,2,3,8
Warragul,2,1,3,4,6
Warragul,3,3,8,1,2
Warragul,4,3,1,2,6
Warragul,5,4,1,2,3
Warragul,6,6,4,3,1
Warragul,7,7,1,2,4
Warragul,8,7,2,1,5
Warragul,9,6,1,3,8
Warragul,10,5,2,8,3
Warragul,11,4,8,2,6
Warragul,12,7,5,8,4
Warrnambool,1,8,7,3,2
Warrnambool,2,2,1,4,6
Warrnambool,3,2,4,8,7
Warrnambool,4,1,8,2,7
Warrnambool,5,6,8,2,7
Warrnambool,6,2,7,3,4
Warrnambool,7,2,7,6,3
Warrnambool,8,1,2,7,4
Warrnambool,9,4,8,2,7
Warrnambool,10,7,1,4,2
Warrnambool,11,7,2,1,8
Warrnambool,12,2,7,4,8
Sandown,1,1,2,5,7
Sandown,2,1,2,4,7
Sandown,3,4,2,8,7
Sandown,4,4,1,8,7
Sandown,5,1,3,8,7
Sandown,6,3,4,6,1
Sandown,7,2,8,7,3
Sandown,8,4,1,3,2
Sandown,9,2,1,6,4
Sandown,10,2,1,3,4
Sandown,11,2,8,1,6
Sandown,12,5,6,3,7
Angle Park,1,1,2,8,3
Angle Park,2,2,4,6,1
Angle Park,3,2,4,5,8
Angle Park,4,2,1,4,8
Angle Park,5,1,8,2,4
Angle Park,6,3,2,6,1
Angle Park,7,8,1,4,2
Angle Park,8,4,9,6,5
Angle Park,9,4,2,1,8
Angle Park,10,7,3,5,1
Angle Park,11,2,4,1,8
Angle Park,12,5,2,1,7
Hobart,1,4,1,7,2
Hobart,2,8,4,2,5
Hobart,3,2,5,1,7
Hobart,4,4,2,8,1
Hobart,5,3,4,2,7
Hobart,6,8,5,4,3
Hobart,7,2,3,7,8
Hobart,8,7,4,1,10
Hobart,9,4,2,5,1
Hobart,10,3,8,4,5
Hobart,11,10,3,5,2
Ladbrokes Q2 Parklands,1,3,8,7,2
Ladbrokes Q2 Parklands,2,3,4,5,2
Ladbrokes Q2 Parklands,3,7,3,2,1
Ladbrokes Q2 Parklands,4,2,6,4,3
Ladbrokes Q2 Parklands,5,3,6,1,2
Ladbrokes Q2 Parklands,6,4,1,2,3
Ladbrokes Q2 Parklands,7,2,3,1,8
Ladbrokes Q2 Parklands,8,5,1,3,7
Ladbrokes Q2 Parklands,9,8,1,6,4
Ladbrokes Q2 Parklands,10,1,2,4,3
Ladbrokes Q2 Parklands,11,6,1,9,7
Ladbrokes Q2 Parklands,12,8,9,2,1
Mandurah,1,5,7,8,2
Mandurah,2,2,7,6,3
Mandurah,3,7,1,3,6
Mandurah,4,2,6,5,3
Mandurah,5,3,6,2,8
Mandurah,6,8,7,2,6
Mandurah,7,2,4,3,5
Mandurah,8,3,4,2,7
Mandurah,9,1,6,8,3
