Track,Race,Position1,Position2,Position3,Position4
Goulburn,1,6,5,2,1
Goulburn,2,4,6,3,7
Goulburn,3,5,6,7,2
Goulburn,4,1,5,8,7
Goulburn,5,7,6,2,8
Goulburn,6,8,7,1,4
Goulburn,7,1,3,2,4
Goulburn,8,4,8,2,1
Goulburn,9,5,2,1,7
Goulburn,10,3,8,2,6
Goulburn,11,4,8,7,3
Goulburn,12,6,7,8,1
Maitland,1,4,1,2,6
Maitland,2,1,8,4,2
Maitland,3,2,3,5,8
Maitland,4,2,3,1,4
Maitland,5,3,5,6,4
Maitland,6,5,1,7,3
Maitland,7,7,4,1,8
Maitland,8,2,8,6,1
Maitland,9,2,3,8,7
Maitland,10,6,1,5,7
Maitland,12,7,8,4,1
Richmond,1,1,6,8,3
Richmond,2,3,1,2,7
Richmond,3,2,5,3,6
Richmond,4,2,6,1,4
Richmond,6,6,5,3,1
Richmond,7,6,5,2,3
Richmond,8,3,6,1,2
Richmond,9,1,8,5,2
Richmond,10,1,5,8,4
Wagga,1,4,2,5,6
Wagga,2,7,6,5,1
Wagga,3,1,8,6,3
Wagga,4,1,3,7,8
Wagga,5,4,5,1,8
Wagga,6,4,8,7,5
Wagga,7,4,2,5,7
Wagga,8,8,7,1,5
Wagga,9,7,5,4,1
Wagga,10,1,4,7,5
Healesville,1,4,7,3,6
Healesville,2,8,3,1,4
Healesville,3,8,7,5,1
Healesville,4,7,5,6,1
Healesville,5,8,6,1,2
Healesville,6,3,8,6,7
Healesville,7,5,2,8,7
Healesville,8,6,8,4,5
Healesville,9,8,2,6,7
Healesville,10,2,8,6,7
Healesville,11,4,3,8,2
Healesville,12,1,0,1,8
Gawler,1,6,2,1,8
Gawler,2,1,6,2,4
Gawler,3,8,2,1,5
Gawler,4,2,6,4,1
Gawler,5,1,8,4,7
Gawler,6,6,5,2,4
Gawler,7,4,7,5,2
Gawler,8,8,5,2,4
Gawler,9,8,2,7,5
Gawler,11,6,2,1,4
Bet Nation Townsville,1,8,7,4,1
Bet Nation Townsville,2,1,8,6,3
Bet Nation Townsville,3,1,3,6,7
Bet Nation Townsville,4,1,5,4,7
Bet Nation Townsville,5,5,1,8,2
Bet Nation Townsville,6,5,1,8,4
Bet Nation Townsville,7,3,2,1,6
Bet Nation Townsville,8,8,5,6,7
Bet Nation Townsville,9,1,5,3,6
Bet Nation Townsville,10,8,2,3,1
Bet Nation Townsville,11,1,2,5,4
Bet Nation Townsville,12,5,7,8,4
Ladbrokes Q1 Lakeside,1,1,8,6,4
Ladbrokes Q1 Lakeside,2,5,4,8,3
Ladbrokes Q1 Lakeside,3,4,1,6,2
Ladbrokes Q1 Lakeside,4,6,1,5,7
Ladbrokes Q1 Lakeside,5,2,5,6,1
Ladbrokes Q1 Lakeside,6,2,8,5,6
Ladbrokes Q1 Lakeside,7,1,2,8,3
Ladbrokes Q1 Lakeside,8,6,7,3,1
Ladbrokes Q1 Lakeside,9,2,4,7,3
Ladbrokes Q1 Lakeside,10,7,5,6,4
Ladbrokes Q1 Lakeside,11,6,5,1,8
Ladbrokes Q1 Lakeside,12,4,6,1,2
Geelong,1,7,1,2,5
Geelong,2,3,4,8,2
Geelong,3,3,4,2,5
Geelong,4,7,2,8,3
Geelong,5,7,6,2,3
Geelong,6,1,8,2,6
Geelong,7,2,6,5,4
Geelong,8,6,8,1,5
Geelong,9,4,8,7,6
Geelong,10,2,8,7,1
Geelong,11,6,2,4,3
Geelong,12,1,7,6,8
Warragul,1,2,9,4,1
Warragul,2,8,3,6,7
Warragul,3,7,6,4,2
Warragul,4,4,1,5,3
Warragul,5,5,3,6,4
Warragul,6,8,3,6,1
Warragul,7,6,5,1,3
Warragul,8,5,2,3,6
Warragul,9,8,4,1,7
Warragul,10,6,4,7,2
Warragul,11,5,6,7,1
Warragul,12,5,4,6,3
Bendigo,1,1,4,2,8
Bendigo,2,4,7,8,2
Bendigo,3,3,8,6,4
Bendigo,4,8,5,4,1
Bendigo,5,2,1,8,3
Bendigo,6,8,6,1,2
Bendigo,7,1,5,2,3
Bendigo,8,2,4,1,8
Bendigo,9,7,3,8,2
Bendigo,10,3,8,4,1
Bendigo,11,2,7,8,4
Bendigo,12,2,7,8,3
Mandurah,1,7,1,4,8
Mandurah,2,5,8,4,2
Mandurah,3,8,1,6,2
Mandurah,4,7,3,6,5
Mandurah,5,3,5,1,4
Mandurah,6,2,5,3,9
Mandurah,7,4,8,3,1
Mandurah,8,8,7,5,1
Mandurah,9,6,8,3,7
Mandurah,10,5,4,8,1
