Track,Race,Position1,Position2,Position3,Position4
Wagga,1,7,4,8,5
Wagga,2,6,8,5,1
Wagga,3,1,8,4,5
Wagga,4,7,8,1,3
Wagga,5,7,6,4,1
Wagga,6,8,2,1,3
Wagga,7,3,8,4,7
Wagga,8,1,4,8,2
Wagga,9,1,8,5,3
Wagga,10,3,4,5,2
Wagga,11,1,3,8,6
Goulburn,1,6,2,1,7
Goulburn,2,4,2,8,5
Goulburn,3,5,4,7,2
Goulburn,4,5,7,4,1
Goulburn,5,2,6,7,5
Goulburn,6,8,3,7,6
Goulburn,7,8,7,6,1
Goulburn,8,5,1,4,6
Goulburn,9,1,6,2,5
Goulburn,10,1,4,2,6
Ladbrokes Gardens,1,7,5,6,8
Ladbrokes Gardens,2,8,1,5,7
Ladbrokes Gardens,3,5,7,4,8
Ladbrokes Gardens,4,3,7,4,8
Ladbrokes Gardens,5,6,1,5,2
Ladbrokes Gardens,6,7,6,1,2
Ladbrokes Gardens,7,6,4,1,8
Ladbrokes Gardens,8,7,8,6,5
Ladbrokes Gardens,9,4,2,7,5
Ladbrokes Gardens,10,1,2,7,5
Ladbrokes Gardens,11,8,7,1,2
Ladbrokes Gardens,12,8,7,5,6
Richmond,1,2,3,1,4
Richmond,2,2,1,8,4
Richmond,3,2,5,4,7
Richmond,4,2,7,1,3
Richmond,5,7,1,2,9
Richmond,6,6,7,1,8
Richmond,7,6,1,8,4
Richmond,8,8,1,2,3
Richmond,9,8,3,1,2
Richmond,10,2,6,8,3
Bendigo,1,8,6,4,7
Bendigo,2,2,1,7,8
Bendigo,3,2,1,6,3
Bendigo,4,6,8,2,1
Bendigo,5,4,6,8,2
Bendigo,6,6,3,4,8
Bendigo,7,3,4,1,5
Bendigo,8,7,2,3,6
Bendigo,9,8,6,7,1
Bendigo,10,8,1,6,3
Bendigo,11,3,4,6,1
Bendigo,12,8,4,7,3
Healesville,1,8,4,2,9
Healesville,2,8,6,7,10
Healesville,3,5,1,6,8
Healesville,4,7,6,1,5
Healesville,5,8,5,2,7
Healesville,6,2,7,5,10
Healesville,7,6,8,1,2
Healesville,8,4,1,2,6
Healesville,9,5,7,6,1
Healesville,10,7,2,5,1
Healesville,11,10,8,1,5
Healesville,12,2,4,6,7
Bet Nation Townsville,1,7,1,5,4
Bet Nation Townsville,2,8,2,3,4
Bet Nation Townsville,3,5,2,8,6
Bet Nation Townsville,4,8,2,6,1
Bet Nation Townsville,5,1,8,7,4
Bet Nation Townsville,6,6,4,3,8
Bet Nation Townsville,7,8,1,6,9
Bet Nation Townsville,8,3,4,7,8
Bet Nation Townsville,9,4,3,1,8
Bet Nation Townsville,10,3,1,2,7
Bet Nation Townsville,11,1,3,2,6
Bet Nation Townsville,12,5,7,2,4
Geelong,1,4,2,3,8
Geelong,2,7,6,4,1
Geelong,3,8,4,1,6
Geelong,4,2,3,6,4
Geelong,5,1,5,3,4
Geelong,6,8,6,3,1
Geelong,7,3,1,8,6
Geelong,8,3,1,7,2
Geelong,9,4,8,1,3
Geelong,10,3,8,2,4
Geelong,11,1,6,7,5
Geelong,12,2,5,6,7
Ladbrokes Q1 Lakeside,1,4,6,3,5
Ladbrokes Q1 Lakeside,2,5,1,9,3
Ladbrokes Q1 Lakeside,3,6,4,8,5
Ladbrokes Q1 Lakeside,4,5,1,7,2
Ladbrokes Q1 Lakeside,5,1,2,6,5
Ladbrokes Q1 Lakeside,6,3,7,2,8
Ladbrokes Q1 Lakeside,7,3,5,6,8
Ladbrokes Q1 Lakeside,8,5,7,8,4
Ladbrokes Q1 Lakeside,9,5,6,3,4
Ladbrokes Q1 Lakeside,10,6,8,3,1
Ladbrokes Q1 Lakeside,11,2,8,5,6
Ladbrokes Q1 Lakeside,12,1,5,7,2
Warragul,1,2,6,1,8
Warragul,2,7,4,3,1
Warragul,3,8,1,2,5
Warragul,4,1,3,8,6
Warragul,5,3,4,1,7
Warragul,6,3,8,4,2
Warragul,7,7,2,1,8
Warragul,8,4,2,8,7
Warragul,9,4,6,2,8
Warragul,10,1,7,4,5
Warragul,11,8,6,4,2
Warragul,12,6,2,8,3
Mandurah,1,1,3,6,2
Mandurah,2,3,6,8,2
Mandurah,3,6,1,5,7
Mandurah,4,1,6,3,7
Mandurah,5,6,7,3,5
Mandurah,6,2,7,1,4
Mandurah,7,3,1,2,4
Mandurah,8,3,1,5,7
Mandurah,9,6,7,2,5
Mandurah,10,4,2,5,8
Mandurah,11,8,4,6,7
Mandurah,12,8,2,7,5
