Track,Race,Position1,Position2,Position3,Position4
Richmond Straight,1,1,8,7,3
Richmond Straight,2,1,8,4,7
Richmond Straight,3,8,3,5,2
Richmond Straight,4,1,8,4,5
Richmond Straight,5,2,8,6,5
Richmond Straight,6,1,6,8,7
Richmond Straight,7,2,6,7,4
Richmond Straight,8,1,4,8,5
Richmond Straight,9,3,4,7,9
Richmond Straight,10,7,5,3,6
Richmond Straight,11,7,1,2,5
Nowra,1,2,4,8,3
Nowra,2,1,7,4,8
Nowra,3,1,4,8,5
Nowra,4,2,4,8,7
Nowra,5,1,7,8,2
Nowra,6,2,7,4,1
Nowra,7,4,5,8,7
Nowra,8,7,2,1,8
Nowra,9,4,5,2,7
Nowra,10,2,8,7,3
Wentworth Park,1,8,1,2,7
Wentworth Park,2,6,5,7,1
Wentworth Park,3,4,1,8,5
Wentworth Park,4,5,3,1,4
Wentworth Park,5,1,7,3,5
Wentworth Park,6,6,9,4,5
Wentworth Park,7,1,4,5,7
Wentworth Park,8,2,8,7,1
Wentworth Park,9,2,5,7,8
Wentworth Park,10,5,1,8,7
Casino,1,7,2,1,3
Casino,2,3,1,4,6
Casino,3,3,1,6,2
Casino,4,2,1,4,7
Casino,5,7,2,4,8
Casino,6,4,1,2,7
Casino,7,1,3,7,8
Casino,8,3,2,1,0
Casino,9,5,8,4,7
Casino,10,1,3,5,9
Casino,11,7,6,8,2
Casino,12,7,4,1,2
Shepparton,1,8,1,5,7
Shepparton,2,8,1,3,5
Shepparton,3,1,5,2,6
Shepparton,4,4,8,2,3
Shepparton,5,8,6,3,5
Shepparton,6,1,2,8,3
Shepparton,7,4,8,1,6
Shepparton,8,1,2,5,8
Shepparton,9,4,3,6,5
Shepparton,10,3,2,7,4
Shepparton,11,4,5,7,1
Shepparton,12,5,3,6,1
Ladbrokes Q Straight,1,3,7,4,6
Ladbrokes Q Straight,2,6,1,8,2
Ladbrokes Q Straight,3,6,4,8,5
Ladbrokes Q Straight,4,6,8,5,1
Ladbrokes Q Straight,5,6,3,4,5
Ladbrokes Q Straight,6,2,7,1,4
Ladbrokes Q Straight,7,6,2,8,5
Ladbrokes Q Straight,8,7,5,4,8
Ladbrokes Q Straight,9,5,1,8,7
Ladbrokes Q Straight,10,7,1,3,4
Warragul,1,7,2,3,5
Warragul,2,5,6,4,8
Warragul,3,1,6,7,8
Warragul,4,3,6,7,1
Warragul,5,1,4,2,5
Warragul,6,6,7,1,8
Warragul,7,6,5,1,8
Warragul,8,2,8,1,3
Warragul,9,2,1,3,7
Warragul,10,1,8,2,5
Warragul,11,4,2,1,3
Warragul,12,4,2,6,1
Ballarat,1,3,2,8,4
Ballarat,2,8,2,1,7
Ballarat,3,3,5,7,1
Ballarat,4,4,1,6,3
Ballarat,5,6,7,3,2
Ballarat,6,4,3,5,6
Ballarat,7,8,1,6,2
Ballarat,8,8,1,4,7
Ballarat,9,5,1,7,2
Ballarat,10,8,3,4,5
Ballarat,11,7,4,5,2
Hobart,1,5,3,2,1
Hobart,2,8,2,7,5
Hobart,3,4,8,1,5
Hobart,4,1,3,4,7
Hobart,5,4,3,1,2
Hobart,6,9,3,1,0
Hobart,7,1,8,2,4
Hobart,8,3,5,8,7
Hobart,9,3,7,4,5
Hobart,10,7,3,1,6
Hobart,11,6,8,2,1
Sandown,1,5,2,3,6
Sandown,2,4,1,5,8
Sandown,3,1,2,7,6
Sandown,4,5,1,8,4
Sandown,5,3,2,8,1
Sandown,6,2,4,5,7
Sandown,7,7,1,2,6
Sandown,8,8,3,1,6
Sandown,9,8,2,4,7
Sandown,10,4,2,9,6
Sandown,11,2,3,1,7
Sandown,12,2,5,4,6
Angle Park,1,3,6,8,2
Angle Park,2,1,8,4,1
Angle Park,3,7,4,3,8
Angle Park,4,5,2,1,8
Angle Park,5,7,4,1,8
Angle Park,6,2,1,7,5
Angle Park,7,1,5,3,7
Angle Park,8,6,1,7,2
Angle Park,9,2,5,7,1
Angle Park,10,6,7,2,8
Angle Park,11,8,2,6,4
Angle Park,12,1,2,6,4
Ladbrokes Q2 Parklands,1,1,3,6,2
Ladbrokes Q2 Parklands,2,2,8,4,6
Ladbrokes Q2 Parklands,3,2,3,1,8
Ladbrokes Q2 Parklands,4,3,1,6,7
Ladbrokes Q2 Parklands,5,5,4,2,1
Ladbrokes Q2 Parklands,6,4,5,1,2
Ladbrokes Q2 Parklands,7,4,7,3,8
Ladbrokes Q2 Parklands,8,6,7,3,8
Ladbrokes Q2 Parklands,9,1,5,8,3
Ladbrokes Q2 Parklands,10,1,8,6,4
Mandurah,1,2,3,8,7
Mandurah,2,2,1,3,4
Mandurah,3,8,3,7,5
Mandurah,4,6,2,5,4
Mandurah,5,3,4,8,1
Mandurah,6,3,1,7,8
Mandurah,7,8,6,1,3
Mandurah,8,5,1,3,6
Mandurah,9,3,6,7,8
Mandurah,10,5,8,4,2
Mandurah,11,8,5,2,4
