Track,Date,Race,Winner,2nd,3rd,4th
Casino,2025-12-02,1,1,2,8,6
Casino,2025-12-02,2,2,8,7,1
Casino,2025-12-02,3,4,2,7,5
Casino,2025-12-02,4,8,5,2,4
Casino,2025-12-02,5,3,5,2,6
Casino,2025-12-02,6,7,8,6,2
Casino,2025-12-02,8,5,1,2,7
Casino,2025-12-02,9,5,4,1,7
Casino,2025-12-02,10,2,9,1,5
Casino,2025-12-02,11,2,1,3,7
Casino,2025-12-02,12,6,2,1,3
Bulli,2025-12-02,1,1,8,2,6
Bulli,2025-12-02,2,2,8,3,6
Bulli,2025-12-02,3,4,6,1,8
Bulli,2025-12-02,4,6,4,1,7
Bulli,2025-12-02,5,6,4,2,1
Bulli,2025-12-02,6,1,2,3,4
Bulli,2025-12-02,7,7,6,9,3
Bulli,2025-12-02,8,7,6,1,3
Bulli,2025-12-02,9,2,5,1,3
Bulli,2025-12-02,10,4,2,7,1
Gosford,2025-12-02,1,5,3,2,4
Gosford,2025-12-02,2,7,1,2,3
Gosford,2025-12-02,3,2,1,4,6
Gosford,2025-12-02,4,8,1,4,2
Gosford,2025-12-02,5,3,7,1,8
Gosford,2025-12-02,6,4,8,6,5
Gosford,2025-12-02,7,2,1,4,5
Gosford,2025-12-02,8,6,3,1,8
Gosford,2025-12-02,9,6,1,3,8
Gosford,2025-12-02,10,1,7,2,5
Gosford,2025-12-02,11,6,8,3,1
Gosford,2025-12-02,12,2,7,8,1
Hobart,2025-12-02,1,1,3,6,2
Hobart,2025-12-02,2,1,3,6,7
Hobart,2025-12-02,3,2,3,5,8
Hobart,2025-12-02,4,8,3,4,7
Hobart,2025-12-02,5,4,7,3,1
Hobart,2025-12-02,6,4,1,2,7
Hobart,2025-12-02,7,2,5,1,6
Hobart,2025-12-02,8,3,1,5,7
Hobart,2025-12-02,9,5,1,8,6
Hobart,2025-12-02,10,3,7,6,4
Murray Bridge Straight,2025-12-02,1,3,7,5,1
Murray Bridge Straight,2025-12-02,2,4,8,1,6
Murray Bridge Straight,2025-12-02,3,2,6,8,4
Murray Bridge Straight,2025-12-02,4,8,5,1,2
Murray Bridge Straight,2025-12-02,5,3,7,2,1
Murray Bridge Straight,2025-12-02,6,1,4,8,2
Murray Bridge Straight,2025-12-02,7,4,8,5,2
Murray Bridge Straight,2025-12-02,8,8,2,5,1
Murray Bridge Straight,2025-12-02,9,6,8,1,4
Murray Bridge Straight,2025-12-02,10,8,6,2,1
Geelong,2025-12-02,1,1,3,8,7
Geelong,2025-12-02,2,2,3,4,1
Geelong,2025-12-02,3,1,4,3,7
Geelong,2025-12-02,4,5,6,4,2
Geelong,2025-12-02,5,7,3,2,8
Geelong,2025-12-02,6,5,8,1,2
Geelong,2025-12-02,7,3,7,6,1
Geelong,2025-12-02,8,3,2,1,7
Geelong,2025-12-02,9,2,1,7,8
Geelong,2025-12-02,10,5,8,1,3
Geelong,2025-12-02,11,3,2,6,5
Geelong,2025-12-02,12,1,2,7,5
Ladbrokes Q1 Lakeside,2025-12-02,1,5,4,1,2
Ladbrokes Q1 Lakeside,2025-12-02,2,1,6,8,7
Ladbrokes Q1 Lakeside,2025-12-02,3,1,8,9,4
Ladbrokes Q1 Lakeside,2025-12-02,4,1,5,4,8
Ladbrokes Q1 Lakeside,2025-12-02,5,7,2,5,8
Ladbrokes Q1 Lakeside,2025-12-02,6,4,2,8,5
Ladbrokes Q1 Lakeside,2025-12-02,7,4,7,3,8
Ladbrokes Q1 Lakeside,2025-12-02,8,8,1,5,4
Ladbrokes Q1 Lakeside,2025-12-02,9,8,7,4,5
Ladbrokes Q1 Lakeside,2025-12-02,10,2,8,7,4
Ladbrokes Q1 Lakeside,2025-12-02,11,1,3,7,2
Ladbrokes Q1 Lakeside,2025-12-02,12,1,4,8,2
Horsham,2025-12-02,1,5,8,2,7
Horsham,2025-12-02,2,8,7,5,2
Horsham,2025-12-02,3,1,7,5,8
Horsham,2025-12-02,4,1,3,5,7
Horsham,2025-12-02,5,8,1,6,7
Horsham,2025-12-02,6,4,6,5,1
Horsham,2025-12-02,7,1,8,2,4
Horsham,2025-12-02,8,2,3,4,7
Horsham,2025-12-02,9,1,7,5,2
Horsham,2025-12-02,10,4,8,1,3
Horsham,2025-12-02,11,5,2,8,7
Horsham,2025-12-02,12,2,1,6,3
Angle Park,2025-12-02,1,8,1,7,2
Angle Park,2025-12-02,2,4,2,8,5
Angle Park,2025-12-02,3,8,5,4,2
Angle Park,2025-12-02,4,4,1,8,2
Angle Park,2025-12-02,5,4,1,7,5
Angle Park,2025-12-02,6,2,8,5,1
Angle Park,2025-12-02,7,4,1,8,2
Angle Park,2025-12-02,8,1,4,2,5
Angle Park,2025-12-02,9,1,8,2,5
Angle Park,2025-12-02,10,2,4,5,1
Warragul,2025-12-02,1,7,8,5,6
Warragul,2025-12-02,2,8,2,9,5
Warragul,2025-12-02,3,2,8,5,3
Warragul,2025-12-02,4,6,8,1,3
Warragul,2025-12-02,5,2,3,6,5
Warragul,2025-12-02,6,6,4,7,8
Warragul,2025-12-02,7,8,5,7,3
Warragul,2025-12-02,8,7,2,6,3
Warragul,2025-12-02,9,1,3,4,2
Warragul,2025-12-02,10,2,3,5,7
Warragul,2025-12-02,11,8,6,3,7
Warragul,2025-12-02,12,8,3,6,1
Bet Nation Townsville,2025-12-02,1,1,2,3,7
Bet Nation Townsville,2025-12-02,2,2,3,5,8
Bet Nation Townsville,2025-12-02,3,6,8,5,4
Bet Nation Townsville,2025-12-02,4,6,2,8,3
Bet Nation Townsville,2025-12-02,5,3,4,1,8
Bet Nation Townsville,2025-12-02,6,1,3,2,4
Bet Nation Townsville,2025-12-02,7,6,3,1,5
Bet Nation Townsville,2025-12-02,8,8,2,3,7
Bet Nation Townsville,2025-12-02,9,8,4,2,1
Bet Nation Townsville,2025-12-02,10,6,3,2,7
Bet Nation Townsville,2025-12-02,11,2,8,7,6
Bet Nation Townsville,2025-12-02,12,3,4,1,8
Mandurah,2025-12-02,1,1,8,7,5
Mandurah,2025-12-02,2,1,6,2,3
Mandurah,2025-12-02,3,3,8,7,2
Mandurah,2025-12-02,4,3,1,7,2
Mandurah,2025-12-02,5,4,7,3,1
Mandurah,2025-12-02,6,2,7,8,4
Mandurah,2025-12-02,7,3,7,4,8
Mandurah,2025-12-02,8,8,1,5,2
Mandurah,2025-12-02,9,6,8,2,1
Mandurah,2025-12-02,10,1,7,4,2
Mandurah,2025-12-02,11,2,4,5,8
