Track,Race,Position1,Position2,Position3,Position4
Nowra,1,1,7,3,9
Nowra,2,4,2,7,6
Nowra,3,7,1,5,4
Nowra,4,8,5,7,1
Nowra,5,1,8,4,2
Nowra,6,8,1,4,2
Nowra,7,2,4,8,1
Nowra,8,2,3,7,1
Nowra,9,1,5,4,8
Nowra,10,5,4,8,2
Wagga,1,7,5,1,4
Wagga,2,1,7,8,4
Wagga,3,4,1,6,8
Wagga,4,7,3,1,6
Wagga,5,2,1,9,3
Wagga,6,5,4,7,8
Wagga,7,2,7,8,4
Wagga,8,8,3,1,6
Healesville,1,7,3,6,2
Healesville,2,2,8,6,7
Healesville,3,3,6,2,7
Healesville,4,6,1,7,4
Healesville,5,8,6,3,4
Healesville,6,5,2,4,8
Healesville,7,1,3,4,5
Healesville,8,5,8,4,1
Healesville,9,2,4,6,5
Healesville,10,1,4,3,8
Healesville,11,3,6,7,5
Healesville,12,1,8,2,7
Shepparton,1,3,6,5,2
Shepparton,2,5,7,3,8
Shepparton,3,8,3,4,7
Shepparton,4,8,1,2,3
Shepparton,5,1,7,8,2
Shepparton,6,5,8,6,2
Shepparton,7,2,4,3,1
Shepparton,8,4,6,2,8
Shepparton,9,4,2,8,7
Shepparton,10,2,5,1,4
Shepparton,11,1,7,2,8
Shepparton,12,3,5,8,2
Ballarat,1,2,3,9,5
Ballarat,2,9,1,0,5
Ballarat,3,9,1,7,4
Ballarat,4,7,8,3,6
Ballarat,5,5,7,1,3
Ballarat,6,6,9,8,4
Ballarat,7,5,6,7,3
Ballarat,8,6,5,8,3
Ballarat,9,2,3,4,1
Ballarat,10,1,3,8,6
Ballarat,11,3,6,1,4
Ballarat,12,2,7,6,8
Angle Park,1,6,4,8,1
Angle Park,2,1,2,4,8
Angle Park,3,7,2,8,4
Angle Park,4,7,2,5,1
Angle Park,5,7,2,1,4
Angle Park,6,1,7,8,2
Angle Park,7,2,4,5,7
Angle Park,8,8,3,2,7
Angle Park,9,4,6,1,8
Angle Park,10,1,2,4,7
Sandown,1,1,4,3,2
Sandown,2,2,7,1,8
Sandown,3,2,1,5,4
Sandown,4,8,4,2,5
Sandown,5,6,2,1,3
Sandown,6,5,4,1,2
Sandown,7,1,3,6,4
Sandown,8,5,1,6,7
Sandown,9,8,3,6,2
Sandown,10,4,2,8,1
Ladbrokes Q Straight,1,4,7,1,6
Ladbrokes Q Straight,2,8,3,2,6
Ladbrokes Q Straight,3,6,7,1,8
Ladbrokes Q Straight,4,6,2,1,7
Ladbrokes Q Straight,5,9,5,8,2
Ladbrokes Q Straight,6,4,6,8,5
Ladbrokes Q Straight,7,7,4,3,1
Ladbrokes Q Straight,8,5,3,6,8
Ladbrokes Q Straight,9,1,8,4,5
Ladbrokes Q Straight,10,1,2,8,6
Ladbrokes Q Straight,11,2,1,5,8
Ladbrokes Q Straight,12,3,7,6,4
Launceston,1,3,8,7,5
Launceston,2,1,3,5,6
Launceston,3,3,2,6,7
Launceston,4,1,7,8,4
Launceston,5,1,4,3,6
Launceston,6,2,1,5,7
Launceston,7,1,2,6,5
Launceston,8,1,2,8,4
Launceston,9,1,4,2,5
Launceston,10,1,2,6,9
Mandurah,1,6,8,3,4
Mandurah,2,5,3,8,7
Mandurah,3,4,3,5,6
Mandurah,4,1,6,2,8
Mandurah,5,1,3,5,2
Mandurah,6,3,5,6,1
Mandurah,7,6,4,2,8
Mandurah,8,1,2,4,6
Mandurah,9,6,8,5,1
Mandurah,10,8,2,4,6
