Track,Date,Race,Winner,2nd,3rd,4th
Grafton,2026-03-08,1,8,1,4,5
Grafton,2026-03-08,2,8,3,1,7
Grafton,2026-03-08,3,7,8,3,4
Grafton,2026-03-08,4,1,5,4,8
Grafton,2026-03-08,5,5,6,1,8
Grafton,2026-03-08,6,2,7,5,1
Grafton,2026-03-08,7,4,1,7,6
Grafton,2026-03-08,8,2,5,1,6
Grafton,2026-03-08,9,1,8,7,3
Grafton,2026-03-08,10,4,8,1,7
Grafton,2026-03-08,11,2,8,1,4
Grafton,2026-03-08,12,2,5,8,1
Temora,2026-03-08,1,6,5,8,7
Temora,2026-03-08,2,7,6,3,2
Temora,2026-03-08,3,3,1,6,8
Temora,2026-03-08,4,2,8,6,4
Temora,2026-03-08,5,2,3,8,6
Temora,2026-03-08,6,7,6,4,8
Temora,2026-03-08,7,1,8,2,4
Temora,2026-03-08,8,2,6,3,4
Temora,2026-03-08,9,6,1,8,2
Temora,2026-03-08,10,4,2,7,3
Broken Hill,2026-03-08,1,7,8,3,1
Broken Hill,2026-03-08,2,1,5,8,2
Broken Hill,2026-03-08,3,2,7,5,4
Broken Hill,2026-03-08,4,7,8,5,4
Broken Hill,2026-03-08,5,8,4,7,2
Broken Hill,2026-03-08,6,1,2,5,4
Broken Hill,2026-03-08,7,2,4,5,1
Broken Hill,2026-03-08,8,1,2,6,7
Healesville,2026-03-08,1,1,7,6,8
Healesville,2026-03-08,2,8,2,4,9
Healesville,2026-03-08,3,2,4,5,6
Healesville,2026-03-08,4,1,8,4,5
Healesville,2026-03-08,5,1,7,2,8
Healesville,2026-03-08,6,4,5,1,3
Healesville,2026-03-08,7,3,5,1,2
Healesville,2026-03-08,8,7,1,4,2
Healesville,2026-03-08,9,8,7,5,9
Healesville,2026-03-08,10,4,2,1,7
Healesville,2026-03-08,11,5,2,1,7
Healesville,2026-03-08,12,1,7,6,5
Mount Gambier,2026-03-08,1,1,8,4,7
Mount Gambier,2026-03-08,2,2,8,4,1
Mount Gambier,2026-03-08,3,6,2,1,8
Mount Gambier,2026-03-08,4,4,1,8,2
Mount Gambier,2026-03-08,5,7,1,5,2
Mount Gambier,2026-03-08,6,8,1,7,4
Mount Gambier,2026-03-08,7,4,7,2,1
Mount Gambier,2026-03-08,8,2,7,1,8
Mount Gambier,2026-03-08,9,3,1,7,5
Mount Gambier,2026-03-08,10,4,1,6,8
Capalaba,2026-03-08,1,4,1,7,8
Capalaba,2026-03-08,2,1,2,3,8
Sale,2026-03-08,1,7,3,1,6
Sale,2026-03-08,2,5,7,8,2
Sale,2026-03-08,3,6,3,4,7
Sale,2026-03-08,4,3,2,6,8
Sale,2026-03-08,5,8,4,2,7
Sale,2026-03-08,6,6,2,8,7
Sale,2026-03-08,7,8,7,5,6
Sale,2026-03-08,8,3,1,2,8
Sale,2026-03-08,9,6,4,8,1
Sale,2026-03-08,10,2,7,8,4
Sale,2026-03-08,11,7,6,4,8
Sale,2026-03-08,12,2,3,1,7
Gawler,2026-03-08,1,4,5,8,2
Gawler,2026-03-08,2,8,2,1,7
Gawler,2026-03-08,3,8,1,2,4
Gawler,2026-03-08,4,3,5,1,7
Gawler,2026-03-08,5,3,6,7,8
Gawler,2026-03-08,6,8,5,1,2
Gawler,2026-03-08,7,8,4,5,2
Gawler,2026-03-08,8,3,6,2,8
Gawler,2026-03-08,9,1,4,6,2
Gawler,2026-03-08,10,6,8,4,2
Rockhampton,2026-03-08,1,4,1,2,8
Rockhampton,2026-03-08,2,7,8,5,1
Rockhampton,2026-03-08,3,5,2,6,1
Rockhampton,2026-03-08,4,4,1,7,8
Rockhampton,2026-03-08,5,8,6,5,3
Rockhampton,2026-03-08,6,5,4,7,8
Rockhampton,2026-03-08,7,8,3,2,1
Rockhampton,2026-03-08,8,3,5,4,1
Rockhampton,2026-03-08,9,4,7,3,6
Rockhampton,2026-03-08,10,5,7,1,8
Q Parklands,2026-03-08,1,7,2,4,5
Q Parklands,2026-03-08,2,8,7,3,5
Q Parklands,2026-03-08,3,8,1,7,3
Q Parklands,2026-03-08,4,2,5,1,7
Q Parklands,2026-03-08,5,4,5,1,7
Q Parklands,2026-03-08,6,3,8,7,1
Q Parklands,2026-03-08,7,4,2,6,5
Q Parklands,2026-03-08,8,5,1,3,8
Q Parklands,2026-03-08,9,7,1,8,3
Q Parklands,2026-03-08,10,7,9,4,3
Darwin,2026-03-08,1,6,1,8,2
Darwin,2026-03-08,2,8,6,1,2
Darwin,2026-03-08,3,1,6,8,4
Darwin,2026-03-08,4,2,1,5,8
Darwin,2026-03-08,5,8,6,1,2
Darwin,2026-03-08,6,8,4,6,1
Darwin,2026-03-08,7,2,7,5,8
Darwin,2026-03-08,8,8,7,1,2
Darwin,2026-03-08,9,5,4,2,1
