Track,Date,Race,Winner,2nd,3rd,4th
Temora,2026-04-29,1,7,4,2,1
Temora,2026-04-29,2,4,7,1,6
Temora,2026-04-29,3,1,6,5,7
Temora,2026-04-29,4,6,1,5,3
Temora,2026-04-29,5,2,8,7,5
Temora,2026-04-29,6,6,5,4,7
Temora,2026-04-29,7,6,2,7,4
Temora,2026-04-29,8,1,2,8,7
Temora,2026-04-29,9,6,2,5,8
Temora,2026-04-29,10,1,8,6,7
Gunnedah,2026-04-29,1,6,1,4,8
Gunnedah,2026-04-29,2,2,5,4,6
Gunnedah,2026-04-29,3,4,8,1,3
Gunnedah,2026-04-29,4,4,2,7,6
Gunnedah,2026-04-29,5,7,2,4,8
Gunnedah,2026-04-29,6,7,2,4,1
Gunnedah,2026-04-29,7,4,8,1,3
Gunnedah,2026-04-29,8,5,6,4,7
Gunnedah,2026-04-29,9,5,7,1,3
Gunnedah,2026-04-29,10,8,2,7,1
Gunnedah,2026-04-29,11,4,5,2,1
Gunnedah,2026-04-29,12,6,5,1,4
Taree,2026-04-29,1,7,2,1,3
Taree,2026-04-29,2,4,1,7,8
Taree,2026-04-29,3,2,7,5,8
Taree,2026-04-29,4,5,7,8,2
Taree,2026-04-29,5,7,9,6,1
Taree,2026-04-29,6,10,8,1,3
Taree,2026-04-29,7,2,4,7,1
Taree,2026-04-29,8,1,6,4,8
Taree,2026-04-29,9,5,4,1,2
Taree,2026-04-29,10,7,5,2,3
Taree,2026-04-29,11,2,3,6,8
Taree,2026-04-29,12,8,2,7,1
Richmond,2026-04-29,1,4,1,7,3
Richmond,2026-04-29,2,5,4,3,6
Richmond,2026-04-29,3,1,8,5,6
Richmond,2026-04-29,4,4,7,1,2
Richmond,2026-04-29,5,2,5,7,3
Richmond,2026-04-29,6,3,2,5,6
Richmond,2026-04-29,7,2,1,8,7
Richmond,2026-04-29,8,3,2,4,7
Richmond,2026-04-29,9,2,1,8,5
Richmond,2026-04-29,10,4,5,2,1
Richmond,2026-04-29,11,8,4,7,1
Richmond,2026-04-29,12,1,2,8,5
Sale,2026-04-29,1,7,4,1,2
Sale,2026-04-29,2,6,4,7,8
Sale,2026-04-29,3,7,3,8,2
Sale,2026-04-29,4,5,4,6,8
Sale,2026-04-29,5,3,1,5,8
Sale,2026-04-29,6,1,3,8,6
Sale,2026-04-29,7,6,3,7,8
Sale,2026-04-29,8,4,1,2,8
Sale,2026-04-29,9,5,1,2,3
Sale,2026-04-29,10,1,3,8,2
Sale,2026-04-29,11,5,6,4,3
Sale,2026-04-29,12,5,1,6,8
Capalaba,2026-04-29,1,1,5,7,4
Capalaba,2026-04-29,2,5,8,7,4
Capalaba,2026-04-29,3,4,3,8,2
Capalaba,2026-04-29,4,4,2,1,7
Capalaba,2026-04-29,5,4,7,6,8
Capalaba,2026-04-29,6,6,8,4,3
Capalaba,2026-04-29,7,6,5,7,3
Capalaba,2026-04-29,8,8,9,5,3
Capalaba,2026-04-29,9,8,1,3,7
Capalaba,2026-04-29,10,6,3,8,7
Capalaba,2026-04-29,11,8,4,7,1
Bendigo,2026-04-29,1,2,1,6,8
Bendigo,2026-04-29,2,4,1,6,8
Bendigo,2026-04-29,3,2,8,6,1
Bendigo,2026-04-29,4,7,8,1,2
Bendigo,2026-04-29,5,2,8,7,6
Bendigo,2026-04-29,6,8,6,3,1
Bendigo,2026-04-29,7,2,1,6,8
Bendigo,2026-04-29,8,3,2,1,8
Bendigo,2026-04-29,9,1,7,8,4
Bendigo,2026-04-29,10,4,6,2,7
Bendigo,2026-04-29,11,1,5,4,8
Bendigo,2026-04-29,12,7,8,4,2
Q Lakeside,2026-04-29,1,2,1,6,8
Q Lakeside,2026-04-29,2,6,1,2,4
Q Lakeside,2026-04-29,3,3,8,4,2
Q Lakeside,2026-04-29,4,2,1,5,4
Q Lakeside,2026-04-29,5,1,8,4,6
Q Lakeside,2026-04-29,6,6,5,2,4
Q Lakeside,2026-04-29,7,5,8,6,1
Q Lakeside,2026-04-29,8,5,3,4,1
Q Lakeside,2026-04-29,9,5,7,4,3
Q Lakeside,2026-04-29,10,4,3,1,7
