Track,Date,Race,Winner,2nd,3rd,4th
Goulburn,2026-03-13,1,8,1,2,5
Goulburn,2026-03-13,2,7,4,1,8
Goulburn,2026-03-13,3,2,7,8,6
Goulburn,2026-03-13,4,2,6,4,1
Goulburn,2026-03-13,5,6,3,7,4
Goulburn,2026-03-13,6,2,4,7,6
Goulburn,2026-03-13,7,8,2,7,5
Goulburn,2026-03-13,8,1,4,6,3
Goulburn,2026-03-13,9,4,8,2,3
Goulburn,2026-03-13,10,7,1,8,4
Ladbrokes Gardens,2026-03-13,1,5,2,7,4
Ladbrokes Gardens,2026-03-13,2,1,3,7,2
Ladbrokes Gardens,2026-03-13,3,8,4,5,7
Ladbrokes Gardens,2026-03-13,4,4,1,6,7
Ladbrokes Gardens,2026-03-13,5,5,3,8,7
Ladbrokes Gardens,2026-03-13,6,3,2,1,6
Ladbrokes Gardens,2026-03-13,7,1,3,4,6
Ladbrokes Gardens,2026-03-13,8,7,4,8,2
Ladbrokes Gardens,2026-03-13,9,7,3,6,8
Ladbrokes Gardens,2026-03-13,10,2,7,4,3
Richmond,2026-03-13,1,1,3,2,7
Richmond,2026-03-13,2,7,1,3,4
Richmond,2026-03-13,3,2,8,3,1
Richmond,2026-03-13,4,4,2,7,5
Richmond,2026-03-13,5,3,7,4,1
Richmond,2026-03-13,6,5,3,1,6
Richmond,2026-03-13,7,2,1,3,6
Richmond,2026-03-13,8,1,2,8,7
Richmond,2026-03-13,9,5,8,7,2
Richmond,2026-03-13,10,4,3,2,5
Richmond,2026-03-13,11,1,2,7,3
Richmond,2026-03-13,12,4,8,7,5
Wagga,2026-03-13,1,1,8,2,5
Wagga,2026-03-13,2,3,2,7,1
Wagga,2026-03-13,3,2,7,5,8
Wagga,2026-03-13,4,4,3,1,2
Wagga,2026-03-13,5,2,8,7,3
Wagga,2026-03-13,6,5,4,8,2
Wagga,2026-03-13,7,1,2,7,6
Wagga,2026-03-13,8,8,1,6,3
Wagga,2026-03-13,9,7,4,1,5
Wagga,2026-03-13,10,2,6,8,3
Healesville,2026-03-13,1,1,2,7,8
Healesville,2026-03-13,2,2,4,6,3
Healesville,2026-03-13,3,1,4,5,6
Healesville,2026-03-13,4,5,1,3,7
Healesville,2026-03-13,5,8,4,5,3
Healesville,2026-03-13,6,2,6,1,5
Healesville,2026-03-13,7,5,8,4,1
Healesville,2026-03-13,8,7,6,5,1
Healesville,2026-03-13,9,4,3,1,7
Healesville,2026-03-13,10,6,5,1,8
Healesville,2026-03-13,11,8,7,2,6
Healesville,2026-03-13,12,4,3,8,5
Bet Nation Townsville,2026-03-13,1,4,6,1,2
Bet Nation Townsville,2026-03-13,2,1,3,4,6
Bet Nation Townsville,2026-03-13,3,1,4,7,8
Bet Nation Townsville,2026-03-13,4,1,2,3,4
Bet Nation Townsville,2026-03-13,5,8,4,2,1
Bet Nation Townsville,2026-03-13,6,3,5,8,2
Bet Nation Townsville,2026-03-13,7,4,5,3,1
Bet Nation Townsville,2026-03-13,8,4,1,6,7
Bet Nation Townsville,2026-03-13,9,2,4,7,3
Bet Nation Townsville,2026-03-13,10,7,6,8,3
Bet Nation Townsville,2026-03-13,11,1,3,2,4
Bet Nation Townsville,2026-03-13,12,2,4,8,7
Sale,2026-03-13,1,3,7,4,2
Sale,2026-03-13,2,6,3,8,7
Sale,2026-03-13,3,7,8,1,5
Sale,2026-03-13,4,5,1,7,2
Sale,2026-03-13,5,8,7,5,4
Sale,2026-03-13,6,8,3,4,7
Sale,2026-03-13,7,4,7,2,1
Sale,2026-03-13,8,1,5,7,3
Sale,2026-03-13,9,1,8,6,2
Sale,2026-03-13,10,4,8,1,6
Sale,2026-03-13,11,6,4,8,2
Sale,2026-03-13,12,1,2,5,8
Ladbrokes Q Lakeside,2026-03-13,1,4,9,6,2
Ladbrokes Q Lakeside,2026-03-13,2,7,5,6,8
Ladbrokes Q Lakeside,2026-03-13,3,5,4,6,8
Ladbrokes Q Lakeside,2026-03-13,4,8,5,1,7
Ladbrokes Q Lakeside,2026-03-13,5,4,5,3,7
Ladbrokes Q Lakeside,2026-03-13,6,5,4,1,7
Ladbrokes Q Lakeside,2026-03-13,7,4,7,9,3
Ladbrokes Q Lakeside,2026-03-13,8,6,7,8,4
Ladbrokes Q Lakeside,2026-03-13,9,3,8,6,4
Ladbrokes Q Lakeside,2026-03-13,10,7,8,1,2
Ladbrokes Q Lakeside,2026-03-13,11,9,4,3,5
Ladbrokes Q Lakeside,2026-03-13,12,8,5,4,1
Bendigo,2026-03-13,1,3,2,4,7
Bendigo,2026-03-13,2,4,1,7,3
Bendigo,2026-03-13,3,5,7,1,2
Bendigo,2026-03-13,4,3,2,1,4
Bendigo,2026-03-13,5,7,1,6,3
Bendigo,2026-03-13,6,8,1,9,4
Bendigo,2026-03-13,7,6,1,3,8
Bendigo,2026-03-13,8,5,7,3,4
Bendigo,2026-03-13,9,7,8,2,5
Bendigo,2026-03-13,10,5,2,4,8
Bendigo,2026-03-13,11,1,3,2,4
Bendigo,2026-03-13,12,5,7,4,8
Geelong,2026-03-13,1,4,3,7,8
Geelong,2026-03-13,2,7,6,2,1
Geelong,2026-03-13,3,1,4,2,5
Geelong,2026-03-13,4,5,6,2,7
Geelong,2026-03-13,5,7,2,3,4
Geelong,2026-03-13,6,2,1,3,4
Geelong,2026-03-13,7,4,8,1,7
Geelong,2026-03-13,8,7,4,1,8
Geelong,2026-03-13,9,4,7,8,5
Geelong,2026-03-13,10,1,8,3,2
Geelong,2026-03-13,11,2,4,5,1
Geelong,2026-03-13,12,7,6,1,5
Mandurah,2026-03-13,1,3,2,1,5
Mandurah,2026-03-13,2,2,6,3,1
Mandurah,2026-03-13,3,7,8,1,2
Mandurah,2026-03-13,4,1,4,5,7
Mandurah,2026-03-13,5,2,3,1,7
Mandurah,2026-03-13,6,7,8,1,6
Mandurah,2026-03-13,7,3,8,2,6
Mandurah,2026-03-13,8,2,5,8,1
Mandurah,2026-03-13,9,5,2,7,3
Mandurah,2026-03-13,10,5,2,1,4
Mandurah,2026-03-13,11,1,6,7,2
Mandurah,2026-03-13,12,5,6,8,1
