Track,Date,Race,Winner,2nd,3rd,4th
Temora,2025-12-17,1,6,2,7,1
Temora,2025-12-17,2,7,6,5,2
Temora,2025-12-17,3,4,8,2,1
Temora,2025-12-17,4,5,1,7,4
Temora,2025-12-17,5,8,7,4,6
Temora,2025-12-17,6,1,7,2,8
Temora,2025-12-17,7,1,4,6,8
Temora,2025-12-17,8,4,8,7,2
Temora,2025-12-17,9,8,1,2,3
Temora,2025-12-17,10,7,6,8,1
Temora,2025-12-17,11,6,2,3,1
Temora,2025-12-17,12,2,5,7,8
Taree,2025-12-17,1,6,1,8,4
Taree,2025-12-17,2,8,1,4,5
Taree,2025-12-17,3,1,2,3,4
Taree,2025-12-17,4,2,1,8,3
Taree,2025-12-17,5,5,7,4,8
Taree,2025-12-17,6,5,6,8,2
Taree,2025-12-17,7,8,1,3,4
Taree,2025-12-17,8,1,8,5,7
Taree,2025-12-17,9,8,6,7,5
Taree,2025-12-17,10,5,2,4,8
Taree,2025-12-17,11,7,6,3,4
Taree,2025-12-17,12,2,5,1,7
Gunnedah,2025-12-17,1,9,2,6,7
Gunnedah,2025-12-17,2,2,7,1,3
Gunnedah,2025-12-17,3,4,6,7,3
Gunnedah,2025-12-17,4,4,5,6,2
Gunnedah,2025-12-17,5,2,1,6,3
Gunnedah,2025-12-17,6,3,8,4,2
Gunnedah,2025-12-17,7,6,1,8,7
Gunnedah,2025-12-17,8,8,7,1,4
Gunnedah,2025-12-17,9,6,8,7,4
Gunnedah,2025-12-17,10,5,3,1,6
Gunnedah,2025-12-17,11,2,8,6,5
Gunnedah,2025-12-17,12,8,7,1,4
Richmond,2025-12-17,1,5,7,3,2
Richmond,2025-12-17,2,6,1,4,8
Richmond,2025-12-17,3,6,7,5,2
Richmond,2025-12-17,4,1,2,6,3
Richmond,2025-12-17,5,1,3,7,4
Richmond,2025-12-17,6,3,2,1,5
Richmond,2025-12-17,7,3,2,8,6
Richmond,2025-12-17,8,7,2,8,5
Richmond,2025-12-17,9,4,7,3,2
Richmond,2025-12-17,10,1,4,7,8
Richmond,2025-12-17,11,3,7,5,8
Richmond,2025-12-17,12,3,4,2,8
Gawler,2025-12-17,1,5,1,8,2
Gawler,2025-12-17,2,5,1,7,4
Gawler,2025-12-17,3,6,4,8,2
Gawler,2025-12-17,4,6,1,4,2
Gawler,2025-12-17,5,2,8,5,4
Gawler,2025-12-17,6,4,7,2,8
Gawler,2025-12-17,7,1,2,8,4
Gawler,2025-12-17,8,4,2,1,8
Healesville,2025-12-17,1,1,6,3,2
Healesville,2025-12-17,2,4,2,6,3
Healesville,2025-12-17,3,3,8,7,6
Healesville,2025-12-17,4,7,4,1,8
Healesville,2025-12-17,5,5,1,7,8
Healesville,2025-12-17,6,8,3,1,5
Healesville,2025-12-17,7,4,7,8,1
Healesville,2025-12-17,8,5,7,8,6
Healesville,2025-12-17,9,5,3,6,7
Healesville,2025-12-17,10,4,3,5,7
Healesville,2025-12-17,11,3,4,8,2
Healesville,2025-12-17,12,4,8,2,1
BetDeluxe Capalaba,2025-12-17,1,8,2,6,7
BetDeluxe Capalaba,2025-12-17,2,5,3,8,2
