Track,Date,Race,Winner,2nd,3rd,4th
Taree,2026-03-21,1,8,1,10,2
Taree,2026-03-21,2,4,1,5,6
Taree,2026-03-21,3,8,6,4,7
Taree,2026-03-21,4,2,1,7,5
Taree,2026-03-21,5,5,8,2,6
Taree,2026-03-21,6,2,5,3,6
Taree,2026-03-21,7,2,8,7,9
Taree,2026-03-21,8,9,7,4,2
Taree,2026-03-21,9,7,5,8,6
Taree,2026-03-21,10,5,3,6,4
Taree,2026-03-21,11,1,9,7,2
Taree,2026-03-21,12,7,4,8,2
Dubbo,2026-03-21,1,8,1,2,3
Dubbo,2026-03-21,2,2,3,6,8
Dubbo,2026-03-21,3,4,2,3,8
Dubbo,2026-03-21,4,5,4,6,3
Dubbo,2026-03-21,5,8,2,6,4
Dubbo,2026-03-21,6,5,8,2,1
Dubbo,2026-03-21,7,ABD,ABD,ABD,ABD
Dubbo,2026-03-21,8,ABD,ABD,ABD,ABD
Dubbo,2026-03-21,9,ABD,ABD,ABD,ABD
Dubbo,2026-03-21,10,ABD,ABD,ABD,ABD
Dubbo,2026-03-21,11,ABD,ABD,ABD,ABD
Dubbo,2026-03-21,12,ABD,ABD,ABD,ABD
The Gardens,2026-03-21,1,8,7,1,6
The Gardens,2026-03-21,2,8,4,5,1
The Gardens,2026-03-21,3,7,4,5,2
The Gardens,2026-03-21,4,4,5,1,3
The Gardens,2026-03-21,5,1,4,7,8
The Gardens,2026-03-21,6,3,4,7,1
The Gardens,2026-03-21,7,4,3,7,1
The Gardens,2026-03-21,8,3,8,1,6
The Gardens,2026-03-21,9,8,2,3,7
The Gardens,2026-03-21,10,1,2,4,5
The Gardens,2026-03-21,11,4,2,7,5
The Gardens,2026-03-21,12,3,2,4,7
Wentworth Park,2026-03-21,1,5,8,6,3
Wentworth Park,2026-03-21,2,8,2,5,7
Wentworth Park,2026-03-21,3,5,1,2,4
Wentworth Park,2026-03-21,4,1,8,2,7
Wentworth Park,2026-03-21,5,8,7,3,6
Wentworth Park,2026-03-21,6,4,5,1,2
Wentworth Park,2026-03-21,7,8,1,2,3
Wentworth Park,2026-03-21,8,2,1,3,8
Wentworth Park,2026-03-21,9,4,8,6,1
Wentworth Park,2026-03-21,10,3,6,7,8
Ladbrokes Q1 Lakeside,2026-03-21,1,3,1,9,5
Ladbrokes Q1 Lakeside,2026-03-21,2,3,2,7,4
Ladbrokes Q1 Lakeside,2026-03-21,3,7,5,1,6
Ladbrokes Q1 Lakeside,2026-03-21,4,1,2,6,4
Ladbrokes Q1 Lakeside,2026-03-21,5,7,2,4,5
Ladbrokes Q1 Lakeside,2026-03-21,6,3,4,5,7
Ladbrokes Q1 Lakeside,2026-03-21,7,5,8,4,7
Ladbrokes Q1 Lakeside,2026-03-21,8,3,6,4,1
Ladbrokes Q1 Lakeside,2026-03-21,9,3,8,4,5
Ladbrokes Q1 Lakeside,2026-03-21,10,7,3,6,2
Shepparton,2026-03-21,1,2,7,9,4
Shepparton,2026-03-21,2,3,4,8,7
Shepparton,2026-03-21,3,ABD,ABD,ABD,ABD
Shepparton,2026-03-21,4,8,1,7,6
Shepparton,2026-03-21,5,8,1,2,5
Shepparton,2026-03-21,6,2,4,1,7
Shepparton,2026-03-21,7,7,1,6,2
Shepparton,2026-03-21,8,5,6,8,4
Shepparton,2026-03-21,9,4,7,6,5
Shepparton,2026-03-21,10,8,4,1,2
Shepparton,2026-03-21,11,7,6,2,1
Shepparton,2026-03-21,12,2,8,1,6
Meadows,2026-03-21,1,2,6,1,7
Meadows,2026-03-21,2,1,4,3,5
Meadows,2026-03-21,3,3,1,8,7
Meadows,2026-03-21,4,1,7,8,4
Meadows,2026-03-21,5,5,1,4,3
Meadows,2026-03-21,6,4,5,2,3
Meadows,2026-03-21,7,3,4,8,7
Meadows,2026-03-21,8,8,2,6,4
Meadows,2026-03-21,9,3,6,4,1
Meadows,2026-03-21,10,5,1,3,6
Meadows,2026-03-21,11,2,4,3,5
Meadows,2026-03-21,12,4,1,5,7
Cannington,2026-03-21,1,4,1,5,8
Cannington,2026-03-21,2,2,1,5,8
Cannington,2026-03-21,3,3,7,6,4
Cannington,2026-03-21,4,1,5,4,8
Cannington,2026-03-21,5,1,5,2,3
Cannington,2026-03-21,6,1,5,2,4
Cannington,2026-03-21,7,4,3,5,2
Cannington,2026-03-21,8,5,6,4,2
Cannington,2026-03-21,9,1,5,2,6
Cannington,2026-03-21,10,2,8,3,4
Cannington,2026-03-21,11,1,5,4,6
Cannington,2026-03-21,12,5,8,4,7
