Track,Date,Race,Winner,2nd,3rd,4th
Casino,2026-01-29,1,4,7,8,1
Casino,2026-01-29,2,2,6,3,4
Casino,2026-01-29,3,2,6,1,4
Casino,2026-01-29,4,1,4,2,6
Casino,2026-01-29,5,1,5,3,4
Casino,2026-01-29,6,6,7,8,4
Casino,2026-01-29,7,3,4,8,7
Casino,2026-01-29,8,5,7,8,2
Casino,2026-01-29,9,1,5,2,8
Casino,2026-01-29,10,2,6,8,3
Casino,2026-01-29,11,2,1,6,8
Casino,2026-01-29,12,7,2,4,1
Richmond Straight,2026-01-29,1,7,1,8,4
Richmond Straight,2026-01-29,2,4,5,8,1
Richmond Straight,2026-01-29,3,8,1,2,4
Richmond Straight,2026-01-29,4,7,2,5,8
Richmond Straight,2026-01-29,5,4,1,8,5
Richmond Straight,2026-01-29,6,4,8,3,1
Richmond Straight,2026-01-29,7,5,2,8,3
Richmond Straight,2026-01-29,8,6,4,2,7
Richmond Straight,2026-01-29,9,8,7,1,6
Richmond Straight,2026-01-29,10,8,7,5,4
Nowra,2026-01-29,1,6,1,3,4
Nowra,2026-01-29,2,3,8,5,7
Nowra,2026-01-29,3,6,3,2,4
Nowra,2026-01-29,4,2,7,4,3
Nowra,2026-01-29,5,8,7,1,3
Nowra,2026-01-29,6,5,7,8,3
Nowra,2026-01-29,7,4,6,3,8
Nowra,2026-01-29,8,3,7,5,2
Nowra,2026-01-29,9,6,1,4,3
Nowra,2026-01-29,10,1,6,3,4
Nowra,2026-01-29,11,5,2,4,1
Nowra,2026-01-29,12,8,2,1,4
Wentworth Park,2026-01-29,1,8,5,4,2
Wentworth Park,2026-01-29,2,5,6,3,4
Wentworth Park,2026-01-29,3,7,6,1,2
Wentworth Park,2026-01-29,4,3,6,8,4
Wentworth Park,2026-01-29,5,7,1,4,5
Wentworth Park,2026-01-29,6,8,6,1,2
Wentworth Park,2026-01-29,7,3,4,5,1
Wentworth Park,2026-01-29,8,1,5,6,4
Wentworth Park,2026-01-29,9,7,1,4,6
Wentworth Park,2026-01-29,10,6,3,8,1
Shepparton,2026-01-29,1,4,8,6,7
Shepparton,2026-01-29,2,6,7,3,1
Shepparton,2026-01-29,3,7,5,4,6
Shepparton,2026-01-29,4,6,2,5,8
Shepparton,2026-01-29,5,3,2,4,5
Shepparton,2026-01-29,6,1,6,8,2
Shepparton,2026-01-29,7,1,6,2,3
Shepparton,2026-01-29,8,1,2,6,3
Shepparton,2026-01-29,9,1,2,3,7
Shepparton,2026-01-29,10,3,4,6,1
Shepparton,2026-01-29,11,1,2,4,8
Shepparton,2026-01-29,12,2,8,5,3
Mount Gambier,2026-01-29,1,6,1,4,2
Mount Gambier,2026-01-29,2,2,1,6,4
Mount Gambier,2026-01-29,3,2,1,8,6
Mount Gambier,2026-01-29,4,8,6,4,1
Mount Gambier,2026-01-29,5,9,5,7,8
Mount Gambier,2026-01-29,6,8,2,1,4
Mount Gambier,2026-01-29,7,4,1,2,8
Mount Gambier,2026-01-29,8,4,2,7,1
Mount Gambier,2026-01-29,9,4,8,2,1
Mount Gambier,2026-01-29,10,8,1,6,2
Ladbrokes Q Straight,2026-01-29,1,5,8,2,3
Ladbrokes Q Straight,2026-01-29,2,3,2,6,1
Ladbrokes Q Straight,2026-01-29,3,7,2,6,3
Ladbrokes Q Straight,2026-01-29,4,1,6,3,4
Ladbrokes Q Straight,2026-01-29,5,7,1,2,8
Ladbrokes Q Straight,2026-01-29,6,7,4,1,5
Ladbrokes Q Straight,2026-01-29,7,4,7,8,6
Ladbrokes Q Straight,2026-01-29,8,6,7,1,2
Ladbrokes Q Straight,2026-01-29,9,3,2,1,8
Ladbrokes Q Straight,2026-01-29,10,3,4,8,6
Ladbrokes Q Straight,2026-01-29,11,7,1,5,3
Warragul,2026-01-29,1,8,5,1,2
Warragul,2026-01-29,2,3,6,2,7
Warragul,2026-01-29,3,5,7,1,6
Warragul,2026-01-29,4,2,1,3,7
Warragul,2026-01-29,5,5,3,6,8
Warragul,2026-01-29,6,2,6,1,3
Warragul,2026-01-29,7,2,8,4,3
Warragul,2026-01-29,8,2,8,4,1
Warragul,2026-01-29,9,6,3,4,1
Warragul,2026-01-29,10,2,7,1,8
Warragul,2026-01-29,11,8,4,7,5
Warragul,2026-01-29,12,3,1,8,2
Warrnambool,2026-01-29,1,4,8,7,2
Warrnambool,2026-01-29,2,6,8,1,3
Warrnambool,2026-01-29,3,7,8,3,5
Warrnambool,2026-01-29,4,5,8,3,7
Warrnambool,2026-01-29,5,8,3,5,2
Warrnambool,2026-01-29,6,1,2,5,6
Warrnambool,2026-01-29,7,6,4,1,7
Warrnambool,2026-01-29,8,3,4,2,8
Warrnambool,2026-01-29,9,7,6,1,2
Warrnambool,2026-01-29,10,1,4,2,3
Warrnambool,2026-01-29,11,7,2,3,6
Warrnambool,2026-01-29,12,6,4,5,8
Sandown,2026-01-29,1,9,5,6,1
Sandown,2026-01-29,2,4,8,1,2
Sandown,2026-01-29,3,4,5,8,2
Sandown,2026-01-29,4,4,7,8,5
Sandown,2026-01-29,5,3,6,8,1
Sandown,2026-01-29,6,2,1,3,7
Sandown,2026-01-29,7,2,1,4,3
Sandown,2026-01-29,8,1,2,6,3
Sandown,2026-01-29,9,2,7,5,4
Sandown,2026-01-29,10,2,1,8,4
Sandown,2026-01-29,11,4,1,3,5
Hobart,2026-01-29,1,2,6,4,8
Hobart,2026-01-29,2,1,5,3,7
Hobart,2026-01-29,3,4,7,3,1
Hobart,2026-01-29,4,6,1,3,4
Hobart,2026-01-29,5,8,2,7,6
Hobart,2026-01-29,6,1,6,2,3
Hobart,2026-01-29,7,7,8,2,4
Hobart,2026-01-29,8,4,6,5,1
Hobart,2026-01-29,9,7,1,5,3
Hobart,2026-01-29,10,6,8,4,1
Hobart,2026-01-29,11,6,2,7,8
Ladbrokes Q2 Parklands,2026-01-29,1,3,2,6,5
Ladbrokes Q2 Parklands,2026-01-29,2,7,4,1,5
Ladbrokes Q2 Parklands,2026-01-29,3,4,7,2,1
Ladbrokes Q2 Parklands,2026-01-29,4,2,1,8,4
Ladbrokes Q2 Parklands,2026-01-29,5,2,1,5,8
Ladbrokes Q2 Parklands,2026-01-29,6,1,6,2,5
Ladbrokes Q2 Parklands,2026-01-29,7,3,1,2,5
Ladbrokes Q2 Parklands,2026-01-29,8,7,5,1,2
Ladbrokes Q2 Parklands,2026-01-29,9,8,2,3,7
Ladbrokes Q2 Parklands,2026-01-29,10,1,6,2,7
Ladbrokes Q2 Parklands,2026-01-29,11,4,2,6,7
Ladbrokes Q2 Parklands,2026-01-29,12,1,2,8,4
Angle Park,2026-01-29,1,3,2,1,8
Angle Park,2026-01-29,2,6,1,4,2
Angle Park,2026-01-29,3,2,6,1,8
Angle Park,2026-01-29,4,1,2,5,8
Angle Park,2026-01-29,5,5,8,7,6
Angle Park,2026-01-29,6,2,8,6,1
Angle Park,2026-01-29,7,3,2,4,1
Angle Park,2026-01-29,8,6,2,3,7
Angle Park,2026-01-29,9,4,2,5,1
Angle Park,2026-01-29,10,8,2,4,1
Angle Park,2026-01-29,11,2,8,4,6
Angle Park,2026-01-29,12,2,8,6,4
Mandurah,2026-01-29,1,2,7,5,8
Mandurah,2026-01-29,2,7,3,1,4
Mandurah,2026-01-29,3,2,4,1,7
Mandurah,2026-01-29,4,7,6,2,4
Mandurah,2026-01-29,5,1,5,4,2
Mandurah,2026-01-29,6,8,3,5,9
Mandurah,2026-01-29,7,7,1,3,2
Mandurah,2026-01-29,8,5,2,3,8
Mandurah,2026-01-29,9,2,3,4,5
Mandurah,2026-01-29,10,2,4,1,7
Mandurah,2026-01-29,11,7,5,4,8
Mandurah,2026-01-29,12,8,2,5,7
